x_um,depth_um,optical_generation_cm^-3_s^-1
-55.0,33.9,1199568.0619758784
-55.0,34.1,11674765.052094063
-55.0,34.3,10455964.68230279
-55.0,34.5,87533774.94935644
-55.0,34.7,5890252.517335626
-55.0,34.9,57784939.53724443
-55.0,35.1,42594848.01016359
-55.0,35.3,7540837.052786245
-55.0,35.5,9017840.58260106
-55.0,35.7,22364194.867112752
-55.0,35.9,9540619.961512458
-55.0,36.1,21560510.66287415
-55.0,36.3,52944393.92255453
-55.0,36.5,17118073.819962915
-55.0,36.7,30460393.090874124
-55.0,36.9,11304561.981851459
-55.0,37.1,10203003.26891913
-55.0,37.3,4268252.47075573
-55.0,37.5,8996194.808706868
-55.0,37.7,5070088.865027755
-55.0,37.9,4072384.6142985555
-55.0,38.1,4491988.318341486
-55.0,38.3,6364574.022633727
-55.0,38.5,2674044.9944894537
-55.0,38.7,3771342.4313764106
-55.0,38.9,4002092.4147536634
-55.0,39.1,2874551.2310668114
-55.0,39.3,6139329.758748725
-55.0,39.5,7726108.284741213
-55.0,39.7,7080392.977441212
-55.0,39.9,5528911.392851097
-55.0,40.1,4991198.692577157
-55.0,40.3,10610701.797320258
-55.0,40.5,7359487.703209319
-55.0,40.7,9447588.386256423
-55.0,40.9,68632941.61572142
-55.0,41.1,15560445.43895337
-55.0,41.3,6020089.450293279
-55.0,41.5,6352318.140202348
-55.0,41.7,5739146.914558595
-55.0,41.9,7134809.095436535
-55.0,42.1,30348958.836767275
-55.0,42.3,38249666.30814628
-55.0,42.5,17919608.53097509
-55.0,42.7,26767224.334206168
-55.0,42.9,4944965.733005247
-55.0,43.1,8635683.313186927
-55.0,43.3,15115839.734750424
-55.0,43.5,29673414.597149674
-55.0,43.7,19612051.618729804
-55.0,43.9,3620463.091044267
-55.0,44.1,2204211.0276816115
-55.0,44.3,5614740.280278229
-55.0,44.5,2694597.1665666895
-55.0,44.7,7634223.105872604
-55.0,44.9,3755466.3498268398
-55.0,45.1,8293763.048555197
-55.0,45.3,4173259.954310674
-55.0,45.5,9122524.673768776
-55.0,45.7,8441248.452214036
-55.0,45.9,7334070.888567015
-55.0,46.1,3129247.323194604
-55.0,46.3,7519266.699707018
-55.0,46.5,6173797.07118651
-55.0,46.7,5596676.995094752
-55.0,46.9,5989280.047381166
-55.0,47.1,3692150.5756659633
-55.0,47.3,16484538.974279333
-55.0,47.5,6976463.094423119
-55.0,47.7,10717561.778999636
-55.0,47.9,4785149.026100067
-55.0,48.1,5996671.287247474
-55.0,48.3,13570014.711282484
-55.0,48.5,38516052.62659324
-55.0,48.7,17737316.421211135
-55.0,48.9,5682241.909669516
-55.0,49.1,9751798.243406985
-55.0,49.3,5988111.024749251
-55.0,49.5,2485530.667491107
-55.0,49.7,2051495.190505135
-55.0,49.9,9718990.188898372
-55.0,50.1,3427385.8047406995
-55.0,50.3,3345667.3517290135
-55.0,50.5,3867692.5224907896
-55.0,50.7,1381633.909294946
-55.0,50.9,2316324.069123117
-55.0,51.1,2269977.9783287644
-55.0,51.3,8739537.775390057
