depth_um,-5.000000,5.000000
0.1,4260128205128.205,4485897435897.436
0.3,5234326923076.923,5220032051282.051
0.5,3562724358974.359,3575064102564.1025
0.7,1318173076923.077,1299743589743.5898
0.9,175278846153.84616,168535256410.2564
1.1,4741442307.692307,4809967948.717949
