# Geant4 3D energy deposition grid (sparse, non-zero cells only)
# NEvents: 100000
# xy_bin_mm: 0.01  z_bin_um: 0.2
x_mm,y_mm,depth_um,edep_eV
0.0150,-0.0350,23.500,1.0013e+05
0.0150,-0.0350,23.700,8.9800e+04
0.0150,-0.0350,23.900,8.7799e+04
0.0150,-0.0350,24.100,6.8949e+04
0.0150,-0.0350,24.300,9.2646e+04
0.0150,-0.0350,24.500,1.0609e+05
0.0150,-0.0350,24.700,1.0862e+05
0.0150,-0.0350,24.900,7.7560e+04
0.0150,-0.0350,25.100,6.6362e+04
0.0150,-0.0350,25.300,9.1488e+04
0.0150,-0.0350,25.500,8.2122e+04
0.0150,-0.0350,25.700,6.7938e+04
-0.0150,-0.0250,0.100,1.0570e+05
-0.0450,0.0150,15.100,1.4672e+04
-0.0450,0.0150,14.900,3.2802e+04
-0.0450,0.0150,14.500,2.8606e+04
-0.0450,0.0150,14.700,2.7596e+04
0.0350,0.0350,15.100,1.3769e+04
-0.0050,-0.0350,26.300,1.8234e+05
0.0350,0.0350,15.300,4.0783e+03
-0.0050,-0.0350,26.500,1.5122e+05
0.0350,0.0350,15.500,9.7667e+03
-0.0050,-0.0350,26.700,1.5685e+05
-0.0250,0.0150,42.300,4.8136e+04
-0.0250,0.0150,42.100,4.7042e+04
-0.0250,0.0150,41.900,2.7643e+04
-0.0250,0.0150,41.700,4.7536e+04
0.0150,-0.0150,48.300,3.5366e+04
0.0150,-0.0150,48.100,3.3830e+04
0.0150,-0.0150,47.900,5.0152e+04
0.0150,-0.0150,47.700,7.0878e+04
0.0150,-0.0150,47.500,5.0822e+04
0.0150,-0.0150,47.300,6.1398e+04
0.0150,-0.0150,47.100,7.1342e+04
0.0150,-0.0150,46.900,6.5575e+04
0.0150,-0.0150,46.700,6.9469e+04
0.0150,-0.0150,46.500,6.1350e+04
-0.0250,-0.0050,49.700,1.1977e+04
0.0050,-0.0350,1.900,1.0292e+05
-0.0250,-0.0050,49.900,2.9438e+03
0.0050,-0.0350,2.100,8.0637e+04
-0.0250,-0.0050,50.100,1.9357e+03
0.0050,-0.0350,2.300,1.1059e+05
-0.0250,-0.0050,50.300,1.8477e+03
0.0050,-0.0350,2.500,9.2541e+04
-0.0250,-0.0050,50.500,5.9803e+03
0.0050,-0.0350,2.700,9.8041e+04
-0.0250,-0.0050,50.700,5.3065e+03
0.0050,-0.0350,2.900,6.7663e+04
-0.0050,-0.0350,6.300,1.6758e+05
-0.0050,-0.0350,6.500,1.7875e+05
-0.0050,-0.0350,6.700,1.8446e+05
0.0350,-0.0350,1.900,5.8409e+02
0.0050,-0.0050,49.700,6.2160e+04
0.0350,-0.0350,1.700,5.8216e+02
0.0050,-0.0050,49.500,8.8215e+04
0.0350,-0.0350,1.500,1.1794e+03
0.0050,-0.0050,49.300,1.0130e+05
0.0350,-0.0350,1.300,9.8234e+02
0.0050,-0.0050,49.100,1.0474e+05
0.0050,0.0350,31.500,4.2523e+04
0.0050,0.0350,31.300,6.7060e+04
0.0050,0.0350,31.100,8.0813e+04
0.0050,0.0350,30.900,1.0943e+05
0.0050,0.0350,30.700,8.5403e+04
0.0050,0.0350,29.900,8.9934e+04
-0.0250,-0.0350,34.700,2.3951e+04
0.0150,0.0350,23.500,4.9647e+04
-0.0250,-0.0350,34.500,3.3654e+03
0.0150,0.0350,23.300,6.9233e+04
-0.0250,-0.0350,34.300,3.2082e+03
0.0150,0.0350,23.100,1.0200e+05
-0.0250,-0.0350,34.100,8.7233e+03
0.0150,0.0350,22.900,9.3808e+04
-0.0250,-0.0350,33.900,2.7491e+03
0.0150,0.0350,22.700,6.3823e+04
0.0150,-0.0150,45.300,1.0632e+05
0.0150,-0.0150,45.500,1.2122e+05
0.0150,-0.0150,45.700,1.1658e+05
0.0150,-0.0150,45.900,1.2340e+05
0.0150,-0.0150,46.100,8.9659e+04
0.0150,-0.0150,46.300,1.0398e+05
-0.0350,0.0250,19.300,2.3464e+04
-0.0350,0.0250,19.100,2.6255e+04
-0.0350,0.0250,18.900,1.7652e+04
-0.0350,0.0250,18.700,1.9185e+04
-0.0350,0.0250,18.500,3.4464e+04
-0.0350,0.0250,18.300,3.8504e+04
-0.0350,0.0250,18.100,2.3437e+04
-0.0350,0.0250,17.900,4.2634e+04
-0.0350,0.0250,17.700,4.1770e+04
-0.0350,0.0250,17.500,2.6689e+04
0.0350,-0.0250,12.100,6.7409e+04
0.0050,0.0050,59.900,1.4557e+04
0.0350,-0.0250,11.900,4.4343e+04
0.0050,0.0050,59.700,4.2774e+03
0.0350,-0.0250,11.700,2.7767e+04
0.0050,0.0050,59.500,4.6033e+03
0.0350,-0.0250,11.500,5.4341e+04
0.0050,0.0050,59.300,3.1654e+03
0.0350,-0.0250,11.300,2.3365e+04
0.0050,0.0050,59.100,3.8182e+03
0.0350,-0.0250,11.100,2.6462e+04
0.0050,0.0050,58.900,5.7690e+03
0.0350,-0.0250,10.900,4.0828e+04
0.0050,0.0050,58.700,2.0834e+03
0.0350,-0.0250,10.700,2.2526e+04
0.0050,0.0050,58.500,4.3205e+03
0.0350,-0.0250,10.500,2.7588e+04
0.0050,0.0050,58.300,1.0915e+04
0.0250,-0.0250,9.100,1.4783e+05
-0.0050,0.0050,56.900,2.3545e+03
0.0250,-0.0250,8.900,1.6537e+05
-0.0050,0.0050,56.700,2.7779e+03
0.0250,-0.0250,8.700,1.6316e+05
-0.0050,0.0050,56.500,7.1403e+03
0.0250,-0.0250,8.500,1.7410e+05
-0.0050,0.0050,56.300,1.2475e+04
0.0250,-0.0250,8.300,1.8974e+05
-0.0050,0.0050,56.100,5.9911e+03
-0.0350,-0.0050,35.700,3.2419e+04
-0.0350,-0.0050,35.500,2.4173e+04
-0.0350,-0.0050,35.300,2.0919e+04
-0.0350,-0.0050,35.100,3.1218e+04
-0.0350,-0.0050,34.900,4.0758e+04
-0.0350,-0.0050,34.700,4.5110e+04
-0.0350,-0.0150,34.100,1.2880e+04
-0.0350,-0.0050,34.500,3.6463e+04
-0.0350,-0.0050,34.300,4.2154e+04
-0.0350,-0.0050,34.100,4.0196e+04
-0.0350,-0.0050,33.900,8.0793e+04
-0.0350,-0.0050,33.700,4.8805e+04
-0.0350,-0.0050,33.500,7.4801e+04
-0.0350,-0.0050,33.300,3.6622e+04
-0.0350,-0.0050,33.100,4.9856e+04
-0.0350,-0.0050,32.900,4.5142e+04
-0.0350,-0.0050,32.700,3.9555e+04
-0.0350,-0.0050,32.500,8.1236e+04
-0.0350,-0.0050,32.300,6.6297e+04
-0.0350,-0.0050,32.100,8.1450e+04
0.0050,0.0250,50.300,2.6550e+03
0.0350,-0.0050,2.500,9.8223e+04
0.0050,0.0250,50.100,4.3559e+03
0.0350,-0.0050,2.300,1.0392e+05
0.0050,0.0250,49.900,1.4458e+04
0.0350,-0.0050,2.100,8.6217e+04
0.0050,0.0250,49.700,1.1898e+04
0.0350,-0.0050,1.900,1.0440e+05
0.0050,0.0250,49.500,5.8228e+03
0.0350,-0.0050,1.700,1.0475e+05
0.0050,0.0250,49.300,3.2027e+03
0.0350,-0.0050,1.500,1.0618e+05
0.0050,0.0250,49.100,7.6338e+03
0.0350,-0.0050,1.300,9.8914e+04
-0.0150,0.0350,0.100,2.0216e+04
-0.0350,-0.0350,14.100,1.1352e+04
0.0050,0.0350,2.900,7.7422e+04
-0.0350,-0.0350,14.300,1.3471e+04
0.0050,0.0350,3.100,8.2920e+04
-0.0350,-0.0350,14.500,1.0985e+03
0.0050,0.0350,3.300,8.6698e+04
-0.0350,-0.0350,14.700,1.1745e+03
0.0050,0.0350,3.500,6.8545e+04
-0.0350,-0.0350,14.900,1.2471e+03
0.0050,0.0350,3.700,1.1128e+05
-0.0350,-0.0350,15.100,6.8610e+02
0.0050,0.0350,3.900,1.0301e+05
-0.0350,-0.0350,15.300,4.3331e+02
0.0050,0.0350,4.100,1.0952e+05
-0.0350,-0.0350,15.500,1.0458e+04
0.0050,0.0350,4.300,1.4571e+05
0.0050,0.0450,13.500,5.4738e+03
-0.0350,-0.0250,24.700,3.5090e+04
0.0050,0.0450,13.700,3.9440e+03
-0.0350,-0.0250,24.900,5.4189e+04
0.0050,0.0450,13.900,1.0388e+04
-0.0350,-0.0250,25.100,2.2845e+04
0.0050,0.0450,14.100,1.7586e+04
-0.0350,-0.0250,25.300,1.6020e+04
0.0050,0.0450,14.300,1.1239e+04
-0.0350,-0.0250,25.500,3.8432e+04
0.0050,0.0450,14.500,4.2439e+04
-0.0350,-0.0250,25.700,3.4599e+04
0.0150,0.0450,17.100,1.0824e+03
-0.0250,-0.0250,28.300,1.2911e+05
0.0150,0.0450,17.300,3.0632e+03
-0.0250,-0.0250,28.500,1.4768e+05
0.0150,0.0450,17.500,6.1142e+03
-0.0250,-0.0250,28.700,1.1622e+05
0.0150,0.0450,17.700,4.4797e+03
-0.0250,-0.0250,28.900,8.7795e+04
0.0150,0.0450,17.900,1.0533e+04
-0.0250,-0.0250,29.100,6.4645e+04
0.0150,0.0450,18.100,1.3196e+03
-0.0250,-0.0250,29.300,7.0900e+04
-0.0350,0.0150,31.100,2.8584e+04
-0.0350,0.0150,30.900,5.0357e+04
-0.0350,0.0150,30.700,6.9008e+04
-0.0350,0.0150,30.500,7.7989e+04
0.0050,-0.0250,47.500,1.7914e+04
0.0050,-0.0250,47.300,1.7121e+04
0.0050,-0.0250,47.100,3.5173e+04
0.0050,-0.0250,46.900,2.0583e+04
-0.0050,-0.0350,40.500,9.3474e+03
-0.0050,-0.0350,40.700,2.1663e+04
-0.0050,-0.0350,40.900,1.8108e+04
-0.0050,-0.0350,41.100,2.4181e+04
-0.0050,-0.0350,41.300,2.5124e+04
-0.0050,-0.0350,41.900,3.6701e+04
-0.0050,-0.0350,41.500,2.9727e+04
-0.0050,-0.0350,41.700,2.9298e+04
-0.0050,-0.0450,32.900,1.6721e+04
0.0350,0.0250,21.700,5.3912e+04
-0.0050,-0.0450,33.100,1.2277e+04
0.0350,0.0250,21.900,4.9129e+04
-0.0050,-0.0450,33.300,4.9184e+02
0.0350,0.0250,22.100,3.4316e+04
0.0350,0.0250,22.900,2.7356e+04
0.0350,0.0250,22.700,5.2484e+04
-0.0050,-0.0450,33.700,6.3424e+03
0.0350,0.0250,22.500,5.2545e+04
-0.0050,-0.0450,33.500,1.5685e+03
0.0350,0.0250,22.300,3.7782e+04
0.0250,0.0350,30.700,2.9014e+04
-0.0150,-0.0350,41.900,6.5770e+02
0.0250,0.0350,30.500,7.5727e+03
-0.0150,-0.0350,41.700,5.7372e+03
0.0250,0.0350,30.300,1.2227e+04
-0.0150,-0.0350,41.500,4.8351e+03
0.0250,0.0350,30.100,2.3081e+04
-0.0150,-0.0350,41.300,1.5689e+03
0.0250,0.0350,29.900,3.2895e+04
-0.0150,-0.0350,41.100,1.7355e+03
0.0250,0.0350,29.700,3.0076e+04
-0.0150,-0.0350,40.900,1.1459e+03
0.0250,0.0350,29.500,2.0667e+04
-0.0150,-0.0350,40.700,2.9463e+03
0.0250,0.0350,29.300,1.6141e+04
-0.0150,-0.0350,40.500,1.0264e+03
0.0250,0.0350,29.100,1.5614e+04
-0.0150,-0.0350,40.300,1.3092e+04
0.0250,0.0350,28.900,1.3227e+04
-0.0150,-0.0350,40.100,6.5759e+03
0.0250,0.0350,28.100,1.4662e+04
-0.0150,-0.0350,39.300,2.2623e+04
0.0250,0.0350,27.900,1.5539e+04
-0.0150,-0.0350,39.100,4.6944e+04
0.0250,0.0350,27.700,3.9351e+04
-0.0150,-0.0350,38.900,8.4240e+03
0.0250,0.0350,27.500,3.5358e+04
-0.0150,-0.0350,38.700,7.1591e+03
0.0250,0.0350,27.300,2.9964e+04
-0.0150,-0.0350,38.500,8.8457e+03
0.0250,0.0350,27.100,2.7598e+04
-0.0150,-0.0350,38.300,1.0584e+04
0.0250,0.0350,26.900,3.1310e+04
-0.0150,-0.0350,38.100,9.9505e+03
0.0250,0.0350,26.700,3.1948e+04
-0.0150,-0.0350,37.900,1.2666e+04
0.0250,0.0350,26.500,2.2323e+04
-0.0150,-0.0350,37.700,3.0110e+04
0.0150,-0.0450,13.900,1.1514e+04
0.0150,-0.0450,14.100,8.7501e+03
0.0150,-0.0450,14.300,2.1549e+04
0.0150,-0.0450,14.500,1.9949e+03
0.0150,-0.0450,14.700,1.4767e+03
-0.0250,-0.0350,15.100,3.5052e+04
0.0150,0.0350,3.900,8.8469e+04
-0.0250,-0.0350,14.900,3.9566e+04
0.0150,0.0350,3.700,8.1555e+04
-0.0250,-0.0350,14.700,3.5520e+04
0.0150,0.0350,3.500,6.5568e+04
-0.0450,-0.0050,16.700,1.2631e+04
-0.0450,-0.0050,15.700,3.0417e+04
-0.0450,-0.0050,15.900,3.9828e+04
-0.0450,-0.0050,16.100,1.4785e+04
-0.0450,-0.0050,16.300,3.0981e+04
-0.0450,-0.0050,16.500,2.7149e+04
0.0050,-0.0350,32.300,4.5899e+04
0.0050,-0.0350,32.100,6.2562e+04
0.0050,-0.0350,31.900,8.3076e+04
0.0050,-0.0350,31.700,6.7181e+04
0.0050,-0.0350,31.500,7.9292e+04
0.0050,-0.0350,31.300,9.4461e+04
0.0050,-0.0350,31.100,1.0006e+05
0.0050,-0.0350,30.900,7.5988e+04
0.0050,-0.0350,30.700,1.3036e+05
0.0050,-0.0350,30.500,9.2660e+04
-0.0350,0.0250,23.300,3.1108e+04
-0.0350,0.0150,23.700,7.1600e+04
-0.0350,0.0150,23.900,6.3507e+04
-0.0350,0.0150,24.700,1.0651e+05
-0.0350,0.0150,24.900,9.4175e+04
-0.0350,0.0150,25.100,1.1465e+05
-0.0350,0.0150,25.300,7.5318e+04
-0.0350,0.0150,25.500,1.0045e+05
-0.0350,0.0150,25.700,8.5151e+04
-0.0350,0.0150,25.900,8.4274e+04
-0.0350,0.0150,26.100,6.4284e+04
-0.0350,0.0150,26.300,4.3024e+04
-0.0350,0.0150,26.500,6.1551e+04
-0.0350,0.0150,26.700,6.6362e+04
-0.0350,0.0150,27.900,9.6808e+04
-0.0350,0.0150,27.700,7.9080e+04
-0.0350,0.0150,27.500,8.6168e+04
-0.0350,0.0150,27.300,6.9359e+04
-0.0350,0.0150,27.100,7.6992e+04
-0.0350,0.0150,26.900,8.8940e+04
-0.0450,-0.0250,27.900,5.8340e+02
-0.0050,0.0450,16.700,2.6136e+04
-0.0450,-0.0250,28.100,8.4017e+02
-0.0050,0.0450,16.900,1.0217e+04
-0.0450,-0.0250,28.300,6.4659e+02
-0.0050,0.0450,17.100,9.8339e+03
-0.0450,-0.0250,28.500,1.0691e+03
-0.0050,0.0450,17.300,1.0038e+04
-0.0450,-0.0250,28.700,4.6780e+02
-0.0050,0.0450,17.500,6.4104e+03
-0.0450,-0.0250,28.900,8.1284e+02
-0.0050,0.0450,17.700,6.7387e+03
-0.0450,-0.0250,29.100,7.8655e+02
-0.0050,0.0450,17.900,2.2086e+03
-0.0450,-0.0250,29.300,1.5910e+03
-0.0050,0.0450,18.100,7.2497e+03
-0.0450,-0.0250,29.500,4.8284e+02
-0.0050,0.0450,18.300,6.9476e+03
-0.0450,-0.0250,29.700,4.7167e+01
-0.0050,0.0450,18.500,9.6610e+03
-0.0050,0.0450,18.700,8.3465e+03
-0.0050,0.0450,18.900,7.2353e+03
-0.0050,0.0450,19.100,1.5322e+04
-0.0050,0.0450,19.300,1.4300e+04
-0.0050,0.0450,19.500,2.1529e+04
-0.0050,0.0450,19.700,2.6400e+03
-0.0050,0.0450,19.900,1.2335e+04
-0.0050,0.0450,20.100,2.0908e+04
-0.0050,0.0450,20.300,3.1658e+04
-0.0050,0.0450,20.500,3.4145e+04
-0.0250,0.0150,46.900,2.4822e+04
-0.0250,0.0150,47.100,2.3150e+04
-0.0250,0.0150,47.300,2.2820e+04
-0.0250,0.0150,47.500,1.0424e+04
-0.0250,0.0150,47.700,5.2929e+03
-0.0150,0.0150,47.700,3.3496e+04
-0.0150,0.0150,47.500,4.9586e+04
-0.0150,0.0150,47.300,3.4072e+04
-0.0150,0.0150,47.100,4.5576e+04
-0.0150,0.0150,46.900,4.6693e+04
0.0350,0.0350,22.700,1.1717e+04
-0.0050,-0.0350,33.900,5.1461e+04
0.0350,0.0350,22.900,6.9470e+03
-0.0050,-0.0350,34.100,4.4164e+04
0.0350,0.0350,23.100,3.4087e+03
-0.0050,-0.0350,34.300,3.4163e+04
-0.0350,-0.0250,37.900,7.0644e+02
0.0050,0.0450,26.700,2.1852e+03
-0.0350,-0.0250,38.100,9.3402e+02
0.0050,0.0450,26.900,1.9327e+03
-0.0350,-0.0250,38.300,1.4414e+03
0.0050,0.0450,27.100,5.1563e+03
-0.0350,-0.0250,38.500,3.9978e+03
0.0050,0.0450,27.300,2.6273e+03
-0.0350,-0.0250,38.700,3.3217e+03
0.0050,0.0450,27.500,4.8490e+03
0.0050,0.0450,27.700,5.0023e+03
0.0050,0.0450,27.900,5.8478e+03
0.0050,0.0450,28.100,3.9736e+03
0.0050,0.0450,28.300,1.4151e+04
0.0050,0.0450,28.500,9.3511e+03
0.0050,0.0450,28.700,1.2960e+03
0.0050,0.0450,28.900,2.6808e+03
0.0050,0.0450,29.100,3.3674e+03
0.0050,0.0450,29.300,1.7666e+03
-0.0350,-0.0250,40.700,2.2300e+02
0.0050,0.0450,29.500,7.7039e+02
-0.0350,-0.0250,40.900,6.7924e+02
0.0050,0.0450,29.700,3.2317e+03
-0.0350,-0.0250,41.100,7.1753e+01
0.0050,0.0450,29.900,9.0744e+03
0.0050,0.0350,30.100,6.4717e+04
0.0050,0.0350,30.300,5.6526e+04
0.0050,0.0350,30.500,1.1616e+05
0.0050,-0.0150,48.900,6.4941e+04
0.0050,-0.0150,48.700,9.8363e+04
0.0050,-0.0150,48.500,6.2245e+04
0.0050,-0.0150,48.300,6.0684e+04
0.0050,-0.0150,48.100,7.1772e+04
-0.0050,-0.0150,47.500,9.7273e+04
-0.0350,-0.0050,3.300,8.1757e+04
-0.0050,-0.0450,19.300,5.8414e+03
0.0350,0.0250,8.100,5.3843e+04
-0.0050,-0.0450,19.500,2.9981e+03
0.0350,0.0250,8.300,4.7218e+04
-0.0050,-0.0450,19.700,8.6922e+03
0.0350,0.0250,8.500,3.6547e+04
-0.0050,-0.0450,19.900,1.9535e+04
0.0350,0.0250,8.700,7.1703e+04
-0.0050,-0.0450,20.100,8.7534e+03
0.0350,0.0250,8.900,6.1629e+04
-0.0050,-0.0450,20.300,4.0098e+03
0.0350,0.0250,9.100,6.4875e+04
-0.0050,-0.0450,20.500,1.3716e+04
0.0350,0.0250,9.300,4.4669e+04
-0.0050,-0.0450,20.700,2.5166e+04
0.0350,0.0250,9.500,2.5576e+04
-0.0050,-0.0450,20.900,6.0185e+03
0.0350,0.0250,9.700,3.9205e+04
-0.0050,-0.0450,21.100,2.3354e+03
0.0350,0.0250,9.900,2.6967e+04
-0.0050,-0.0450,21.300,4.8941e+03
0.0350,0.0250,10.100,7.1282e+04
-0.0050,-0.0450,21.500,6.6347e+03
0.0350,0.0250,10.300,2.4472e+04
-0.0050,-0.0450,21.700,2.1923e+03
0.0350,0.0250,10.500,1.7610e+04
-0.0050,-0.0450,21.900,8.3409e+03
0.0350,0.0250,10.700,2.4008e+04
-0.0050,-0.0450,22.100,4.9290e+03
0.0350,0.0250,10.900,2.4589e+04
-0.0050,-0.0450,22.300,3.1276e+03
0.0350,0.0250,11.100,2.4331e+04
-0.0050,-0.0450,22.900,1.2763e+04
0.0350,0.0250,11.700,3.8401e+04
-0.0050,-0.0450,23.100,6.3124e+03
0.0350,0.0250,11.900,6.0682e+04
-0.0050,-0.0450,23.300,9.6930e+03
0.0350,0.0250,12.100,7.4192e+04
-0.0050,-0.0450,23.700,7.0092e+03
0.0350,0.0250,12.500,3.5620e+04
-0.0050,-0.0450,23.500,6.5085e+03
0.0350,0.0250,12.300,6.5309e+04
-0.0050,0.0450,7.100,1.2808e+04
-0.0050,0.0450,7.300,1.1388e+04
-0.0450,-0.0250,23.900,7.4955e+03
-0.0050,0.0450,12.700,2.4759e+04
-0.0450,-0.0250,24.100,4.6679e+03
-0.0050,0.0450,12.900,1.0662e+04
-0.0450,-0.0250,24.300,5.1178e+03
-0.0050,0.0450,13.100,2.7314e+04
-0.0050,0.0450,13.300,4.1439e+04
-0.0250,0.0150,39.900,4.9059e+04
-0.0250,0.0150,41.100,7.0385e+04
-0.0250,0.0150,41.300,4.7720e+04
-0.0250,0.0150,41.500,4.7952e+04
-0.0150,0.0350,0.300,2.8617e+04
-0.0150,0.0350,0.500,2.1189e+04
-0.0150,0.0350,0.700,3.9541e+04
-0.0150,0.0350,0.900,4.5294e+04
-0.0350,0.0050,35.700,2.7064e+04
-0.0350,0.0050,35.500,5.7569e+04
-0.0350,0.0050,35.300,2.8109e+04
-0.0350,0.0050,35.100,3.6638e+04
-0.0350,0.0050,34.900,3.4093e+04
-0.0350,0.0050,34.700,2.8497e+04
-0.0350,0.0050,34.500,4.5598e+04
-0.0350,0.0050,34.300,4.6782e+04
-0.0350,0.0050,34.100,7.5562e+04
-0.0350,0.0050,33.900,6.7545e+04
-0.0350,0.0050,33.700,5.9165e+04
-0.0350,0.0050,33.500,7.9426e+04
-0.0350,0.0050,33.300,4.5194e+04
-0.0350,0.0050,33.100,4.9361e+04
-0.0350,0.0050,32.900,5.8772e+04
-0.0350,0.0050,32.700,6.2464e+04
-0.0350,0.0050,32.500,6.6704e+04
-0.0350,0.0050,32.300,7.3929e+04
-0.0350,0.0150,24.100,7.4721e+04
-0.0350,0.0150,24.300,8.1514e+04
-0.0350,0.0150,24.500,1.0119e+05
0.0250,-0.0250,38.900,1.2195e+04
0.0250,-0.0250,38.700,3.5447e+04
0.0250,-0.0250,38.500,5.2576e+04
0.0250,-0.0250,38.300,2.7295e+04
-0.0350,0.0150,17.700,1.0231e+05
0.0150,0.0250,36.700,1.1059e+05
0.0150,0.0250,36.500,1.4633e+05
0.0150,0.0250,36.300,1.3793e+05
0.0150,0.0250,36.100,1.6500e+05
0.0150,0.0250,35.900,1.7290e+05
0.0150,0.0250,35.700,2.2832e+05
0.0150,0.0250,35.500,1.8429e+05
-0.0250,0.0350,3.100,1.1847e+04
-0.0250,0.0350,2.900,1.6028e+04
0.0350,-0.0350,28.100,2.4595e+03
-0.0250,0.0350,2.700,6.9021e+03
0.0350,-0.0350,27.900,3.4604e+02
-0.0250,0.0350,2.500,2.6279e+04
-0.0250,0.0350,2.300,1.6409e+04
-0.0250,0.0350,2.100,3.8824e+04
-0.0250,0.0350,1.900,1.9879e+04
0.0350,-0.0350,27.100,1.9873e+03
-0.0250,0.0350,1.700,1.2777e+04
0.0350,-0.0350,26.900,4.2815e+03
-0.0250,0.0350,1.500,1.2183e+04
0.0350,-0.0350,26.100,8.4128e+03
-0.0250,0.0350,0.700,2.2888e+04
0.0350,-0.0350,26.300,3.3271e+03
-0.0250,0.0350,0.900,2.0750e+04
0.0350,-0.0350,26.500,8.1250e+03
-0.0250,0.0350,1.100,2.8903e+04
0.0350,-0.0350,26.700,4.7291e+03
-0.0250,0.0350,1.300,1.6754e+04
-0.0150,0.0350,1.100,4.2816e+04
-0.0150,0.0350,1.300,4.3757e+04
-0.0150,0.0350,1.500,4.4484e+04
-0.0150,0.0350,1.700,2.6344e+04
0.0450,-0.0350,27.300,4.8408e+03
-0.0150,0.0350,1.900,2.8826e+04
0.0450,-0.0350,27.500,3.8785e+03
-0.0150,0.0350,2.100,2.4892e+04
0.0450,-0.0350,27.700,5.2536e+03
-0.0150,0.0350,2.300,3.4283e+04
-0.0150,0.0350,2.500,3.0458e+04
-0.0150,0.0350,2.700,4.6289e+04
-0.0150,0.0350,2.900,6.5760e+04
-0.0150,0.0350,3.100,8.9484e+04
-0.0150,0.0350,3.300,7.0344e+04
-0.0150,0.0350,3.500,5.1792e+04
-0.0150,0.0350,3.700,6.7790e+04
-0.0150,0.0350,3.900,6.7388e+04
-0.0150,0.0350,4.100,5.0674e+04
-0.0150,0.0350,7.100,1.1165e+05
-0.0150,0.0350,7.300,1.2765e+05
0.0050,0.0150,47.900,5.8526e+04
0.0350,-0.0150,0.100,2.8688e+04
0.0050,0.0150,48.100,3.5923e+04
0.0350,-0.0150,0.300,2.4985e+04
0.0050,0.0150,48.300,6.5455e+04
0.0350,-0.0150,0.500,4.2259e+04
0.0050,0.0150,48.500,1.0557e+05
0.0350,-0.0150,0.700,3.8177e+04
0.0050,0.0150,48.700,8.2509e+04
0.0350,-0.0150,0.900,5.7784e+04
0.0050,0.0150,48.900,7.4480e+04
0.0350,-0.0150,1.100,5.2772e+04
0.0050,0.0150,49.100,4.4206e+04
0.0350,-0.0150,1.300,3.4977e+04
0.0050,0.0150,49.300,3.3979e+04
0.0350,-0.0150,1.500,3.1046e+04
0.0050,0.0150,49.500,2.0770e+04
0.0350,-0.0150,1.700,2.1531e+04
0.0050,0.0150,49.700,2.3258e+04
0.0350,-0.0150,1.900,4.3327e+04
0.0050,0.0150,55.300,4.4951e+02
0.0350,-0.0150,7.500,9.7015e+04
0.0050,0.0150,55.100,1.7844e+03
0.0350,-0.0150,7.300,9.1904e+04
-0.0250,-0.0350,33.100,2.7067e+03
0.0150,0.0350,21.900,8.9287e+04
-0.0250,-0.0350,33.300,3.5197e+03
0.0150,0.0350,22.100,1.1519e+05
-0.0250,-0.0350,33.500,1.8374e+03
0.0150,0.0350,22.300,1.1349e+05
-0.0250,-0.0350,33.700,6.7339e+03
0.0150,0.0350,22.500,9.6875e+04
-0.0350,-0.0150,20.900,1.1491e+05
0.0450,0.0050,1.700,1.5278e+04
0.0450,0.0050,1.900,3.3849e+03
0.0450,0.0050,2.100,6.1874e+03
0.0450,0.0050,2.300,7.4514e+03
0.0350,0.0050,2.300,1.1642e+05
0.0350,0.0050,2.500,9.8395e+04
0.0350,0.0050,2.700,1.0208e+05
-0.0150,0.0250,42.500,3.5510e+04
-0.0050,0.0250,41.100,1.6472e+05
-0.0050,0.0250,40.900,1.2164e+05
-0.0050,0.0250,40.700,1.1424e+05
-0.0050,0.0250,40.500,1.5030e+05
-0.0050,0.0250,40.300,1.3991e+05
-0.0050,0.0250,40.100,1.6152e+05
0.0350,0.0050,2.900,1.2936e+05
0.0350,0.0050,3.100,1.5597e+05
0.0350,0.0050,3.300,1.1998e+05
-0.0450,0.0050,15.100,1.1065e+04
-0.0450,0.0050,14.900,1.9641e+04
-0.0450,0.0050,14.700,2.9464e+04
-0.0450,0.0050,14.500,1.9312e+04
-0.0450,0.0050,14.300,1.3883e+04
-0.0450,0.0050,14.100,1.8581e+04
-0.0450,0.0050,13.900,2.8581e+04
-0.0450,0.0050,13.700,2.7099e+04
-0.0450,0.0050,13.500,1.7266e+04
0.0150,0.0250,35.300,2.0491e+05
0.0150,0.0250,35.100,1.6471e+05
0.0350,-0.0050,22.100,1.7519e+05
0.0350,-0.0050,21.900,1.5198e+05
0.0350,-0.0050,21.500,1.1556e+05
0.0350,-0.0050,21.700,1.3562e+05
0.0350,-0.0050,22.300,1.8553e+05
0.0350,-0.0050,22.700,1.8229e+05
0.0350,-0.0050,22.500,1.7618e+05
-0.0450,-0.0250,23.500,1.1339e+03
-0.0050,0.0450,12.300,3.9815e+04
-0.0450,-0.0250,23.300,6.6118e+02
-0.0050,0.0450,12.100,5.5330e+04
-0.0450,-0.0250,23.100,2.8357e+02
-0.0050,0.0450,11.900,1.9972e+04
-0.0450,-0.0250,22.900,4.7436e+02
-0.0050,0.0450,11.700,1.5940e+04
-0.0450,-0.0250,22.700,9.6997e+02
-0.0050,0.0450,11.500,2.3529e+04
-0.0450,-0.0250,22.500,4.2420e+02
-0.0050,0.0450,11.300,9.9757e+03
-0.0450,-0.0250,22.300,3.7102e+02
