source,source_label,thickness_um,nt,available,qc_pass,qc_reason,cce_percent,positive_peak_nA,negative_peak_nA,reverse_peak_ratio,dropped_initial_points
100kev,100 keV,30.0,1e12,True,True,,85.72148109997205,3.0326982846694,3.879093259999999e-05,1.279089739856158e-05,6
100kev,100 keV,30.0,1e13,True,True,,84.10710338616636,2.590417029249,3.4370697999999994e-05,1.326840335432962e-05,6
100kev,100 keV,30.0,2.5e13,True,True,,75.61193432772987,1.9705544844606,3.23572304e-05,1.6420368305044424e-05,6
100kev,100 keV,30.0,5e13,True,True,,66.87028042297358,1.50546150958704,2.2831864159999996e-05,1.5166023185981657e-05,6
100kev,100 keV,40.0,0,True,True,,96.8505940435128,3.4202324721069997,3.789450200000001e-05,1.1079510620708036e-05,6
100kev,100 keV,40.0,1e12,True,True,,96.57328850247194,3.3315427236249997,3.7740286e-05,1.1328171099944767e-05,6
100kev,100 keV,40.0,1e13,True,True,,90.65078271674284,2.5075120646254,3.43793646e-05,1.3710548030857022e-05,6
100kev,100 keV,40.0,2.5e13,True,True,,80.53681537632349,1.8325027240965999,2.87895594e-05,1.5710513835221107e-05,6
100kev,100 keV,40.0,5e13,True,True,,63.098051846627655,1.3806321031914,2.29277096e-05,1.6606675700935434e-05,6
100kev,100 keV,50.0,0,True,True,,99.18067316416088,3.7043086673747996,3.92717712e-05,1.0601646549025692e-05,6
100kev,100 keV,50.0,1e12,True,True,,99.06180903550273,3.5985313682268,3.97033352e-05,1.103320525438801e-05,6
100kev,100 keV,50.0,1e13,True,True,,95.72533489781108,2.6858090745632,3.8355980799999995e-05,1.4280978183915746e-05,6
100kev,100 keV,50.0,2.5e13,True,True,,77.1184867280731,1.966344589556,3.282102100000001e-05,1.669138826140894e-05,6
100kev,100 keV,50.0,5e13,True,True,,57.29221299836046,1.458837290413,2.6000110000000003e-05,1.782248792984947e-05,6
100kev,100 keV,60.0,0,True,True,,99.36193199170319,3.8431160107778,3.98736812e-05,1.0375351950910806e-05,6
100kev,100 keV,60.0,1e12,True,True,,99.32043316906693,3.7463048978374,4.064394860000001e-05,1.0849076545654952e-05,6
100kev,100 keV,60.0,1e13,True,True,,97.39259794781923,2.87527511433512,4.4200690479999996e-05,1.537268216861432e-05,6
100kev,100 keV,60.0,2.5e13,True,True,,71.71811145844565,2.1246916202838,4.67229442e-05,2.1990459111312872e-05,6
100kev,100 keV,60.0,5e13,True,True,,54.54903886170179,1.5670023863372,2.9542765800000005e-05,1.885304455027343e-05,6
100kev,100 keV,70.0,0,True,True,,99.35675195764534,3.921469305019,4.211195099999999e-05,1.0738819489445412e-05,6
100kev,100 keV,70.0,1e12,True,True,,99.3139144691012,3.8504494217774,4.150219360000001e-05,1.0778532335802569e-05,6
100kev,100 keV,70.0,1e13,True,True,,93.59422528660438,3.0470043728856,4.48066304e-05,1.4705141482145903e-05,6
100kev,100 keV,70.0,2.5e13,True,True,,68.24920831321018,2.2791700502496597,4.8764945639999997e-05,2.139592244758494e-05,6
100kev,100 keV,70.0,5e13,True,True,,53.0424627830595,1.684138125136,3.3000988e-05,1.9595178986483103e-05,6
100kev,100 keV,80.0,0,True,True,,99.37801544957756,3.8948779055436002,3.90567424e-05,1.0027719314233275e-05,6
100kev,100 keV,80.0,1e12,True,True,,99.32903890948113,3.8582361969130003,4.0260178000000004e-05,1.0434866074869245e-05,6
