cathode TotalCurrent(10um_0.5V_Nt0n67_des) X,cathode TotalCurrent(10um_0.5V_Nt0n67_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e11n95_des) X,cathode TotalCurrent(10um_0.5V_Nt1e11n95_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e12n108_des) X,cathode TotalCurrent(10um_0.5V_Nt1e12n108_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e13n121_des) X,cathode TotalCurrent(10um_0.5V_Nt1e13n121_des) Y,cathode TotalCurrent(10um_0.5V_Nt5e13n134_des) X,cathode TotalCurrent(10um_0.5V_Nt5e13n134_des) Y,cathode TotalCurrent(20um_2V_Nt0n70_des) X,cathode TotalCurrent(20um_2V_Nt0n70_des) Y,cathode TotalCurrent(20um_2V_Nt1e11n96_des) X,cathode TotalCurrent(20um_2V_Nt1e11n96_des) Y,cathode TotalCurrent(20um_2V_Nt1e12n109_des) X,cathode TotalCurrent(20um_2V_Nt1e12n109_des) Y,cathode TotalCurrent(20um_2V_Nt1e13n122_des) X,cathode TotalCurrent(20um_2V_Nt1e13n122_des) Y,cathode TotalCurrent(20um_2V_Nt5e13n135_des) X,cathode TotalCurrent(20um_2V_Nt5e13n135_des) Y,cathode TotalCurrent(30um_5V_Nt0n56_des) X,cathode TotalCurrent(30um_5V_Nt0n56_des) Y,cathode TotalCurrent(30um_5V_Nt1e11n97_des) X,cathode TotalCurrent(30um_5V_Nt1e11n97_des) Y,cathode TotalCurrent(30um_5V_Nt1e12n110_des) X,cathode TotalCurrent(30um_5V_Nt1e12n110_des) Y,cathode TotalCurrent(30um_5V_Nt1e13n123_des) X,cathode TotalCurrent(30um_5V_Nt1e13n123_des) Y,cathode TotalCurrent(30um_5V_Nt5e13n136_des) X,cathode TotalCurrent(30um_5V_Nt5e13n136_des) Y,cathode TotalCurrent(40um_8V_Nt0n77_des) X,cathode TotalCurrent(40um_8V_Nt0n77_des) Y,cathode TotalCurrent(40um_8V_Nt1e11n98_des) X,cathode TotalCurrent(40um_8V_Nt1e11n98_des) Y,cathode TotalCurrent(40um_8V_Nt1e12n111_des) X,cathode TotalCurrent(40um_8V_Nt1e12n111_des) Y,cathode TotalCurrent(40um_8V_Nt1e13n124_des) X,cathode TotalCurrent(40um_8V_Nt1e13n124_des) Y,cathode TotalCurrent(40um_8V_Nt5e13n137_des) X,cathode TotalCurrent(40um_8V_Nt5e13n137_des) Y,cathode TotalCurrent(50um_13V_Nt0n81_des) X,cathode TotalCurrent(50um_13V_Nt0n81_des) Y,cathode TotalCurrent(50um_13V_Nt1e11n99_des) X,cathode TotalCurrent(50um_13V_Nt1e11n99_des) Y,cathode TotalCurrent(50um_13V_Nt1e12n112_des) X,cathode TotalCurrent(50um_13V_Nt1e12n112_des) Y,cathode TotalCurrent(50um_13V_Nt1e13n125_des) X,cathode TotalCurrent(50um_13V_Nt1e13n125_des) Y,cathode TotalCurrent(50um_13V_Nt5e13n138_des) X,cathode TotalCurrent(50um_13V_Nt5e13n138_des) Y,cathode TotalCurrent(60um_19V_Nt0n59_des) X,cathode TotalCurrent(60um_19V_Nt0n59_des) Y,cathode TotalCurrent(60um_19V_Nt1e11n100_des) X,cathode TotalCurrent(60um_19V_Nt1e11n100_des) Y,cathode TotalCurrent(60um_19V_Nt1e12n113_des) X,cathode TotalCurrent(60um_19V_Nt1e12n113_des) Y,cathode TotalCurrent(60um_19V_Nt1e13n126_des) X,cathode TotalCurrent(60um_19V_Nt1e13n126_des) Y,cathode TotalCurrent(60um_19V_Nt5e13n139_des) X,cathode TotalCurrent(60um_19V_Nt5e13n139_des) Y,cathode TotalCurrent(70um_26V_Nt0n60_des) X,cathode TotalCurrent(70um_26V_Nt0n60_des) Y,cathode TotalCurrent(70um_26V_Nt1e11n101_des) X,cathode TotalCurrent(70um_26V_Nt1e11n101_des) Y,cathode TotalCurrent(70um_26V_Nt1e12n114_des) X,cathode TotalCurrent(70um_26V_Nt1e12n114_des) Y,cathode TotalCurrent(70um_26V_Nt1e13n127_des) X,cathode TotalCurrent(70um_26V_Nt1e13n127_des) Y,cathode TotalCurrent(70um_26V_Nt5e13n140_des) X,cathode TotalCurrent(70um_26V_Nt5e13n140_des) Y,cathode TotalCurrent(80um_33V_Nt0n61_des) X,cathode TotalCurrent(80um_33V_Nt0n61_des) Y,cathode TotalCurrent(80um_33V_Nt1e11n102_des) X,cathode TotalCurrent(80um_33V_Nt1e11n102_des) Y,cathode TotalCurrent(80um_33V_Nt1e12n115_des) X,cathode TotalCurrent(80um_33V_Nt1e12n115_des) Y,cathode TotalCurrent(80um_33V_Nt1e13n128_des) X,cathode TotalCurrent(80um_33V_Nt1e13n128_des) Y,cathode TotalCurrent(80um_33V_Nt5e13n141_des) X,cathode TotalCurrent(80um_33V_Nt5e13n141_des) Y,cathode TotalCurrent(90um_42V_Nt0n62_des) X,cathode TotalCurrent(90um_42V_Nt0n62_des) Y,cathode TotalCurrent(90um_42V_Nt1e11n103_des) X,cathode TotalCurrent(90um_42V_Nt1e11n103_des) Y,cathode TotalCurrent(90um_42V_Nt1e12n116_des) X,cathode TotalCurrent(90um_42V_Nt1e12n116_des) Y,cathode TotalCurrent(90um_42V_Nt1e13n129_des) X,cathode TotalCurrent(90um_42V_Nt1e13n129_des) Y,cathode TotalCurrent(90um_42V_Nt5e13n142_des) X,cathode TotalCurrent(90um_42V_Nt5e13n142_des) Y,cathode TotalCurrent(100um_52V_Nt0n63_des) X,cathode TotalCurrent(100um_52V_Nt0n63_des) Y,cathode TotalCurrent(100um_52V_Nt1e11n104_des) X,cathode TotalCurrent(100um_52V_Nt1e11n104_des) Y,cathode TotalCurrent(100um_52V_Nt1e12n117_des) X,cathode TotalCurrent(100um_52V_Nt1e12n117_des) Y,cathode TotalCurrent(100um_52V_Nt1e13n130_des) X,cathode TotalCurrent(100um_52V_Nt1e13n130_des) Y,cathode TotalCurrent(100um_52V_Nt5e13n143_des) X,cathode TotalCurrent(100um_52V_Nt5e13n143_des) Y,cathode TotalCurrent(110um_63V_Nt0n64_des) X,cathode TotalCurrent(110um_63V_Nt0n64_des) Y,cathode TotalCurrent(110um_63V_Nt1e11n105_des) X,cathode TotalCurrent(110um_63V_Nt1e11n105_des) Y,cathode TotalCurrent(110um_63V_Nt1e12n118_des) X,cathode TotalCurrent(110um_63V_Nt1e12n118_des) Y,cathode TotalCurrent(110um_63V_Nt1e13n131_des) X,cathode TotalCurrent(110um_63V_Nt1e13n131_des) Y
5e-12,7.6124613e-15,5e-12,8.2749769e-15,5e-12,2.8393146e-14,5e-12,-8.6020673e-14,5e-12,-4.3584201e-13,5e-12,2.4407726e-14,5e-12,5.1199534e-15,5e-12,2.7821086e-15,5e-12,-3.4129941e-13,5e-12,4.3795135e-15,5e-12,7.2008665e-15,5e-12,8.1365624e-15,5e-12,7.607708e-15,5e-12,9.7258614e-15,5e-12,-3.2102958e-12,5e-12,4.4085693e-15,5e-12,2.9785938e-15,5e-12,5.7401068e-15,5e-12,-1.4029263e-14,5e-12,-5.7599593e-14,5e-12,-1.2542368e-14,5e-12,-1.1265615e-14,5e-12,-1.2276533e-14,5e-12,1.5818668e-13,5e-12,-1.5065994e-11,5e-12,-1.0867361e-14,5e-12,-9.6290506e-15,5e-12,-1.0719821e-14,5e-12,-2.1055239e-11,5e-12,-2.2912939e-11,5e-12,1.3399433e-14,5e-12,1.3218948e-14,5e-12,1.7082862e-14,5e-12,-5.2219555e-12,5e-12,-9.2940891e-13,5e-12,-2.1024193e-14,5e-12,-1.1381578e-14,5e-12,-1.2879261e-14,5e-12,-2.3639491e-14,5e-12,-3.5222728e-13,5e-12,2.0308448e-14,5e-12,1.4692344e-14,5e-12,-4.1128888e-14,5e-12,-1.1394875e-10,5e-12,-7.1202496e-10,5e-12,1.5896702e-14,5e-12,-1.9234965e-14,5e-12,-2.8687726e-14,5e-12,-1.6026246e-12,5e-12,-1.1445678e-10,5e-12,-1.2308994e-14,5e-12,-2.9219054e-14,5e-12,-2.4545627e-14,5e-12,-6.1098247e-13
1.15e-11,3.6223581e-15,1.15e-11,4.1546408e-15,1.15e-11,3.0397226e-15,1.15e-11,3.8875114e-15,1.15e-11,5.812186e-15,1.15e-11,1.1218402e-15,1.15e-11,2.7070606e-15,1.15e-11,1.1155936e-15,1.15e-11,1.4823905e-15,1.15e-11,2.7049952e-15,1.15e-11,1.527194e-15,1.15e-11,1.9358864e-15,1.15e-11,8.6905682e-16,1.15e-11,1.8083503e-15,1.15e-11,1.4251315e-15,1.15e-11,1.0475144e-15,1.15e-11,1.1560167e-15,1.15e-11,8.5322824e-16,1.15e-11,1.3267539e-15,1.15e-11,1.9284431e-15,1.15e-11,8.9312788e-16,1.15e-11,4.7120674e-16,1.15e-11,1.2465995e-15,1.15e-11,-4.5445782e-16,1.15e-11,2.6141585e-16,1.15e-11,9.7867131e-16,1.15e-11,7.2746154e-16,1.15e-11,8.9087574e-16,1.15e-11,-3.5656861e-14,1.15e-11,-1.0342253e-15,1.15e-11,5.9812106e-16,1.15e-11,9.0317116e-16,1.15e-11,8.2049775e-16,1.15e-11,-1.1343219e-14,1.15e-11,1.220254e-15,1.15e-11,9.6389046e-16,1.15e-11,5.2865674e-16,1.15e-11,9.5741637e-16,1.15e-11,1.0569427e-15,1.15e-11,1.5584315e-15,1.15e-11,8.9540962e-16,1.15e-11,4.8695143e-16,1.15e-11,5.2348184e-16,1.15e-11,-1.4770333e-13,1.15e-11,-3.5233378e-14,1.15e-11,1.4454075e-17,1.15e-11,6.4370136e-16,1.15e-11,5.923239e-16,1.15e-11,-7.4188873e-16,1.15e-11,-3.306663e-15,1.15e-11,5.8524563e-16,1.15e-11,1.1223261e-15,1.15e-11,1.1043614e-15,1.15e-11,-9.460264e-17
1.995e-11,5.5048928e-15,1.995e-11,5.7160681e-15,1.995e-11,5.9006342e-15,1.995e-11,6.7445878e-15,1.995e-11,8.5674096e-15,1.995e-11,2.359404e-15,1.995e-11,3.1294466e-15,1.995e-11,2.6917726e-15,1.995e-11,3.0848367e-15,1.995e-11,5.3271069e-15,1.995e-11,1.488154e-15,1.995e-11,3.1632214e-15,1.995e-11,2.4204014e-15,1.995e-11,3.4188508e-15,1.995e-11,3.5408556e-15,1.995e-11,1.7328079e-15,1.995e-11,1.7312242e-15,1.995e-11,1.8148223e-15,1.995e-11,2.4256563e-15,1.995e-11,3.384309e-15,1.995e-11,1.7582307e-15,1.995e-11,1.6297539e-15,1.995e-11,1.9905002e-15,1.995e-11,2.3129598e-15,1.995e-11,1.9224543e-15,1.995e-11,1.6689539e-15,1.995e-11,1.4298279e-15,1.995e-11,1.481613e-15,1.995e-11,-2.3475805e-14,1.995e-11,9.7679264e-16,1.995e-11,1.4562449e-15,1.995e-11,1.3623211e-15,1.995e-11,1.4556144e-15,1.995e-11,-6.5399818e-15,1.995e-11,2.5727412e-15,1.995e-11,1.4019554e-15,1.995e-11,1.3712556e-15,1.995e-11,1.6243234e-15,1.995e-11,1.7265936e-15,1.995e-11,2.2967964e-15,1.995e-11,1.4169881e-15,1.995e-11,1.2100247e-15,1.995e-11,1.3577686e-15,1.995e-11,-1.0109404e-13,1.995e-11,-3.6461743e-14,1.995e-11,1.4380982e-15,1.995e-11,8.2252229e-16,1.995e-11,1.363556e-15,1.995e-11,-1.7613527e-17,1.995e-11,-3.0671701e-15,1.995e-11,1.380818e-15,1.995e-11,1.2533557e-15,1.995e-11,1.151779e-15,1.995e-11,1.3272706e-15
3.0935e-11,9.0180488e-15,3.0935e-11,9.8446647e-15,3.0935e-11,9.0355311e-15,3.0935e-11,1.0584504e-14,3.0935e-11,1.3592805e-14,3.0935e-11,4.3317691e-15,3.0935e-11,4.6739836e-15,3.0935e-11,5.1620317e-15,3.0935e-11,5.5653543e-15,3.0935e-11,7.7455638e-15,3.0935e-11,3.2724017e-15,3.0935e-11,4.4133677e-15,3.0935e-11,3.5589117e-15,3.0935e-11,4.8731371e-15,3.0935e-11,6.4456045e-15,3.0935e-11,2.6949421e-15,3.0935e-11,2.9963867e-15,3.0935e-11,2.8376568e-15,3.0935e-11,3.8102663e-15,3.0935e-11,5.4251112e-15,3.0935e-11,2.7793922e-15,3.0935e-11,2.5465508e-15,3.0935e-11,2.4435278e-15,3.0935e-11,3.322167e-15,3.0935e-11,4.7176739e-15,3.0935e-11,2.5516521e-15,3.0935e-11,2.4131728e-15,3.0935e-11,2.6051768e-15,3.0935e-11,-1.3685984e-14,3.0935e-11,4.0203086e-15,3.0935e-11,2.2146428e-15,3.0935e-11,2.1711979e-15,3.0935e-11,2.4453641e-15,3.0935e-11,-2.5251502e-15,3.0935e-11,4.0324305e-15,3.0935e-11,2.1573443e-15,3.0935e-11,2.1042567e-15,3.0935e-11,2.249511e-15,3.0935e-11,2.8002132e-15,3.0935e-11,3.7440018e-15,3.0935e-11,1.9919249e-15,3.0935e-11,2.018422e-15,3.0935e-11,1.9792424e-15,3.0935e-11,-6.5410316e-14,3.0935e-11,-8.3506455e-15,3.0935e-11,2.1969018e-15,3.0935e-11,1.8492881e-15,3.0935e-11,2.0790406e-15,3.0935e-11,1.9338434e-15,3.0935e-11,1.2582173e-15,3.0935e-11,1.7475732e-15,3.0935e-11,2.3325755e-15,3.0935e-11,2.4191612e-15,3.0935e-11,2.5796988e-15
4.52155e-11,1.5112499e-14,4.52155e-11,1.5238526e-14,4.52155e-11,1.4836006e-14,4.52155e-11,1.6368058e-14,4.52155e-11,1.9041569e-14,4.52155e-11,6.6164071e-15,4.52155e-11,7.147646e-15,4.52155e-11,7.337753e-15,4.52155e-11,8.4049801e-15,4.52155e-11,1.2007101e-14,4.52155e-11,5.2219178e-15,4.52155e-11,5.3596107e-15,4.52155e-11,5.0797436e-15,4.52155e-11,6.8226293e-15,4.52155e-11,9.6774387e-15,4.52155e-11,4.3806239e-15,4.52155e-11,4.3398998e-15,4.52155e-11,4.4945822e-15,4.52155e-11,5.8588551e-15,4.52155e-11,8.1646135e-15,4.52155e-11,4.1874049e-15,4.52155e-11,4.1576617e-15,4.52155e-11,4.2422652e-15,4.52155e-11,5.9419491e-15,4.52155e-11,7.4082829e-15,4.52155e-11,3.8891505e-15,4.52155e-11,3.7837911e-15,4.52155e-11,3.9565135e-15,4.52155e-11,-6.8202648e-15,4.52155e-11,6.7391414e-15,4.52155e-11,3.5626727e-15,4.52155e-11,3.4942868e-15,4.52155e-11,3.6365305e-15,4.52155e-11,9.249417e-16,4.52155e-11,6.3290009e-15,4.52155e-11,3.3581102e-15,4.52155e-11,3.3373641e-15,4.52155e-11,3.4064049e-15,4.52155e-11,4.4288714e-15,4.52155e-11,5.867499e-15,4.52155e-11,3.3496857e-15,4.52155e-11,3.2123765e-15,4.52155e-11,3.3696443e-15,4.52155e-11,-4.3143694e-14,4.52155e-11,8.5421181e-16,4.52155e-11,3.6978057e-15,4.52155e-11,3.238987e-15,4.52155e-11,3.3538912e-15,4.52155e-11,3.3927996e-15,4.52155e-11,4.6120851e-15,4.52155e-11,2.37724e-15,4.52155e-11,3.2492726e-15,4.52155e-11,3.0075958e-15,4.52155e-11,3.4970843e-15
6.378015e-11,2.2754645e-14,6.378015e-11,2.3596149e-14,6.378015e-11,2.2595894e-14,6.378015e-11,2.4149378e-14,6.378015e-11,2.9975465e-14,6.378015e-11,1.0707825e-14,6.378015e-11,1.035552e-14,6.378015e-11,1.0825389e-14,6.378015e-11,1.2739327e-14,6.378015e-11,1.7732874e-14,6.378015e-11,7.4914607e-15,6.378015e-11,8.1906995e-15,6.378015e-11,7.8479813e-15,6.378015e-11,1.1028522e-14,6.378015e-11,1.4770745e-14,6.378015e-11,6.5646319e-15,6.378015e-11,6.636791e-15,6.378015e-11,6.9978465e-15,6.378015e-11,9.0944451e-15,6.378015e-11,1.2451008e-14,6.378015e-11,6.320841e-15,6.378015e-11,6.671887e-15,6.378015e-11,6.6466019e-15,6.378015e-11,8.6078768e-15,6.378015e-11,1.1672275e-14,6.378015e-11,5.9311739e-15,6.378015e-11,5.8056806e-15,6.378015e-11,6.2180491e-15,6.378015e-11,-2.7633114e-16,6.378015e-11,1.0545148e-14,6.378015e-11,5.3471553e-15,6.378015e-11,5.4306354e-15,6.378015e-11,5.6999806e-15,6.378015e-11,4.6585194e-15,6.378015e-11,9.6000399e-15,6.378015e-11,5.130873e-15,6.378015e-11,5.1282106e-15,6.378015e-11,5.5191437e-15,6.378015e-11,6.9973925e-15,6.378015e-11,8.9320385e-15,6.378015e-11,5.1392843e-15,6.378015e-11,4.9489844e-15,6.378015e-11,5.2541641e-15,6.378015e-11,-2.6930499e-14,6.378015e-11,7.2982657e-15,6.378015e-11,4.9322783e-15,6.378015e-11,4.6189004e-15,6.378015e-11,5.1377564e-15,6.378015e-11,5.8134805e-15,6.378015e-11,7.6088859e-15,6.378015e-11,4.4712434e-15,6.378015e-11,5.0449823e-15,6.378015e-11,4.9029791e-15,6.378015e-11,5.5892843e-15
8.7914195e-11,3.5782655e-14,8.7914195e-11,3.6873859e-14,8.7914195e-11,3.5322406e-14,8.7914195e-11,3.8539821e-14,8.7914195e-11,4.3504031e-14,8.7914195e-11,1.6402615e-14,8.7914195e-11,1.6042867e-14,8.7914195e-11,1.6680945e-14,8.7914195e-11,2.0168308e-14,8.7914195e-11,2.6338938e-14,8.7914195e-11,1.2867538e-14,8.7914195e-11,1.3117284e-14,8.7914195e-11,1.3153841e-14,8.7914195e-11,1.6816537e-14,8.7914195e-11,2.2181782e-14,8.7914195e-11,1.0377919e-14,8.7914195e-11,1.0528885e-14,8.7914195e-11,1.109821e-14,8.7914195e-11,1.4252213e-14,8.7914195e-11,1.8896048e-14,8.7914195e-11,1.0048995e-14,8.7914195e-11,1.0263745e-14,8.7914195e-11,1.0509088e-14,8.7914195e-11,1.3281275e-14,8.7914195e-11,1.7776002e-14,8.7914195e-11,9.3584962e-15,8.7914195e-11,9.1069696e-15,8.7914195e-11,9.6092165e-15,8.7914195e-11,6.5891831e-15,8.7914195e-11,1.597774e-14,8.7914195e-11,8.5697028e-15,8.7914195e-11,8.4677584e-15,8.7914195e-11,8.8599811e-15,8.7914195e-11,9.6193882e-15,8.7914195e-11,1.4838557e-14,8.7914195e-11,8.1895719e-15,8.7914195e-11,8.3308151e-15,8.7914195e-11,8.6680943e-15,8.7914195e-11,1.0926452e-14,8.7914195e-11,1.3962432e-14,8.7914195e-11,7.6271499e-15,8.7914195e-11,8.2417751e-15,8.7914195e-11,8.1839383e-15,8.7914195e-11,-1.30007e-14,8.7914195e-11,1.3077179e-14,8.7914195e-11,7.5960905e-15,8.7914195e-11,7.9073753e-15,8.7914195e-11,8.3921496e-15,8.7914195e-11,1.0275826e-14,8.7914195e-11,1.2694518e-14,8.7914195e-11,7.3982594e-15,8.7914195e-11,7.8112343e-15,8.7914195e-11,7.9768435e-15,8.7914195e-11,9.2598559e-15
1.1928845e-10,5.8619163e-14,1.1928845e-10,5.9526472e-14,1.1928845e-10,5.8372403e-14,1.1928845e-10,6.2182949e-14,1.1928845e-10,6.6663789e-14,1.1928845e-10,2.621521e-14,1.1928845e-10,2.6065455e-14,1.1928845e-10,2.7107958e-14,1.1928845e-10,3.2864703e-14,1.1928845e-10,4.0337875e-14,1.1928845e-10,2.0502538e-14,1.1928845e-10,2.0546008e-14,1.1928845e-10,2.1237427e-14,1.1928845e-10,2.6615143e-14,1.1928845e-10,3.3905945e-14,1.1928845e-10,1.7154773e-14,1.1928845e-10,1.7242005e-14,1.1928845e-10,1.8142668e-14,1.1928845e-10,2.3031551e-14,1.1928845e-10,2.9578577e-14,1.1928845e-10,1.6269034e-14,1.1928845e-10,1.6469946e-14,1.1928845e-10,1.7095603e-14,1.1928845e-10,2.1806082e-14,1.1928845e-10,2.7800768e-14,1.1928845e-10,1.4927847e-14,1.1928845e-10,1.500773e-14,1.1928845e-10,1.5722274e-14,1.1928845e-10,1.6186919e-14,1.1928845e-10,2.5495612e-14,1.1928845e-10,1.4037706e-14,1.1928845e-10,1.3869409e-14,1.1928845e-10,1.4624334e-14,1.1928845e-10,1.7241e-14,1.1928845e-10,2.3618538e-14,1.1928845e-10,1.3334521e-14,1.1928845e-10,1.3275335e-14,1.1928845e-10,1.4089003e-14,1.1928845e-10,1.7680539e-14,1.1928845e-10,2.231278e-14,1.1928845e-10,1.2758835e-14,1.1928845e-10,1.3058237e-14,1.1928845e-10,1.3653802e-14,1.1928845e-10,1.2017919e-15,1.1928845e-10,2.1256129e-14,1.1928845e-10,1.2585849e-14,1.1928845e-10,1.2663545e-14,1.1928845e-10,1.3189252e-14,1.1928845e-10,1.6273584e-14,1.1928845e-10,2.0726987e-14,1.1928845e-10,1.1577351e-14,1.1928845e-10,1.222619e-14,1.1928845e-10,1.2722662e-14,1.1928845e-10,1.5593265e-14
1.6007499e-10,1.009903e-13,1.6007499e-10,1.0121063e-13,1.6007499e-10,1.0208673e-13,1.6007499e-10,1.0564424e-13,1.6007499e-10,1.1083456e-13,1.6007499e-10,4.500446e-14,1.6007499e-10,4.5761379e-14,1.6007499e-10,4.7094874e-14,1.6007499e-10,5.5478161e-14,1.6007499e-10,6.60756e-14,1.6007499e-10,3.5464125e-14,1.6007499e-10,3.5889164e-14,1.6007499e-10,3.6877375e-14,1.6007499e-10,4.5708607e-14,1.6007499e-10,5.5697519e-14,1.6007499e-10,2.9700686e-14,1.6007499e-10,2.9758737e-14,1.6007499e-10,3.1083856e-14,1.6007499e-10,3.9368743e-14,1.6007499e-10,4.883812e-14,1.6007499e-10,2.8228664e-14,1.6007499e-10,2.8277298e-14,1.6007499e-10,2.9619095e-14,1.6007499e-10,3.7606272e-14,1.6007499e-10,4.6254553e-14,1.6007499e-10,2.5946381e-14,1.6007499e-10,2.5984412e-14,1.6007499e-10,2.7085585e-14,1.6007499e-10,3.1620924e-14,1.6007499e-10,4.2983637e-14,1.6007499e-10,2.410963e-14,1.6007499e-10,2.4167677e-14,1.6007499e-10,2.5327226e-14,1.6007499e-10,3.1186258e-14,1.6007499e-10,3.9676165e-14,1.6007499e-10,2.3290839e-14,1.6007499e-10,2.3419637e-14,1.6007499e-10,2.4441882e-14,1.6007499e-10,3.0510882e-14,1.6007499e-10,3.7773309e-14,1.6007499e-10,2.2272125e-14,1.6007499e-10,2.2400138e-14,1.6007499e-10,2.3216536e-14,1.6007499e-10,1.8769456e-14,1.6007499e-10,3.5991959e-14,1.6007499e-10,2.2199456e-14,1.6007499e-10,2.1957063e-14,1.6007499e-10,2.3331147e-14,1.6007499e-10,2.7994705e-14,1.6007499e-10,3.487738e-14,1.6007499e-10,2.1066463e-14,1.6007499e-10,2.1470104e-14,1.6007499e-10,2.1683091e-14,1.6007499e-10,2.6609274e-14
2.1007499e-10,1.8355332e-13,2.1007499e-10,1.832023e-13,2.1007499e-10,1.8607024e-13,2.1007499e-10,1.9104526e-13,2.1007499e-10,1.9709988e-13,2.1007499e-10,8.2450451e-14,2.1007499e-10,8.2767436e-14,2.1007499e-10,8.4995639e-14,2.1007499e-10,9.8793276e-14,2.1007499e-10,1.1453915e-13,2.1007499e-10,6.4537239e-14,2.1007499e-10,6.4485128e-14,2.1007499e-10,6.6698576e-14,2.1007499e-10,8.2264605e-14,2.1007499e-10,9.6928768e-14,2.1007499e-10,5.4038437e-14,2.1007499e-10,5.4269134e-14,2.1007499e-10,5.6467499e-14,2.1007499e-10,7.0831605e-14,2.1007499e-10,8.5023879e-14,2.1007499e-10,5.119419e-14,2.1007499e-10,5.1388895e-14,2.1007499e-10,5.3733651e-14,2.1007499e-10,6.7418477e-14,2.1007499e-10,8.0938506e-14,2.1007499e-10,4.7222454e-14,2.1007499e-10,4.7290647e-14,2.1007499e-10,4.9479748e-14,2.1007499e-10,6.0065473e-14,2.1007499e-10,7.4476514e-14,2.1007499e-10,4.4049823e-14,2.1007499e-10,4.4164194e-14,2.1007499e-10,4.6265361e-14,2.1007499e-10,5.7342311e-14,2.1007499e-10,7.0173482e-14,2.1007499e-10,4.2330165e-14,2.1007499e-10,4.249155e-14,2.1007499e-10,4.4501211e-14,2.1007499e-10,5.5283438e-14,2.1007499e-10,6.7094154e-14,2.1007499e-10,4.0530421e-14,2.1007499e-10,4.1223291e-14,2.1007499e-10,4.2868231e-14,2.1007499e-10,4.6149801e-14,2.1007499e-10,6.4161946e-14,2.1007499e-10,3.9975353e-14,2.1007499e-10,3.9948925e-14,2.1007499e-10,4.1964943e-14,2.1007499e-10,5.139248e-14,2.1007499e-10,6.1721194e-14,2.1007499e-10,3.8594257e-14,2.1007499e-10,3.8339871e-14,2.1007499e-10,4.0081037e-14,2.1007499e-10,4.8955925e-14
