cathode TotalCurrent(10um_0.5V_Nt0n67_des) X,cathode TotalCurrent(10um_0.5V_Nt0n67_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e11n160_des) X,cathode TotalCurrent(10um_0.5V_Nt1e11n160_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e12n173_des) X,cathode TotalCurrent(10um_0.5V_Nt1e12n173_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e13n186_des) X,cathode TotalCurrent(10um_0.5V_Nt1e13n186_des) Y,cathode TotalCurrent(10um_0.5V_Nt5e13n199_des) X,cathode TotalCurrent(10um_0.5V_Nt5e13n199_des) Y,cathode TotalCurrent(20um_2V_Nt0n70_des) X,cathode TotalCurrent(20um_2V_Nt0n70_des) Y,cathode TotalCurrent(20um_2V_Nt1e11n161_des) X,cathode TotalCurrent(20um_2V_Nt1e11n161_des) Y,cathode TotalCurrent(20um_2V_Nt1e12n174_des) X,cathode TotalCurrent(20um_2V_Nt1e12n174_des) Y,cathode TotalCurrent(20um_2V_Nt1e13n187_des) X,cathode TotalCurrent(20um_2V_Nt1e13n187_des) Y,cathode TotalCurrent(20um_2V_Nt5e13n200_des) X,cathode TotalCurrent(20um_2V_Nt5e13n200_des) Y,cathode TotalCurrent(30um_5V_Nt0n56_des) X,cathode TotalCurrent(30um_5V_Nt0n56_des) Y,cathode TotalCurrent(30um_5V_Nt1e11n162_des) X,cathode TotalCurrent(30um_5V_Nt1e11n162_des) Y,cathode TotalCurrent(30um_5V_Nt1e12n175_des) X,cathode TotalCurrent(30um_5V_Nt1e12n175_des) Y,cathode TotalCurrent(30um_5V_Nt1e13n188_des) X,cathode TotalCurrent(30um_5V_Nt1e13n188_des) Y,cathode TotalCurrent(30um_5V_Nt5e13n201_des) X,cathode TotalCurrent(30um_5V_Nt5e13n201_des) Y,cathode TotalCurrent(40um_8V_Nt0n77_des) X,cathode TotalCurrent(40um_8V_Nt0n77_des) Y,cathode TotalCurrent(40um_8V_Nt1e11n163_des) X,cathode TotalCurrent(40um_8V_Nt1e11n163_des) Y,cathode TotalCurrent(40um_8V_Nt1e12n176_des) X,cathode TotalCurrent(40um_8V_Nt1e12n176_des) Y,cathode TotalCurrent(40um_8V_Nt1e13n189_des) X,cathode TotalCurrent(40um_8V_Nt1e13n189_des) Y,cathode TotalCurrent(40um_8V_Nt5e13n202_des) X,cathode TotalCurrent(40um_8V_Nt5e13n202_des) Y,cathode TotalCurrent(50um_13V_Nt0n81_des) X,cathode TotalCurrent(50um_13V_Nt0n81_des) Y,cathode TotalCurrent(50um_13V_Nt1e11n164_des) X,cathode TotalCurrent(50um_13V_Nt1e11n164_des) Y,cathode TotalCurrent(50um_13V_Nt1e12n177_des) X,cathode TotalCurrent(50um_13V_Nt1e12n177_des) Y,cathode TotalCurrent(50um_13V_Nt1e13n190_des) X,cathode TotalCurrent(50um_13V_Nt1e13n190_des) Y,cathode TotalCurrent(50um_13V_Nt5e13n203_des) X,cathode TotalCurrent(50um_13V_Nt5e13n203_des) Y,cathode TotalCurrent(60um_19V_Nt0n59_des) X,cathode TotalCurrent(60um_19V_Nt0n59_des) Y,cathode TotalCurrent(60um_19V_Nt1e11n165_des) X,cathode TotalCurrent(60um_19V_Nt1e11n165_des) Y,cathode TotalCurrent(60um_19V_Nt1e12n178_des) X,cathode TotalCurrent(60um_19V_Nt1e12n178_des) Y,cathode TotalCurrent(60um_19V_Nt1e13n191_des) X,cathode TotalCurrent(60um_19V_Nt1e13n191_des) Y,cathode TotalCurrent(60um_19V_Nt5e13n204_des) X,cathode TotalCurrent(60um_19V_Nt5e13n204_des) Y,cathode TotalCurrent(70um_26V_Nt0n60_des) X,cathode TotalCurrent(70um_26V_Nt0n60_des) Y,cathode TotalCurrent(70um_26V_Nt1e11n166_des) X,cathode TotalCurrent(70um_26V_Nt1e11n166_des) Y,cathode TotalCurrent(70um_26V_Nt1e12n179_des) X,cathode TotalCurrent(70um_26V_Nt1e12n179_des) Y,cathode TotalCurrent(70um_26V_Nt1e13n192_des) X,cathode TotalCurrent(70um_26V_Nt1e13n192_des) Y,cathode TotalCurrent(70um_26V_Nt5e13n205_des) X,cathode TotalCurrent(70um_26V_Nt5e13n205_des) Y,cathode TotalCurrent(80um_33V_Nt0n61_des) X,cathode TotalCurrent(80um_33V_Nt0n61_des) Y,cathode TotalCurrent(80um_33V_Nt1e11n167_des) X,cathode TotalCurrent(80um_33V_Nt1e11n167_des) Y,cathode TotalCurrent(80um_33V_Nt1e12n180_des) X,cathode TotalCurrent(80um_33V_Nt1e12n180_des) Y,cathode TotalCurrent(80um_33V_Nt1e13n193_des) X,cathode TotalCurrent(80um_33V_Nt1e13n193_des) Y,cathode TotalCurrent(80um_33V_Nt5e13n206_des) X,cathode TotalCurrent(80um_33V_Nt5e13n206_des) Y,cathode TotalCurrent(90um_42V_Nt0n62_des) X,cathode TotalCurrent(90um_42V_Nt0n62_des) Y,cathode TotalCurrent(90um_42V_Nt1e11n168_des) X,cathode TotalCurrent(90um_42V_Nt1e11n168_des) Y,cathode TotalCurrent(90um_42V_Nt1e12n181_des) X,cathode TotalCurrent(90um_42V_Nt1e12n181_des) Y,cathode TotalCurrent(90um_42V_Nt1e13n194_des) X,cathode TotalCurrent(90um_42V_Nt1e13n194_des) Y,cathode TotalCurrent(90um_42V_Nt5e13n207_des) X,cathode TotalCurrent(90um_42V_Nt5e13n207_des) Y,cathode TotalCurrent(100um_52V_Nt0n63_des) X,cathode TotalCurrent(100um_52V_Nt0n63_des) Y,cathode TotalCurrent(100um_52V_Nt1e11n169_des) X,cathode TotalCurrent(100um_52V_Nt1e11n169_des) Y,cathode TotalCurrent(100um_52V_Nt1e12n182_des) X,cathode TotalCurrent(100um_52V_Nt1e12n182_des) Y,cathode TotalCurrent(100um_52V_Nt1e13n195_des) X,cathode TotalCurrent(100um_52V_Nt1e13n195_des) Y
5.6113196e-09,2.423746e-11,5.6113196e-09,2.4286559e-11,5.6113196e-09,2.474217e-11,5.6113196e-09,3.0396989e-11,5.6113196e-09,7.0622801e-11,5.6113196e-09,1.7799109e-10,5.6113196e-09,1.7774341e-10,5.6113196e-09,1.7550024e-10,5.6113196e-09,1.5483626e-10,5.6113196e-09,1.1861066e-10,5.6113196e-09,1.5407672e-10,5.6113196e-09,1.5366901e-10,5.6113196e-09,1.4995041e-10,5.6113196e-09,1.1545604e-10,5.6113196e-09,3.3148546e-10,5.6113196e-09,1.2684156e-10,5.6113196e-09,1.2644048e-10,5.6113196e-09,1.2286282e-10,5.6113196e-09,2.7801631e-10,5.6113196e-09,1.7666981e-10,5.6113196e-09,1.0459974e-10,5.6113196e-09,1.0427532e-10,5.6113196e-09,1.0213226e-10,5.6113196e-09,3.5295392e-10,5.6113196e-09,1.3946912e-10,5.6113196e-09,8.5509906e-11,5.6113196e-09,8.5383425e-11,5.6113196e-09,8.8814321e-11,5.6113196e-09,2.1432946e-10,5.6113196e-09,1.1624295e-10,5.6113196e-09,6.8893191e-11,5.6113196e-09,6.9120368e-11,5.6113196e-09,8.454867e-11,5.6113196e-09,1.5692719e-10,5.6113196e-09,9.8075304e-11,5.6113196e-09,6.4112906e-11,5.6113196e-09,6.6766479e-11,5.6113196e-09,1.2359523e-10,5.6113196e-09,1.3227997e-10,5.6113196e-09,8.4887881e-11,5.6113196e-09,6.030595e-11,5.6113196e-09,6.5083902e-11,5.6113196e-09,1.4292311e-10,5.6113196e-09,1.1542034e-10,5.6113196e-09,7.4460332e-11,5.6113196e-09,6.1881648e-11,5.6113196e-09,6.9277012e-11,5.6113196e-09,1.5813697e-10,5.6113196e-09,1.021246e-10
5.6613196e-09,2.1703727e-11,5.6613196e-09,2.1749059e-11,5.6613196e-09,2.2171223e-11,5.6613196e-09,2.7436243e-11,5.6613196e-09,6.5977094e-11,5.6613196e-09,1.7516725e-10,5.6613196e-09,1.7492737e-10,5.6613196e-09,1.7275169e-10,5.6613196e-09,1.5277822e-10,5.6613196e-09,1.174249e-10,5.6613196e-09,1.5182926e-10,5.6613196e-09,1.5142397e-10,5.6613196e-09,1.4772856e-10,5.6613196e-09,1.1354622e-10,5.6613196e-09,3.2736539e-10,5.6613196e-09,1.24889e-10,5.6613196e-09,1.2448664e-10,5.6613196e-09,1.2088799e-10,5.6613196e-09,2.6528275e-10,5.6613196e-09,1.7440635e-10,5.6613196e-09,1.0268847e-10,5.6613196e-09,1.0235285e-10,5.6613196e-09,9.9958517e-11,5.6613196e-09,3.496426e-10,5.6613196e-09,1.3740292e-10,5.6613196e-09,8.3528411e-11,5.6613196e-09,8.3352472e-11,5.6613196e-09,8.564844e-11,5.6613196e-09,2.1192475e-10,5.6613196e-09,1.1439331e-10,5.6613196e-09,6.6805816e-11,5.6613196e-09,6.6914068e-11,5.6613196e-09,7.9683735e-11,5.6613196e-09,1.5372223e-10,5.6613196e-09,9.647141e-11,5.6613196e-09,6.0554865e-11,5.6613196e-09,6.276135e-11,5.6613196e-09,1.1490184e-10,5.6613196e-09,1.2917335e-10,5.6613196e-09,8.3432441e-11,5.6613196e-09,5.5604276e-11,5.6613196e-09,5.9730279e-11,5.6613196e-09,1.3339511e-10,5.6613196e-09,1.1254018e-10,5.6613196e-09,7.3136409e-11,5.6613196e-09,5.5740893e-11,5.6613196e-09,6.2322413e-11,5.6613196e-09,1.4871351e-10,5.6613196e-09,9.9468011e-11
5.7113196e-09,1.9390705e-11,5.7113196e-09,1.9432695e-11,5.7113196e-09,1.982246e-11,5.7113196e-09,2.4709268e-11,5.7113196e-09,6.1531357e-11,5.7113196e-09,1.7238404e-10,5.7113196e-09,1.7215121e-10,5.7113196e-09,1.7004561e-10,5.7113196e-09,1.5076384e-10,5.7113196e-09,1.1628046e-10,5.7113196e-09,1.49621e-10,5.7113196e-09,1.4921808e-10,5.7113196e-09,1.4554814e-10,5.7113196e-09,1.1170892e-10,5.7113196e-09,3.2321857e-10,5.7113196e-09,1.2297634e-10,5.7113196e-09,1.2257306e-10,5.7113196e-09,1.1896159e-10,5.7113196e-09,2.5301749e-10,5.7113196e-09,1.7223084e-10,5.7113196e-09,1.008313e-10,5.7113196e-09,1.0048748e-10,5.7113196e-09,9.7896955e-11,5.7113196e-09,3.4623115e-10,5.7113196e-09,1.3541053e-10,5.7113196e-09,8.1648448e-11,5.7113196e-09,8.143376e-11,5.7113196e-09,8.2779574e-11,5.7113196e-09,2.0969063e-10,5.7113196e-09,1.1261274e-10,5.7113196e-09,6.4883359e-11,5.7113196e-09,6.4896906e-11,5.7113196e-09,7.5335744e-11,5.7113196e-09,1.5067002e-10,5.7113196e-09,9.492974e-11,5.7113196e-09,5.7440953e-11,5.7113196e-09,5.9252765e-11,5.7113196e-09,1.0683506e-10,5.7113196e-09,1.2620323e-10,5.7113196e-09,8.2035872e-11,5.7113196e-09,5.1523231e-11,5.7113196e-09,5.505175e-11,5.7113196e-09,1.2438975e-10,5.7113196e-09,1.097904e-10,5.7113196e-09,7.1867699e-11,5.7113196e-09,5.0390274e-11,5.7113196e-09,5.6195139e-11,5.7113196e-09,1.3969899e-10,5.7113196e-09,9.6937667e-11
5.7613196e-09,1.7285256e-11,5.7613196e-09,1.7323987e-11,5.7613196e-09,1.7682515e-11,5.7613196e-09,2.22047e-11,5.7613196e-09,5.7286309e-11,5.7613196e-09,1.6964054e-10,5.7613196e-09,1.6941546e-10,5.7613196e-09,1.673807e-10,5.7613196e-09,1.4879078e-10,5.7613196e-09,1.1517196e-10,5.7613196e-09,1.4745043e-10,5.7613196e-09,1.4705045e-10,5.7613196e-09,1.4340794e-10,5.7613196e-09,1.0993791e-10,5.7613196e-09,3.1904853e-10,5.7613196e-09,1.2110133e-10,5.7613196e-09,1.2069797e-10,5.7613196e-09,1.1708012e-10,5.7613196e-09,2.4122976e-10,5.7613196e-09,1.701388e-10,5.7613196e-09,9.9023125e-11,5.7613196e-09,9.8673435e-11,5.7613196e-09,9.5931531e-11,5.7613196e-09,3.4271244e-10,5.7613196e-09,1.3348809e-10,5.7613196e-09,7.9853759e-11,5.7613196e-09,7.9609536e-11,5.7613196e-09,8.0165985e-11,5.7613196e-09,2.0761553e-10,5.7613196e-09,1.1089746e-10,5.7613196e-09,6.3096276e-11,5.7613196e-09,6.3035155e-11,5.7613196e-09,7.144801e-11,5.7613196e-09,1.4776277e-10,5.7613196e-09,9.3446299e-11,5.7613196e-09,5.4704092e-11,5.7613196e-09,5.6171612e-11,5.7613196e-09,9.9368137e-11,5.7613196e-09,1.2336151e-10,5.7613196e-09,8.0694655e-11,5.7613196e-09,4.7981769e-11,5.7613196e-09,5.0969138e-11,5.7613196e-09,1.1589772e-10,5.7613196e-09,1.0716332e-10,5.7613196e-09,7.0650919e-11,5.7613196e-09,4.5743997e-11,5.7613196e-09,5.0817108e-11,5.7613196e-09,1.3108858e-10,5.7613196e-09,9.4525374e-11
5.8113196e-09,1.5373597e-11,5.8113196e-09,1.5409265e-11,5.8113196e-09,1.5738358e-11,5.8113196e-09,1.9910852e-11,5.8113196e-09,5.3242691e-11,5.8113196e-09,1.6693566e-10,5.8113196e-09,1.6671855e-10,5.8113196e-09,1.6475553e-10,5.8113196e-09,1.468568e-10,5.8113196e-09,1.1409481e-10,5.8113196e-09,1.4531781e-10,5.8113196e-09,1.4492123e-10,5.8113196e-09,1.4130712e-10,5.8113196e-09,1.0822825e-10,5.8113196e-09,3.1485792e-10,5.8113196e-09,1.1926319e-10,5.8113196e-09,1.1885995e-10,5.8113196e-09,1.152405e-10,5.8113196e-09,2.2992503e-10,5.8113196e-09,1.6812593e-10,5.8113196e-09,9.7259334e-11,5.8113196e-09,9.6905291e-11,5.8113196e-09,9.4048376e-11,5.8113196e-09,3.3908173e-10,5.8113196e-09,1.3163095e-10,5.8113196e-09,7.8132013e-11,5.8113196e-09,7.786523e-11,5.8113196e-09,7.7771075e-11,5.8113196e-09,2.0568926e-10,5.8113196e-09,1.0924317e-10,5.8113196e-09,6.1421333e-11,5.8113196e-09,6.1301999e-11,5.8113196e-09,6.79668e-11,5.8113196e-09,1.4499298e-10,5.8113196e-09,9.2017835e-11,5.8113196e-09,5.228553e-11,5.8113196e-09,5.3455872e-11,5.8113196e-09,9.2473032e-11,5.8113196e-09,1.2064036e-10,5.8113196e-09,7.9405066e-11,5.8113196e-09,4.4904863e-11,5.8113196e-09,4.7407806e-11,5.8113196e-09,1.0790856e-10,5.8113196e-09,1.0465157e-10,5.8113196e-09,6.9482626e-11,5.8113196e-09,4.1718898e-11,5.8113196e-09,4.6112873e-11,5.8113196e-09,1.2287785e-10,5.8113196e-09,9.2225076e-11
5.8613196e-09,1.3643166e-11,5.8613196e-09,1.3675439e-11,5.8613196e-09,1.3976282e-11,5.8613196e-09,1.7814974e-11,5.8613196e-09,4.9398991e-11,5.8613196e-09,1.6426951e-10,5.8613196e-09,1.6406035e-10,5.8613196e-09,1.6216996e-10,5.8613196e-09,1.4496157e-10,5.8613196e-09,1.1304625e-10,5.8613196e-09,1.4322224e-10,5.8613196e-09,1.4282856e-10,5.8613196e-09,1.3924482e-10,5.8613196e-09,1.0657401e-10,5.8613196e-09,3.1064916e-10,5.8613196e-09,1.1746027e-10,5.8613196e-09,1.1705741e-10,5.8613196e-09,1.1344046e-10,5.8613196e-09,2.1910543e-10,5.8613196e-09,1.6618827e-10,5.8613196e-09,9.5536663e-11,5.8613196e-09,9.5179915e-11,5.8613196e-09,9.2236644e-11,5.8613196e-09,3.3533572e-10,5.8613196e-09,1.2983572e-10,5.8613196e-09,7.6473215e-11,5.8613196e-09,7.6189853e-11,5.8613196e-09,7.5563976e-11,5.8613196e-09,2.0390201e-10,5.8613196e-09,1.076466e-10,5.8613196e-09,5.9839538e-11,5.8613196e-09,5.9675827e-11,5.8613196e-09,6.4843731e-11,5.8613196e-09,1.4235346e-10,5.8613196e-09,9.064056e-11,5.8613196e-09,5.0135101e-11,5.8613196e-09,5.1050877e-11,5.8613196e-09,8.6120466e-11,5.8613196e-09,1.1803337e-10,5.8613196e-09,7.8163979e-11,5.8613196e-09,4.2226019e-11,5.8613196e-09,4.4300438e-11,5.8613196e-09,1.0041006e-10,5.8613196e-09,1.0224838e-10,5.8613196e-09,6.8359741e-11,5.8613196e-09,3.823772e-11,5.8613196e-09,4.2008463e-11,5.8613196e-09,1.1506047e-10,5.8613196e-09,9.0028406e-11
5.9113196e-09,1.2080369e-11,5.9113196e-09,1.2109981e-11,5.9113196e-09,1.2384041e-11,5.9113196e-09,1.5905438e-11,5.9113196e-09,4.5754629e-11,5.9113196e-09,1.6164049e-10,5.9113196e-09,1.6143961e-10,5.9113196e-09,1.5962275e-10,5.9113196e-09,1.4310353e-10,5.9113196e-09,1.1202219e-10,5.9113196e-09,1.4116235e-10,5.9113196e-09,1.4077197e-10,5.9113196e-09,1.3722005e-10,5.9113196e-09,1.0497232e-10,5.9113196e-09,3.064281e-10,5.9113196e-09,1.156917e-10,5.9113196e-09,1.1528931e-10,5.9113196e-09,1.1167794e-10,5.9113196e-09,2.0876977e-10,5.9113196e-09,1.643223e-10,5.9113196e-09,9.3852666e-11,5.9113196e-09,9.3493773e-11,5.9113196e-09,9.0487544e-11,5.9113196e-09,3.3147248e-10,5.9113196e-09,1.2809934e-10,5.9113196e-09,7.4870159e-11,5.9113196e-09,7.4574817e-11,5.9113196e-09,7.3517546e-11,5.9113196e-09,2.0224394e-10,5.9113196e-09,1.0610474e-10,5.9113196e-09,5.8336541e-11,5.9113196e-09,5.8139292e-11,5.9113196e-09,6.2034258e-11,5.9113196e-09,1.3983786e-10,5.9113196e-09,8.9311576e-11,5.9113196e-09,4.8208398e-11,5.9113196e-09,4.8909038e-11,5.9113196e-09,8.0279706e-11,5.9113196e-09,1.1553394e-10,5.9113196e-09,7.6968535e-11,5.9113196e-09,3.9885791e-11,5.9113196e-09,4.1584683e-11,5.9113196e-09,9.3388251e-11,5.9113196e-09,9.9947811e-11,5.9113196e-09,6.7279728e-11,5.9113196e-09,3.5228926e-11,5.9113196e-09,3.8434556e-11,5.9113196e-09,1.0763153e-10,5.9113196e-09,8.7930652e-11
5.9613196e-09,1.0672628e-11,5.9613196e-09,1.0699728e-11,5.9613196e-09,1.0949489e-11,5.9613196e-09,1.4170635e-11,5.9613196e-09,4.2306286e-11,5.9613196e-09,1.5904865e-10,5.9613196e-09,1.5885598e-10,5.9613196e-09,1.5711375e-10,5.9613196e-09,1.412814e-10,5.9613196e-09,1.1101977e-10,5.9613196e-09,1.3913707e-10,5.9613196e-09,1.3875044e-10,5.9613196e-09,1.3523155e-10,5.9613196e-09,1.0341998e-10,5.9613196e-09,3.0219654e-10,5.9613196e-09,1.1395628e-10,5.9613196e-09,1.1355457e-10,5.9613196e-09,1.0995129e-10,5.9613196e-09,1.9891405e-10,5.9613196e-09,1.6252424e-10,5.9613196e-09,9.2205331e-11,5.9613196e-09,9.1845276e-11,5.9613196e-09,8.8793824e-11,5.9613196e-09,3.2749306e-10,5.9613196e-09,1.2641815e-10,5.9613196e-09,7.3316934e-11,5.9613196e-09,7.3012906e-11,5.9613196e-09,7.160913e-11,5.9613196e-09,2.0070533e-10,5.9613196e-09,1.0461434e-10,5.9613196e-09,5.6900808e-11,5.9613196e-09,5.667869e-11,5.9613196e-09,5.9498824e-11,5.9613196e-09,1.3743995e-10,5.9613196e-09,8.802796e-11,5.9613196e-09,4.6468754e-11,5.9613196e-09,4.6988978e-11,5.9613196e-09,7.491974e-11,5.9613196e-09,1.1313645e-10,5.9613196e-09,7.5815852e-11,5.9613196e-09,3.783126e-11,5.9613196e-09,3.9204546e-11,5.9613196e-09,8.6827364e-11,5.9613196e-09,9.7743684e-11,5.9613196e-09,6.6239607e-11,5.9613196e-09,3.2626702e-11,5.9613196e-09,3.5327188e-11,5.9613196e-09,1.0058448e-10,5.9613196e-09,8.5924783e-11
6.0113196e-09,9.4089497e-12,6.0113196e-09,9.4332065e-12,6.0113196e-09,9.6598044e-12,6.0113196e-09,1.259793e-11,6.0113196e-09,3.9051213e-11,6.0113196e-09,1.5649294e-10,6.0113196e-09,1.5630835e-10,6.0113196e-09,1.5464074e-10,6.0113196e-09,1.3949214e-10,6.0113196e-09,1.1003746e-10,6.0113196e-09,1.3714731e-10,6.0113196e-09,1.3676384e-10,6.0113196e-09,1.332796e-10,6.0113196e-09,1.0191344e-10,6.0113196e-09,2.979583e-10,6.0113196e-09,1.12253e-10,6.0113196e-09,1.1185233e-10,6.0113196e-09,1.0825926e-10,6.0113196e-09,1.8953148e-10,6.0113196e-09,1.6079104e-10,6.0113196e-09,9.059249e-11,6.0113196e-09,9.0232112e-11,6.0113196e-09,8.7150035e-11,6.0113196e-09,3.2339791e-10,6.0113196e-09,1.2478935e-10,6.0113196e-09,7.180852e-11,6.0113196e-09,7.149881e-11,6.0113196e-09,6.9819494e-11,6.0113196e-09,1.9927773e-10,6.0113196e-09,1.0317238e-10,6.0113196e-09,5.5523104e-11,6.0113196e-09,5.5283128e-11,6.0113196e-09,5.7201831e-11,6.0113196e-09,1.3515432e-10,6.0113196e-09,8.6787129e-11,6.0113196e-09,4.4885162e-11,6.0113196e-09,4.5255534e-11,6.0113196e-09,7.000865e-11,6.0113196e-09,1.1083525e-10,6.0113196e-09,7.4703691e-11,6.0113196e-09,3.6016752e-11,6.0113196e-09,3.7110646e-11,6.0113196e-09,8.0710402e-11,6.0113196e-09,9.5631331e-11,6.0113196e-09,6.5237341e-11,6.0113196e-09,3.0373406e-11,6.0113196e-09,3.2624425e-11,6.0113196e-09,9.3912296e-11,6.0113196e-09,8.400582e-11
6.0613196e-09,8.2764003e-12,6.0613196e-09,8.2989199e-12,6.0613196e-09,8.5037077e-12,6.0613196e-09,1.1176331e-11,6.0613196e-09,3.5985961e-11,6.0613196e-09,1.539724e-10,6.0613196e-09,1.5379573e-10,6.0613196e-09,1.5220496e-10,6.0613196e-09,1.377362e-10,6.0613196e-09,1.0907334e-10,6.0613196e-09,1.3518971e-10,6.0613196e-09,1.3481077e-10,6.0613196e-09,1.3136137e-10,6.0613196e-09,1.0045031e-10,6.0613196e-09,2.9371918e-10,6.0613196e-09,1.1058106e-10,6.0613196e-09,1.1018152e-10,6.0613196e-09,1.0660038e-10,6.0613196e-09,1.8061377e-10,6.0613196e-09,1.5911961e-10,6.0613196e-09,8.9013541e-11,6.0613196e-09,8.8653269e-11,6.0613196e-09,8.5551712e-11,6.0613196e-09,3.1919065e-10,6.0613196e-09,1.2320999e-10,6.0613196e-09,7.0341526e-11,6.0613196e-09,7.0028324e-11,6.0613196e-09,6.8131857e-11,6.0613196e-09,1.979522e-10,6.0613196e-09,1.0177635e-10,6.0613196e-09,5.4196619e-11,6.0613196e-09,5.3944041e-11,6.0613196e-09,5.5111798e-11,6.0613196e-09,1.3297517e-10,6.0613196e-09,8.5586764e-11,6.0613196e-09,4.3431368e-11,6.0613196e-09,4.3678438e-11,6.0613196e-09,6.5515576e-11,6.0613196e-09,1.086249e-10,6.0613196e-09,7.3629612e-11,6.0613196e-09,3.4403145e-11,6.0613196e-09,3.5259898e-11,6.0613196e-09,7.5020101e-11,6.0613196e-09,9.3604937e-11,6.0613196e-09,6.4271116e-11,6.0613196e-09,2.841552e-11,6.0613196e-09,3.027324e-11,6.0613196e-09,8.7606807e-11,6.0613196e-09,8.216973e-11
6.1113196e-09,7.2651927e-12,6.1113196e-09,7.2853285e-12,6.1113196e-09,7.4700791e-12,6.1113196e-09,9.8943908e-12,6.1113196e-09,3.3104896e-11,6.1113196e-09,1.5148729e-10,6.1113196e-09,1.5131897e-10,6.1113196e-09,1.49804e-10,6.1113196e-09,1.3601184e-10,6.1113196e-09,1.0812746e-10,6.1113196e-09,1.3326521e-10,6.1113196e-09,1.328901e-10,6.1113196e-09,1.2947837e-10,6.1113196e-09,9.9028274e-11,6.1113196e-09,2.8948075e-10,6.1113196e-09,1.0893957e-10,6.1113196e-09,1.0854142e-10,6.1113196e-09,1.0497357e-10,6.1113196e-09,1.7214992e-10,6.1113196e-09,1.5750699e-10,6.1113196e-09,8.7466791e-11,6.1113196e-09,8.7107084e-11,6.1113196e-09,8.3994617e-11,6.1113196e-09,3.1487525e-10,6.1113196e-09,1.2167789e-10,6.1113196e-09,6.8913169e-11,6.1113196e-09,6.8598003e-11,6.1113196e-09,6.6532843e-11,6.1113196e-09,1.9672051e-10,6.1113196e-09,1.0042408e-10,6.1113196e-09,5.2915953e-11,6.1113196e-09,5.2654844e-11,6.1113196e-09,5.3201594e-11,6.1113196e-09,1.3089798e-10,6.1113196e-09,8.4424419e-11,6.1113196e-09,4.2086104e-11,6.1113196e-09,4.2232604e-11,6.1113196e-09,6.140961e-11,6.1113196e-09,1.0650107e-10,6.1113196e-09,7.2591386e-11,6.1113196e-09,3.2957574e-11,6.1113196e-09,3.3614238e-11,6.1113196e-09,6.9736247e-11,6.1113196e-09,9.1660731e-11,6.1113196e-09,6.3338433e-11,6.1113196e-09,2.6708453e-11,6.1113196e-09,2.8223568e-11,6.1113196e-09,8.1659589e-11,6.1113196e-09,8.0410055e-11
6.1613196e-09,6.3638422e-12,6.1613196e-09,6.3818526e-12,6.1613196e-09,6.5481132e-12,6.1613196e-09,8.7413299e-12,6.1613196e-09,3.0403569e-11,6.1613196e-09,1.4903564e-10,6.1613196e-09,1.4887642e-10,6.1613196e-09,1.4743835e-10,6.1613196e-09,1.3431853e-10,6.1613196e-09,1.0719543e-10,6.1613196e-09,1.3137363e-10,6.1613196e-09,1.3100211e-10,6.1613196e-09,1.2762798e-10,6.1613196e-09,9.7646245e-11,6.1613196e-09,2.852481e-10,6.1613196e-09,1.0732793e-10,6.1613196e-09,1.069313e-10,6.1613196e-09,1.0337802e-10,6.1613196e-09,1.64128e-10,6.1613196e-09,1.5595055e-10,6.1613196e-09,8.5951022e-11,6.1613196e-09,8.5592066e-11,6.1613196e-09,8.2476297e-11,6.1613196e-09,3.1045667e-10,6.1613196e-09,1.2019055e-10,6.1613196e-09,6.7521109e-11,6.1613196e-09,6.7205373e-11,6.1613196e-09,6.501107e-11,6.1613196e-09,1.955746e-10,6.1613196e-09,9.91132e-11,6.1613196e-09,5.167676e-11,6.1613196e-09,5.1410323e-11,6.1613196e-09,5.144667e-11,6.1613196e-09,1.2891774e-10,6.1613196e-09,8.3298323e-11,6.1613196e-09,4.0831812e-11,6.1613196e-09,4.0897169e-11,6.1613196e-09,5.7660555e-11,6.1613196e-09,1.0445921e-10,6.1613196e-09,7.1587155e-11,6.1613196e-09,3.1651641e-11,6.1613196e-09,3.2141367e-11,6.1613196e-09,6.4839554e-11,6.1613196e-09,8.9793268e-11,6.1613196e-09,6.2437278e-11,6.1613196e-09,2.5211441e-11,6.1613196e-09,2.6432957e-11,6.1613196e-09,7.6060814e-11,6.1613196e-09,7.8724151e-11
