cathode TotalCurrent(10um_0.5V_Nt0n67_des) X,cathode TotalCurrent(10um_0.5V_Nt0n67_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e11n95_des) X,cathode TotalCurrent(10um_0.5V_Nt1e11n95_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e12n108_des) X,cathode TotalCurrent(10um_0.5V_Nt1e12n108_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e13n121_des) X,cathode TotalCurrent(10um_0.5V_Nt1e13n121_des) Y,cathode TotalCurrent(10um_0.5V_Nt5e13n134_des) X,cathode TotalCurrent(10um_0.5V_Nt5e13n134_des) Y,cathode TotalCurrent(20um_2V_Nt0n70_des) X,cathode TotalCurrent(20um_2V_Nt0n70_des) Y,cathode TotalCurrent(20um_2V_Nt1e11n96_des) X,cathode TotalCurrent(20um_2V_Nt1e11n96_des) Y,cathode TotalCurrent(20um_2V_Nt1e12n109_des) X,cathode TotalCurrent(20um_2V_Nt1e12n109_des) Y,cathode TotalCurrent(20um_2V_Nt1e13n122_des) X,cathode TotalCurrent(20um_2V_Nt1e13n122_des) Y,cathode TotalCurrent(20um_2V_Nt5e13n135_des) X,cathode TotalCurrent(20um_2V_Nt5e13n135_des) Y,cathode TotalCurrent(30um_5V_Nt0n56_des) X,cathode TotalCurrent(30um_5V_Nt0n56_des) Y,cathode TotalCurrent(30um_5V_Nt1e11n97_des) X,cathode TotalCurrent(30um_5V_Nt1e11n97_des) Y,cathode TotalCurrent(30um_5V_Nt1e12n110_des) X,cathode TotalCurrent(30um_5V_Nt1e12n110_des) Y,cathode TotalCurrent(30um_5V_Nt1e13n123_des) X,cathode TotalCurrent(30um_5V_Nt1e13n123_des) Y,cathode TotalCurrent(30um_5V_Nt5e13n136_des) X,cathode TotalCurrent(30um_5V_Nt5e13n136_des) Y,cathode TotalCurrent(40um_8V_Nt0n77_des) X,cathode TotalCurrent(40um_8V_Nt0n77_des) Y,cathode TotalCurrent(40um_8V_Nt1e11n98_des) X,cathode TotalCurrent(40um_8V_Nt1e11n98_des) Y,cathode TotalCurrent(40um_8V_Nt1e12n111_des) X,cathode TotalCurrent(40um_8V_Nt1e12n111_des) Y,cathode TotalCurrent(40um_8V_Nt1e13n124_des) X,cathode TotalCurrent(40um_8V_Nt1e13n124_des) Y,cathode TotalCurrent(40um_8V_Nt5e13n137_des) X,cathode TotalCurrent(40um_8V_Nt5e13n137_des) Y,cathode TotalCurrent(50um_13V_Nt0n81_des) X,cathode TotalCurrent(50um_13V_Nt0n81_des) Y,cathode TotalCurrent(50um_13V_Nt1e11n99_des) X,cathode TotalCurrent(50um_13V_Nt1e11n99_des) Y,cathode TotalCurrent(50um_13V_Nt1e12n112_des) X,cathode TotalCurrent(50um_13V_Nt1e12n112_des) Y,cathode TotalCurrent(50um_13V_Nt1e13n125_des) X,cathode TotalCurrent(50um_13V_Nt1e13n125_des) Y,cathode TotalCurrent(50um_13V_Nt5e13n138_des) X,cathode TotalCurrent(50um_13V_Nt5e13n138_des) Y,cathode TotalCurrent(60um_19V_Nt0n59_des) X,cathode TotalCurrent(60um_19V_Nt0n59_des) Y,cathode TotalCurrent(60um_19V_Nt1e11n100_des) X,cathode TotalCurrent(60um_19V_Nt1e11n100_des) Y,cathode TotalCurrent(60um_19V_Nt1e12n113_des) X,cathode TotalCurrent(60um_19V_Nt1e12n113_des) Y,cathode TotalCurrent(60um_19V_Nt1e13n126_des) X,cathode TotalCurrent(60um_19V_Nt1e13n126_des) Y,cathode TotalCurrent(60um_19V_Nt5e13n139_des) X,cathode TotalCurrent(60um_19V_Nt5e13n139_des) Y,cathode TotalCurrent(70um_26V_Nt0n60_des) X,cathode TotalCurrent(70um_26V_Nt0n60_des) Y,cathode TotalCurrent(70um_26V_Nt1e11n101_des) X,cathode TotalCurrent(70um_26V_Nt1e11n101_des) Y,cathode TotalCurrent(70um_26V_Nt1e12n114_des) X,cathode TotalCurrent(70um_26V_Nt1e12n114_des) Y,cathode TotalCurrent(70um_26V_Nt1e13n127_des) X,cathode TotalCurrent(70um_26V_Nt1e13n127_des) Y,cathode TotalCurrent(70um_26V_Nt5e13n140_des) X,cathode TotalCurrent(70um_26V_Nt5e13n140_des) Y,cathode TotalCurrent(80um_33V_Nt0n61_des) X,cathode TotalCurrent(80um_33V_Nt0n61_des) Y,cathode TotalCurrent(80um_33V_Nt1e11n102_des) X,cathode TotalCurrent(80um_33V_Nt1e11n102_des) Y,cathode TotalCurrent(80um_33V_Nt1e12n115_des) X,cathode TotalCurrent(80um_33V_Nt1e12n115_des) Y,cathode TotalCurrent(80um_33V_Nt1e13n128_des) X,cathode TotalCurrent(80um_33V_Nt1e13n128_des) Y,cathode TotalCurrent(80um_33V_Nt5e13n141_des) X,cathode TotalCurrent(80um_33V_Nt5e13n141_des) Y,cathode TotalCurrent(90um_42V_Nt0n62_des) X,cathode TotalCurrent(90um_42V_Nt0n62_des) Y,cathode TotalCurrent(90um_42V_Nt1e11n103_des) X,cathode TotalCurrent(90um_42V_Nt1e11n103_des) Y,cathode TotalCurrent(90um_42V_Nt1e12n116_des) X,cathode TotalCurrent(90um_42V_Nt1e12n116_des) Y,cathode TotalCurrent(90um_42V_Nt1e13n129_des) X,cathode TotalCurrent(90um_42V_Nt1e13n129_des) Y,cathode TotalCurrent(90um_42V_Nt5e13n142_des) X,cathode TotalCurrent(90um_42V_Nt5e13n142_des) Y,cathode TotalCurrent(100um_52V_Nt0n63_des) X,cathode TotalCurrent(100um_52V_Nt0n63_des) Y,cathode TotalCurrent(100um_52V_Nt1e11n104_des) X,cathode TotalCurrent(100um_52V_Nt1e11n104_des) Y,cathode TotalCurrent(100um_52V_Nt1e12n117_des) X,cathode TotalCurrent(100um_52V_Nt1e12n117_des) Y
8.9613196e-09,2.6250189e-16,8.9613196e-09,1.1234884e-16,8.9613196e-09,6.543502e-16,8.9613196e-09,9.7013851e-16,8.9613196e-09,2.4777654e-14,8.9613196e-09,9.7968571e-11,8.9613196e-09,9.8337972e-11,8.9613196e-09,1.016403e-10,8.9613196e-09,1.2319929e-10,8.9613196e-09,9.5816931e-11,8.9613196e-09,2.0812474e-10,8.9613196e-09,2.0782475e-10,8.9613196e-09,2.0466702e-10,8.9613196e-09,1.5757418e-10,8.9613196e-09,1.278038e-10,8.9613196e-09,2.6078248e-10,8.9613196e-09,2.5942272e-10,8.9613196e-09,2.4665346e-10,8.9613196e-09,1.4933613e-10,8.9613196e-09,1.528076e-10,8.9613196e-09,3.002288e-10,8.9613196e-09,2.9838101e-10,8.9613196e-09,2.809784e-10,8.9613196e-09,2.1781056e-10,8.9613196e-09,1.3069174e-10,8.9613196e-09,3.2081861e-10,8.9613196e-09,3.1876837e-10,8.9613196e-09,2.9950408e-10,8.9613196e-09,3.4257444e-10,8.9613196e-09,1.2181837e-10,8.9613196e-09,3.2299306e-10,8.9613196e-09,3.2096634e-10,8.9613196e-09,3.0214659e-10,8.9613196e-09,3.0366925e-10,8.9613196e-09,1.1565537e-10,8.9613196e-09,3.0614658e-10,8.9613196e-09,3.0435204e-10,8.9613196e-09,2.8835929e-10,8.9613196e-09,2.4310146e-10,8.9613196e-09,1.0875569e-10,8.9613196e-09,2.7781716e-10,8.9613196e-09,2.763598e-10,8.9613196e-09,2.6406822e-10,8.9613196e-09,2.1860299e-10,8.9613196e-09,1.0390051e-10,8.9613196e-09,2.3943263e-10,8.9613196e-09,2.3827198e-10,8.9613196e-09,2.2954214e-10
9.0113196e-09,3.441232e-16,9.0113196e-09,-1.6019064e-16,9.0113196e-09,4.5062117e-16,9.0113196e-09,4.9218797e-16,9.0113196e-09,2.1156722e-14,9.0113196e-09,9.5900851e-11,9.0113196e-09,9.6277485e-11,9.0113196e-09,9.9641715e-11,9.0113196e-09,1.2202357e-10,9.0113196e-09,9.5472915e-11,9.0113196e-09,2.064245e-10,9.0113196e-09,2.061398e-10,9.0113196e-09,2.0312633e-10,9.0113196e-09,1.5688577e-10,9.0113196e-09,1.2642378e-10,9.0113196e-09,2.5928961e-10,9.0113196e-09,2.5793872e-10,9.0113196e-09,2.4524744e-10,9.0113196e-09,1.485772e-10,9.0113196e-09,1.5222073e-10,9.0113196e-09,2.9842129e-10,9.0113196e-09,2.9658022e-10,9.0113196e-09,2.7923041e-10,9.0113196e-09,2.1479589e-10,9.0113196e-09,1.300931e-10,9.0113196e-09,3.1869282e-10,9.0113196e-09,3.1664763e-10,9.0113196e-09,2.9742558e-10,9.0113196e-09,3.3966614e-10,9.0113196e-09,1.2121143e-10,9.0113196e-09,3.2055308e-10,9.0113196e-09,3.1853101e-10,9.0113196e-09,2.9974966e-10,9.0113196e-09,3.0223811e-10,9.0113196e-09,1.1505762e-10,9.0113196e-09,3.0349786e-10,9.0113196e-09,3.0170669e-10,9.0113196e-09,2.8574225e-10,9.0113196e-09,2.4141041e-10,9.0113196e-09,1.0818035e-10,9.0113196e-09,2.7493476e-10,9.0113196e-09,2.7348291e-10,9.0113196e-09,2.6123197e-10,9.0113196e-09,2.1657839e-10,9.0113196e-09,1.0333199e-10,9.0113196e-09,2.3643587e-10,9.0113196e-09,2.352827e-10,9.0113196e-09,2.2659639e-10
9.0613196e-09,2.1704028e-16,9.0613196e-09,2.2982955e-16,9.0613196e-09,1.5205997e-16,9.0613196e-09,4.876388e-16,9.0613196e-09,1.8614635e-14,9.0613196e-09,9.3840014e-11,9.0613196e-09,9.4222323e-11,9.0613196e-09,9.7646939e-11,9.0613196e-09,1.2084098e-10,9.0613196e-09,9.5132388e-11,9.0613196e-09,2.047255e-10,9.0613196e-09,2.0445701e-10,9.0613196e-09,2.0158952e-10,9.0613196e-09,1.5620036e-10,9.0613196e-09,1.2506829e-10,9.0613196e-09,2.5780091e-10,9.0613196e-09,2.5645908e-10,9.0613196e-09,2.4384792e-10,9.0613196e-09,1.4782982e-10,9.0613196e-09,1.5163635e-10,9.0613196e-09,2.9662092e-10,9.0613196e-09,2.9478634e-10,9.0613196e-09,2.7749222e-10,9.0613196e-09,2.1185788e-10,9.0613196e-09,1.2950021e-10,9.0613196e-09,3.1657822e-10,9.0613196e-09,3.1453838e-10,9.0613196e-09,2.9536067e-10,9.0613196e-09,3.367731e-10,9.0613196e-09,1.206105e-10,9.0613196e-09,3.1812866e-10,9.0613196e-09,3.1611123e-10,9.0613196e-09,2.9737091e-10,9.0613196e-09,3.008252e-10,9.0613196e-09,1.1446554e-10,9.0613196e-09,3.0086834e-10,9.0613196e-09,2.9908066e-10,9.0613196e-09,2.8314684e-10,9.0613196e-09,2.397585e-10,9.0613196e-09,1.0761046e-10,9.0613196e-09,2.7207817e-10,9.0613196e-09,2.7063176e-10,9.0613196e-09,2.5842472e-10,9.0613196e-09,2.1459598e-10,9.0613196e-09,1.0276888e-10,9.0613196e-09,2.334715e-10,9.0613196e-09,2.3232679e-10,9.0613196e-09,2.236878e-10
9.1113196e-09,6.1059188e-17,9.1113196e-09,7.792284e-17,9.1113196e-09,1.6774697e-16,9.1113196e-09,1.9715145e-16,9.1113196e-09,1.5692834e-14,9.1113196e-09,9.1786642e-11,9.1113196e-09,9.2174635e-11,9.1113196e-09,9.5656749e-11,9.1113196e-09,1.1965137e-10,9.1113196e-09,9.4794077e-11,9.1113196e-09,2.0302857e-10,9.1113196e-09,2.0277604e-10,9.1113196e-09,2.0005493e-10,9.1113196e-09,1.5551982e-10,9.1113196e-09,1.23737e-10,9.1113196e-09,2.5631628e-10,9.1113196e-09,2.5498388e-10,9.1113196e-09,2.4245462e-10,9.1113196e-09,1.470934e-10,9.1113196e-09,1.5105434e-10,9.1113196e-09,2.9482812e-10,9.1113196e-09,2.9300055e-10,9.1113196e-09,2.7576364e-10,9.1113196e-09,2.0899379e-10,9.1113196e-09,1.2891353e-10,9.1113196e-09,3.1447507e-10,9.1113196e-09,3.1244083e-10,9.1113196e-09,2.9330976e-10,9.1113196e-09,3.3389577e-10,9.1113196e-09,1.2001523e-10,9.1113196e-09,3.1571937e-10,9.1113196e-09,3.1370718e-10,9.1113196e-09,2.9501014e-10,9.1113196e-09,2.9942976e-10,9.1113196e-09,1.1387902e-10,9.1113196e-09,2.9825753e-10,9.1113196e-09,2.96474e-10,9.1113196e-09,2.8057348e-10,9.1113196e-09,2.3814534e-10,9.1113196e-09,1.0704598e-10,9.1113196e-09,2.6924756e-10,9.1113196e-09,2.6780687e-10,9.1113196e-09,2.5564638e-10,9.1113196e-09,2.1265472e-10,9.1113196e-09,1.0221158e-10,9.1113196e-09,2.3053962e-10,9.1113196e-09,2.2940329e-10,9.1113196e-09,2.2081534e-10
9.1613196e-09,-8.5962906e-17,9.1613196e-09,1.906626e-16,9.1613196e-09,4.0367237e-16,9.1613196e-09,4.0085384e-16,9.1613196e-09,1.3731838e-14,9.1613196e-09,8.9741569e-11,9.1613196e-09,9.0135061e-11,9.1613196e-09,9.3671122e-11,9.1613196e-09,1.1845367e-10,9.1613196e-09,9.4457074e-11,9.1613196e-09,2.0133298e-10,9.1613196e-09,2.0109686e-10,9.1613196e-09,1.9852255e-10,9.1613196e-09,1.5484258e-10,9.1613196e-09,1.2242849e-10,9.1613196e-09,2.5483585e-10,9.1613196e-09,2.5351282e-10,9.1613196e-09,2.4106766e-10,9.1613196e-09,1.4636729e-10,9.1613196e-09,1.5047445e-10,9.1613196e-09,2.930427e-10,9.1613196e-09,2.912218e-10,9.1613196e-09,2.7404487e-10,9.1613196e-09,2.0620263e-10,9.1613196e-09,1.2833292e-10,9.1613196e-09,3.1238308e-10,9.1613196e-09,3.1035473e-10,9.1613196e-09,2.9127255e-10,9.1613196e-09,3.3103463e-10,9.1613196e-09,1.1942591e-10,9.1613196e-09,3.1332531e-10,9.1613196e-09,3.1131867e-10,9.1613196e-09,2.9266731e-10,9.1613196e-09,2.9805088e-10,9.1613196e-09,1.1329792e-10,9.1613196e-09,2.9566596e-10,9.1613196e-09,2.938865e-10,9.1613196e-09,2.7802167e-10,9.1613196e-09,2.3656941e-10,9.1613196e-09,1.0648691e-10,9.1613196e-09,2.6644231e-10,9.1613196e-09,2.6500783e-10,9.1613196e-09,2.5289761e-10,9.1613196e-09,2.107542e-10,9.1613196e-09,1.0165939e-10,9.1613196e-09,2.2764017e-10,9.1613196e-09,2.2651215e-10,9.1613196e-09,2.179789e-10
9.2113196e-09,1.0702129e-16,9.2113196e-09,-7.9024035e-17,9.2113196e-09,2.6932973e-16,9.2113196e-09,5.9941567e-16,9.2113196e-09,1.1871405e-14,9.2113196e-09,8.7705057e-11,9.2113196e-09,8.8104525e-11,9.2113196e-09,9.1692216e-11,9.2113196e-09,1.1724866e-10,9.2113196e-09,9.4122866e-11,9.2113196e-09,1.9963921e-10,9.2113196e-09,1.9941981e-10,9.2113196e-09,1.9699394e-10,9.2113196e-09,1.541697e-10,9.2113196e-09,1.211429e-10,9.2113196e-09,2.5335956e-10,9.2113196e-09,2.5204633e-10,9.2113196e-09,2.3968706e-10,9.2113196e-09,1.4565106e-10,9.2113196e-09,1.4989686e-10,9.2113196e-09,2.9126428e-10,9.2113196e-09,2.894508e-10,9.2113196e-09,2.7233632e-10,9.2113196e-09,2.034815e-10,9.2113196e-09,1.2775797e-10,9.2113196e-09,3.1030237e-10,9.2113196e-09,3.0828025e-10,9.2113196e-09,2.8924922e-10,9.2113196e-09,3.2819007e-10,9.2113196e-09,1.1884216e-10,9.2113196e-09,3.1094688e-10,9.2113196e-09,3.0894559e-10,9.2113196e-09,2.9034238e-10,9.2113196e-09,2.9668826e-10,9.2113196e-09,1.1272228e-10,9.2113196e-09,2.9309303e-10,9.2113196e-09,2.9131818e-10,9.2113196e-09,2.7549132e-10,9.2113196e-09,2.3503021e-10,9.2113196e-09,1.0593306e-10,9.2113196e-09,2.6366267e-10,9.2113196e-09,2.6223473e-10,9.2113196e-09,2.501771e-10,9.2113196e-09,2.0889364e-10,9.2113196e-09,1.0111257e-10,9.2113196e-09,2.2477253e-10,9.2113196e-09,2.2365303e-10,9.2113196e-09,2.1517833e-10
9.2613196e-09,-6.9265291e-17,9.2613196e-09,3.6768793e-17,9.2613196e-09,2.7267136e-16,9.2613196e-09,3.6455673e-16,9.2613196e-09,1.0217314e-14,9.2613196e-09,8.5678901e-11,9.2613196e-09,8.6082668e-11,9.2613196e-09,8.9719417e-11,9.2613196e-09,1.1603591e-10,9.2613196e-09,9.3791419e-11,9.2613196e-09,1.9794721e-10,9.2613196e-09,1.977441e-10,9.2613196e-09,1.9546726e-10,9.2613196e-09,1.5349991e-10,9.2613196e-09,1.1987957e-10,9.2613196e-09,2.5188738e-10,9.2613196e-09,2.5058424e-10,9.2613196e-09,2.3831292e-10,9.2613196e-09,1.449441e-10,9.2613196e-09,1.4932146e-10,9.2613196e-09,2.8949357e-10,9.2613196e-09,2.8768766e-10,9.2613196e-09,2.7063733e-10,9.2613196e-09,2.0082926e-10,9.2613196e-09,1.2718851e-10,9.2613196e-09,3.0823305e-10,9.2613196e-09,3.0621708e-10,9.2613196e-09,2.8723951e-10,9.2613196e-09,3.2536269e-10,9.2613196e-09,1.1826391e-10,9.2613196e-09,3.0858338e-10,9.2613196e-09,3.0658833e-10,9.2613196e-09,2.880352e-10,9.2613196e-09,2.9534092e-10,9.2613196e-09,1.1215178e-10,9.2613196e-09,2.905394e-10,9.2613196e-09,2.8876909e-10,9.2613196e-09,2.7298305e-10,9.2613196e-09,2.335268e-10,9.2613196e-09,1.0538451e-10,9.2613196e-09,2.6090853e-10,9.2613196e-09,2.5948769e-10,9.2613196e-09,2.4748522e-10,9.2613196e-09,2.0707197e-10,9.2613196e-09,1.0057098e-10,9.2613196e-09,2.2193671e-10,9.2613196e-09,2.2082632e-10,9.2613196e-09,2.1241266e-10
9.3113196e-09,2.6588403e-17,9.3113196e-09,-7.302864e-17,9.3113196e-09,1.7869443e-16,9.3113196e-09,3.467743e-16,9.3113196e-09,8.4656997e-15,9.3113196e-09,8.366344e-11,9.3113196e-09,8.4071268e-11,9.3113196e-09,8.7753185e-11,9.3113196e-09,1.1481484e-10,9.3113196e-09,9.3462427e-11,9.3113196e-09,1.9625683e-10,9.3113196e-09,1.9607049e-10,9.3113196e-09,1.9394418e-10,9.3113196e-09,1.5283363e-10,9.3113196e-09,1.1863792e-10,9.3113196e-09,2.5041947e-10,9.3113196e-09,2.4912648e-10,9.3113196e-09,2.3694509e-10,9.3113196e-09,1.4424583e-10,9.3113196e-09,1.4874807e-10,9.3113196e-09,2.8773047e-10,9.3113196e-09,2.8593207e-10,9.3113196e-09,2.6894795e-10,9.3113196e-09,1.9824405e-10,9.3113196e-09,1.2662519e-10,9.3113196e-09,3.061749e-10,9.3113196e-09,3.0416565e-10,9.3113196e-09,2.8524355e-10,9.3113196e-09,3.2255264e-10,9.3113196e-09,1.1769106e-10,9.3113196e-09,3.0623531e-10,9.3113196e-09,3.0424649e-10,9.3113196e-09,2.8574585e-10,9.3113196e-09,2.9400799e-10,9.3113196e-09,1.1158648e-10,9.3113196e-09,2.8800427e-10,9.3113196e-09,2.8623899e-10,9.3113196e-09,2.7049571e-10,9.3113196e-09,2.3205836e-10,9.3113196e-09,1.0484075e-10,9.3113196e-09,2.5818011e-10,9.3113196e-09,2.5676618e-10,9.3113196e-09,2.4482196e-10,9.3113196e-09,2.0528933e-10,9.3113196e-09,1.0003425e-10,9.3113196e-09,2.1913231e-10,9.3113196e-09,2.1803123e-10,9.3113196e-09,2.0968131e-10
9.3613196e-09,-7.7547012e-17,9.3613196e-09,-2.6894336e-16,9.3613196e-09,5.1619059e-16,9.3613196e-09,3.51837e-16,9.3613196e-09,7.3627053e-15,9.3613196e-09,8.165884e-11,9.3613196e-09,8.2070687e-11,9.3613196e-09,8.5795004e-11,9.3613196e-09,1.1358657e-10,9.3613196e-09,9.3135966e-11,9.3613196e-09,1.945685e-10,9.3613196e-09,1.9439834e-10,9.3613196e-09,1.9242335e-10,9.3613196e-09,1.5217206e-10,9.3613196e-09,1.1741885e-10,9.3613196e-09,2.489557e-10,9.3613196e-09,2.4767318e-10,9.3613196e-09,2.3558346e-10,9.3613196e-09,1.4355602e-10,9.3613196e-09,1.4817665e-10,9.3613196e-09,2.8597416e-10,9.3613196e-09,2.8418432e-10,9.3613196e-09,2.6726868e-10,9.3613196e-09,1.9572345e-10,9.3613196e-09,1.2606698e-10,9.3613196e-09,3.041282e-10,9.3613196e-09,3.0212575e-10,9.3613196e-09,2.8326128e-10,9.3613196e-09,3.1976062e-10,9.3613196e-09,1.1712366e-10,9.3613196e-09,3.0390244e-10,9.3613196e-09,3.0191995e-10,9.3613196e-09,2.8347394e-10,9.3613196e-09,2.9268898e-10,9.3613196e-09,1.1102609e-10,9.3613196e-09,2.8548786e-10,9.3613196e-09,2.8372806e-10,9.3613196e-09,2.680299e-10,9.3613196e-09,2.306241e-10,9.3613196e-09,1.0430187e-10,9.3613196e-09,2.5547677e-10,9.3613196e-09,2.540703e-10,9.3613196e-09,2.4218674e-10,9.3613196e-09,2.0354417e-10,9.3613196e-09,9.9503103e-11,9.3613196e-09,2.163596e-10,9.3613196e-09,2.1526773e-10,9.3613196e-09,2.0698468e-10
9.4113196e-09,-2.7555326e-17,9.4113196e-09,-2.6145412e-17,9.4113196e-09,3.3497531e-16,9.4113196e-09,1.3097506e-16,9.4113196e-09,6.3355747e-15,9.4113196e-09,7.9666219e-11,9.4113196e-09,8.0082528e-11,9.4113196e-09,8.3844798e-11,9.4113196e-09,1.1234937e-10,9.4113196e-09,9.2812139e-11,9.4113196e-09,1.9288276e-10,9.4113196e-09,1.9272952e-10,9.4113196e-09,1.9090611e-10,9.4113196e-09,1.5151358e-10,9.4113196e-09,1.1622063e-10,9.4113196e-09,2.4749624e-10,9.4113196e-09,2.4622423e-10,9.4113196e-09,2.3422816e-10,9.4113196e-09,1.4287411e-10,9.4113196e-09,1.4760712e-10,9.4113196e-09,2.8422627e-10,9.4113196e-09,2.8244423e-10,9.4113196e-09,2.655989e-10,9.4113196e-09,1.9326566e-10,9.4113196e-09,1.2551439e-10,9.4113196e-09,3.0209248e-10,9.4113196e-09,3.0009736e-10,9.4113196e-09,2.8129263e-10,9.4113196e-09,3.169866e-10,9.4113196e-09,1.1656136e-10,9.4113196e-09,3.0158461e-10,9.4113196e-09,2.9960898e-10,9.4113196e-09,2.812198e-10,9.4113196e-09,2.9138327e-10,9.4113196e-09,1.1047101e-10,9.4113196e-09,2.8299057e-10,9.4113196e-09,2.8123622e-10,9.4113196e-09,2.6558538e-10,9.4113196e-09,2.2922292e-10,9.4113196e-09,1.0376796e-10,9.4113196e-09,2.5279892e-10,9.4113196e-09,2.5140043e-10,9.4113196e-09,2.3957954e-10,9.4113196e-09,2.0183603e-10,9.4113196e-09,9.8976556e-11,9.4113196e-09,2.1361733e-10,9.4113196e-09,2.1253518e-10,9.4113196e-09,2.0432071e-10
9.4613196e-09,-6.0005995e-17,9.4613196e-09,8.8035049e-18,9.4613196e-09,2.4180874e-16,9.4613196e-09,-6.9682463e-17,9.4613196e-09,5.5219395e-15,9.4613196e-09,7.7686749e-11,9.4613196e-09,7.810662e-11,9.4613196e-09,8.1904616e-11,9.4613196e-09,1.1110368e-10,9.4613196e-09,9.2489924e-11,9.4613196e-09,1.9119811e-10,9.4613196e-09,1.9106224e-10,9.4613196e-09,1.8939128e-10,9.4613196e-09,1.5085845e-10,9.4613196e-09,1.1504301e-10,9.4613196e-09,2.4604089e-10,9.4613196e-09,2.4477972e-10,9.4613196e-09,2.3287927e-10,9.4613196e-09,1.4219969e-10,9.4613196e-09,1.4703945e-10,9.4613196e-09,2.8248522e-10,9.4613196e-09,2.8071164e-10,9.4613196e-09,2.6393943e-10,9.4613196e-09,1.9086949e-10,9.4613196e-09,1.2496657e-10,9.4613196e-09,3.0006812e-10,9.4613196e-09,2.9808044e-10,9.4613196e-09,2.7933734e-10,9.4613196e-09,3.1423139e-10,9.4613196e-09,1.1600421e-10,9.4613196e-09,2.9928218e-10,9.4613196e-09,2.9731342e-10,9.4613196e-09,2.7898283e-10,9.4613196e-09,2.9009016e-10,9.4613196e-09,1.0992071e-10,9.4613196e-09,2.8051184e-10,9.4613196e-09,2.787633e-10,9.4613196e-09,2.6316217e-10,9.4613196e-09,2.2785469e-10,9.4613196e-09,1.0323898e-10,9.4613196e-09,2.5014642e-10,9.4613196e-09,2.4875591e-10,9.4613196e-09,2.3700007e-10,9.4613196e-09,2.0016449e-10,9.4613196e-09,9.8454828e-11,9.4613196e-09,2.1090666e-10,9.4613196e-09,2.0983375e-10,9.4613196e-09,2.0169073e-10
9.5113196e-09,-2.3902722e-17,9.5113196e-09,8.035511e-17,9.5113196e-09,4.5053458e-16,9.5113196e-09,1.2215011e-16,9.5113196e-09,4.7407543e-15,9.5113196e-09,7.5721189e-11,9.5113196e-09,7.6144301e-11,9.5113196e-09,7.997514e-11,9.5113196e-09,1.0985017e-10,9.5113196e-09,9.2171038e-11,9.5113196e-09,1.8951579e-10,9.5113196e-09,1.8939651e-10,9.5113196e-09,1.8787873e-10,9.5113196e-09,1.5020722e-10,9.5113196e-09,1.1388506e-10,9.5113196e-09,2.445898e-10,9.5113196e-09,2.4333979e-10,9.5113196e-09,2.315366e-10,9.5113196e-09,1.4153249e-10,9.5113196e-09,1.4647371e-10,9.5113196e-09,2.8075214e-10,9.5113196e-09,2.7898735e-10,9.5113196e-09,2.6228946e-10,9.5113196e-09,1.8853275e-10,9.5113196e-09,1.2442441e-10,9.5113196e-09,2.9805507e-10,9.5113196e-09,2.9607498e-10,9.5113196e-09,2.7739584e-10,9.5113196e-09,3.1149464e-10,9.5113196e-09,1.1545202e-10,9.5113196e-09,2.9699466e-10,9.5113196e-09,2.9503303e-10,9.5113196e-09,2.7676316e-10,9.5113196e-09,2.8880895e-10,9.5113196e-09,1.093754e-10,9.5113196e-09,2.7805174e-10,9.5113196e-09,2.7630928e-10,9.5113196e-09,2.6076e-10,9.5113196e-09,2.2651774e-10,9.5113196e-09,1.0271454e-10,9.5113196e-09,2.4751867e-10,9.5113196e-09,2.4613638e-10,9.5113196e-09,2.344477e-10,9.5113196e-09,1.9852866e-10,9.5113196e-09,9.7937554e-11,9.5113196e-09,2.0822588e-10,9.5113196e-09,2.0716281e-10,9.5113196e-09,1.9909365e-10
