cathode TotalCurrent(10um_0.5V_Nt0n67_des) X,cathode TotalCurrent(10um_0.5V_Nt0n67_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e11n95_des) X,cathode TotalCurrent(10um_0.5V_Nt1e11n95_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e12n108_des) X,cathode TotalCurrent(10um_0.5V_Nt1e12n108_des) Y,cathode TotalCurrent(10um_0.5V_Nt1e13n121_des) X,cathode TotalCurrent(10um_0.5V_Nt1e13n121_des) Y,cathode TotalCurrent(10um_0.5V_Nt5e13n134_des) X,cathode TotalCurrent(10um_0.5V_Nt5e13n134_des) Y,cathode TotalCurrent(20um_2V_Nt0n70_des) X,cathode TotalCurrent(20um_2V_Nt0n70_des) Y,cathode TotalCurrent(20um_2V_Nt1e11n96_des) X,cathode TotalCurrent(20um_2V_Nt1e11n96_des) Y,cathode TotalCurrent(20um_2V_Nt1e12n109_des) X,cathode TotalCurrent(20um_2V_Nt1e12n109_des) Y,cathode TotalCurrent(20um_2V_Nt1e13n122_des) X,cathode TotalCurrent(20um_2V_Nt1e13n122_des) Y,cathode TotalCurrent(20um_2V_Nt5e13n135_des) X,cathode TotalCurrent(20um_2V_Nt5e13n135_des) Y,cathode TotalCurrent(30um_5V_Nt0n56_des) X,cathode TotalCurrent(30um_5V_Nt0n56_des) Y,cathode TotalCurrent(30um_5V_Nt1e11n97_des) X,cathode TotalCurrent(30um_5V_Nt1e11n97_des) Y,cathode TotalCurrent(30um_5V_Nt1e12n110_des) X,cathode TotalCurrent(30um_5V_Nt1e12n110_des) Y,cathode TotalCurrent(30um_5V_Nt1e13n123_des) X,cathode TotalCurrent(30um_5V_Nt1e13n123_des) Y,cathode TotalCurrent(30um_5V_Nt5e13n136_des) X,cathode TotalCurrent(30um_5V_Nt5e13n136_des) Y,cathode TotalCurrent(40um_8V_Nt0n77_des) X,cathode TotalCurrent(40um_8V_Nt0n77_des) Y,cathode TotalCurrent(40um_8V_Nt1e11n98_des) X,cathode TotalCurrent(40um_8V_Nt1e11n98_des) Y,cathode TotalCurrent(40um_8V_Nt1e12n111_des) X,cathode TotalCurrent(40um_8V_Nt1e12n111_des) Y,cathode TotalCurrent(40um_8V_Nt1e13n124_des) X,cathode TotalCurrent(40um_8V_Nt1e13n124_des) Y,cathode TotalCurrent(40um_8V_Nt5e13n137_des) X,cathode TotalCurrent(40um_8V_Nt5e13n137_des) Y,cathode TotalCurrent(50um_13V_Nt0n81_des) X,cathode TotalCurrent(50um_13V_Nt0n81_des) Y,cathode TotalCurrent(50um_13V_Nt1e11n99_des) X,cathode TotalCurrent(50um_13V_Nt1e11n99_des) Y,cathode TotalCurrent(50um_13V_Nt1e12n112_des) X,cathode TotalCurrent(50um_13V_Nt1e12n112_des) Y,cathode TotalCurrent(50um_13V_Nt1e13n125_des) X,cathode TotalCurrent(50um_13V_Nt1e13n125_des) Y,cathode TotalCurrent(50um_13V_Nt5e13n138_des) X,cathode TotalCurrent(50um_13V_Nt5e13n138_des) Y,cathode TotalCurrent(60um_19V_Nt0n59_des) X,cathode TotalCurrent(60um_19V_Nt0n59_des) Y,cathode TotalCurrent(60um_19V_Nt1e11n100_des) X,cathode TotalCurrent(60um_19V_Nt1e11n100_des) Y,cathode TotalCurrent(60um_19V_Nt1e12n113_des) X,cathode TotalCurrent(60um_19V_Nt1e12n113_des) Y,cathode TotalCurrent(60um_19V_Nt1e13n126_des) X,cathode TotalCurrent(60um_19V_Nt1e13n126_des) Y,cathode TotalCurrent(60um_19V_Nt5e13n139_des) X,cathode TotalCurrent(60um_19V_Nt5e13n139_des) Y,cathode TotalCurrent(70um_26V_Nt0n60_des) X,cathode TotalCurrent(70um_26V_Nt0n60_des) Y,cathode TotalCurrent(70um_26V_Nt1e11n101_des) X,cathode TotalCurrent(70um_26V_Nt1e11n101_des) Y,cathode TotalCurrent(70um_26V_Nt1e12n114_des) X,cathode TotalCurrent(70um_26V_Nt1e12n114_des) Y,cathode TotalCurrent(70um_26V_Nt1e13n127_des) X,cathode TotalCurrent(70um_26V_Nt1e13n127_des) Y,cathode TotalCurrent(70um_26V_Nt5e13n140_des) X,cathode TotalCurrent(70um_26V_Nt5e13n140_des) Y,cathode TotalCurrent(80um_33V_Nt0n61_des) X,cathode TotalCurrent(80um_33V_Nt0n61_des) Y,cathode TotalCurrent(80um_33V_Nt1e11n102_des) X,cathode TotalCurrent(80um_33V_Nt1e11n102_des) Y,cathode TotalCurrent(80um_33V_Nt1e12n115_des) X,cathode TotalCurrent(80um_33V_Nt1e12n115_des) Y,cathode TotalCurrent(80um_33V_Nt1e13n128_des) X,cathode TotalCurrent(80um_33V_Nt1e13n128_des) Y,cathode TotalCurrent(80um_33V_Nt5e13n141_des) X,cathode TotalCurrent(80um_33V_Nt5e13n141_des) Y,cathode TotalCurrent(90um_42V_Nt0n62_des) X,cathode TotalCurrent(90um_42V_Nt0n62_des) Y,cathode TotalCurrent(90um_42V_Nt1e11n103_des) X,cathode TotalCurrent(90um_42V_Nt1e11n103_des) Y,cathode TotalCurrent(90um_42V_Nt1e12n116_des) X,cathode TotalCurrent(90um_42V_Nt1e12n116_des) Y,cathode TotalCurrent(90um_42V_Nt1e13n129_des) X,cathode TotalCurrent(90um_42V_Nt1e13n129_des) Y,cathode TotalCurrent(90um_42V_Nt5e13n142_des) X,cathode TotalCurrent(90um_42V_Nt5e13n142_des) Y,cathode TotalCurrent(100um_52V_Nt0n63_des) X,cathode TotalCurrent(100um_52V_Nt0n63_des) Y,cathode TotalCurrent(100um_52V_Nt1e11n104_des) X,cathode TotalCurrent(100um_52V_Nt1e11n104_des) Y,cathode TotalCurrent(100um_52V_Nt1e12n117_des) X,cathode TotalCurrent(100um_52V_Nt1e12n117_des) Y
4.0113196e-09,1.7347013e-10,4.0113196e-09,1.7351757e-10,4.0113196e-09,1.7394466e-10,4.0113196e-09,1.7771494e-10,4.0113196e-09,1.8025092e-10,4.0113196e-09,2.9623697e-10,4.0113196e-09,2.9582924e-10,4.0113196e-09,2.9207665e-10,4.0113196e-09,2.5292516e-10,4.0113196e-09,2.3605401e-10,4.0113196e-09,3.8979168e-10,4.0113196e-09,3.8938112e-10,4.0113196e-09,3.8599994e-10,4.0113196e-09,4.388786e-10,4.0113196e-09,4.2583471e-10,4.0113196e-09,5.3364687e-10,4.0113196e-09,5.3638879e-10,4.0113196e-09,5.6661066e-10,4.0113196e-09,8.5952054e-10,4.0113196e-09,3.4471528e-10,4.0113196e-09,7.5248801e-10,4.0113196e-09,7.5986632e-10,4.0113196e-09,8.3542604e-10,4.0113196e-09,8.706423e-10,4.0113196e-09,3.3890151e-10,4.0113196e-09,1.0000587e-09,4.0113196e-09,1.012373e-09,4.0113196e-09,1.1244075e-09,4.0113196e-09,8.814696e-10,4.0113196e-09,3.4209909e-10,4.0113196e-09,1.2407797e-09,4.0113196e-09,1.2568702e-09,4.0113196e-09,1.3787437e-09,4.0113196e-09,9.2313889e-10,4.0113196e-09,3.4668681e-10,4.0113196e-09,1.5308802e-09,4.0113196e-09,1.5438944e-09,4.0113196e-09,1.5915905e-09,4.0113196e-09,9.5012171e-10,4.0113196e-09,3.4899113e-10,4.0113196e-09,1.7328709e-09,4.0113196e-09,1.7417247e-09,4.0113196e-09,1.7325913e-09,4.0113196e-09,9.9597842e-10,4.0113196e-09,3.6124357e-10,4.0113196e-09,1.9049151e-09,4.0113196e-09,1.9073115e-09,4.0113196e-09,1.838367e-09
4.0613196e-09,1.6657528e-10,4.0613196e-09,1.666279e-10,4.0613196e-09,1.6710316e-10,4.0613196e-09,1.7143373e-10,4.0613196e-09,1.7652906e-10,4.0613196e-09,2.9404304e-10,4.0613196e-09,2.936317e-10,4.0613196e-09,2.898353e-10,4.0613196e-09,2.4985936e-10,4.0613196e-09,2.2356592e-10,4.0613196e-09,3.8392866e-10,4.0613196e-09,3.8344146e-10,4.0613196e-09,3.792805e-10,4.0613196e-09,4.1733725e-10,4.0613196e-09,4.184888e-10,4.0613196e-09,5.1184843e-10,4.0613196e-09,5.1421237e-10,4.0613196e-09,5.409811e-10,4.0613196e-09,8.4350809e-10,4.0613196e-09,3.3629092e-10,4.0613196e-09,7.1493643e-10,4.0613196e-09,7.2185794e-10,4.0613196e-09,7.9443675e-10,4.0613196e-09,8.5558851e-10,4.0613196e-09,3.2975902e-10,4.0613196e-09,9.4722944e-10,4.0613196e-09,9.5937073e-10,4.0613196e-09,1.0730359e-09,4.0613196e-09,8.6151662e-10,4.0613196e-09,3.320997e-10,4.0613196e-09,1.1745685e-09,4.0613196e-09,1.1910915e-09,4.0613196e-09,1.3216379e-09,4.0613196e-09,9.0030469e-10,4.0613196e-09,3.3565129e-10,4.0613196e-09,1.4575735e-09,4.0613196e-09,1.4722581e-09,4.0613196e-09,1.5355025e-09,4.0613196e-09,9.2565732e-10,4.0613196e-09,3.3722277e-10,4.0613196e-09,1.6536013e-09,4.0613196e-09,1.6647647e-09,4.0613196e-09,1.6731002e-09,4.0613196e-09,9.6932113e-10,4.0613196e-09,3.4838447e-10,4.0613196e-09,1.8216119e-09,4.0613196e-09,1.8267297e-09,4.0613196e-09,1.7748459e-09
4.1113196e-09,1.5972109e-10,4.1113196e-09,1.5977883e-10,4.1113196e-09,1.6029779e-10,4.1113196e-09,1.6515754e-10,4.1113196e-09,1.7277424e-10,4.1113196e-09,2.9198962e-10,4.1113196e-09,2.9157503e-10,4.1113196e-09,2.8774645e-10,4.1113196e-09,2.4712778e-10,4.1113196e-09,2.1228154e-10,4.1113196e-09,3.7903856e-10,4.1113196e-09,3.7848558e-10,4.1113196e-09,3.736529e-10,4.1113196e-09,3.97681e-10,4.1113196e-09,4.116262e-10,4.1113196e-09,4.9287628e-10,4.1113196e-09,4.948676e-10,4.1113196e-09,5.1815137e-10,4.1113196e-09,8.2771948e-10,4.1113196e-09,3.2836359e-10,4.1113196e-09,6.811463e-10,4.1113196e-09,6.8755977e-10,4.1113196e-09,7.5650147e-10,4.1113196e-09,8.4154107e-10,4.1113196e-09,3.211551e-10,4.1113196e-09,8.9849986e-10,4.1113196e-09,9.1033605e-10,4.1113196e-09,1.0243605e-09,4.1113196e-09,8.4262421e-10,4.1113196e-09,3.2268292e-10,4.1113196e-09,1.1124756e-09,4.1113196e-09,1.1292254e-09,4.1113196e-09,1.2669264e-09,4.1113196e-09,8.7858681e-10,4.1113196e-09,3.2525288e-10,4.1113196e-09,1.3874443e-09,4.1113196e-09,1.4036301e-09,4.1113196e-09,1.4817577e-09,4.1113196e-09,9.0236086e-10,4.1113196e-09,3.2613277e-10,4.1113196e-09,1.5772593e-09,4.1113196e-09,1.590617e-09,4.1113196e-09,1.6162663e-09,4.1113196e-09,9.4392618e-10,4.1113196e-09,3.362541e-10,4.1113196e-09,1.741024e-09,4.1113196e-09,1.7488297e-09,4.1113196e-09,1.7143005e-09
4.1613196e-09,1.5291576e-10,4.1613196e-09,1.5297805e-10,4.1613196e-09,1.5353792e-10,4.1613196e-09,1.5889146e-10,4.1613196e-09,1.6897986e-10,4.1613196e-09,2.9003483e-10,4.1613196e-09,2.8961809e-10,4.1613196e-09,2.8576455e-10,4.1613196e-09,2.4465522e-10,4.1613196e-09,2.0213002e-10,4.1613196e-09,3.7493048e-10,4.1613196e-09,3.7432244e-10,4.1613196e-09,3.6891745e-10,4.1613196e-09,3.7982464e-10,4.1613196e-09,4.0520335e-10,4.1613196e-09,4.7645664e-10,4.1613196e-09,4.7808757e-10,4.1613196e-09,4.9792225e-10,4.1613196e-09,8.120761e-10,4.1613196e-09,3.2090132e-10,4.1613196e-09,6.509068e-10,4.1613196e-09,6.5677479e-10,4.1613196e-09,7.2153642e-10,4.1613196e-09,8.2842638e-10,4.1613196e-09,3.1305627e-10,4.1613196e-09,8.5376147e-10,4.1613196e-09,8.6517445e-10,4.1613196e-09,9.7834818e-10,4.1613196e-09,8.2472676e-10,4.1613196e-09,3.1381428e-10,4.1613196e-09,1.0544843e-09,4.1613196e-09,1.0712598e-09,4.1613196e-09,1.2145502e-09,4.1613196e-09,8.5791312e-10,4.1613196e-09,3.1545654e-10,4.1613196e-09,1.3205023e-09,4.1613196e-09,1.3380025e-09,4.1613196e-09,1.4302164e-09,4.1613196e-09,8.8015516e-10,4.1613196e-09,3.1568473e-10,4.1613196e-09,1.5038465e-09,4.1613196e-09,1.5192568e-09,4.1613196e-09,1.5619256e-09,4.1613196e-09,9.1970766e-10,4.1613196e-09,3.2481408e-10,4.1613196e-09,1.6631324e-09,4.1613196e-09,1.6735611e-09,4.1613196e-09,1.6565575e-09
4.2113196e-09,1.4616868e-10,4.2113196e-09,1.4623512e-10,4.2113196e-09,1.4683187e-10,4.2113196e-09,1.5264186e-10,4.2113196e-09,1.6514139e-10,4.2113196e-09,2.8814569e-10,4.2113196e-09,2.8772774e-10,4.2113196e-09,2.8385777e-10,4.2113196e-09,2.4238223e-10,4.2113196e-09,1.9303713e-10,4.2113196e-09,3.7144451e-10,4.2113196e-09,3.707901e-10,4.2113196e-09,3.6490232e-10,4.2113196e-09,3.6367154e-10,4.2113196e-09,3.9918038e-10,4.2113196e-09,4.6232056e-10,4.2113196e-09,4.6360808e-10,4.2113196e-09,4.8008839e-10,4.2113196e-09,7.965101e-10,4.2113196e-09,3.1387362e-10,4.2113196e-09,6.2399311e-10,4.2113196e-09,6.292917e-10,4.2113196e-09,6.8944417e-10,4.2113196e-09,8.1617495e-10,4.2113196e-09,3.0543153e-10,4.2113196e-09,8.1288376e-10,4.2113196e-09,8.237707e-10,4.2113196e-09,9.3496429e-10,4.2113196e-09,8.0776349e-10,4.2113196e-09,3.0546146e-10,4.2113196e-09,1.0005572e-09,4.2113196e-09,1.0171672e-09,4.2113196e-09,1.1644607e-09,4.2113196e-09,8.3821774e-10,4.2113196e-09,3.0622928e-10,4.2113196e-09,1.2567581e-09,4.2113196e-09,1.2753722e-09,4.2113196e-09,1.3807502e-09,4.2113196e-09,8.5897035e-10,4.2113196e-09,3.0584424e-10,4.2113196e-09,1.4333709e-09,4.2113196e-09,1.4506674e-09,4.2113196e-09,1.5099216e-09,4.2113196e-09,8.9658994e-10,4.2113196e-09,3.1402758e-10,4.2113196e-09,1.5879275e-09,4.2113196e-09,1.6008833e-09,4.2113196e-09,1.6014509e-09
4.2613196e-09,1.3949077e-10,4.2613196e-09,1.3956058e-10,4.2613196e-09,1.4019018e-10,4.2613196e-09,1.4641632e-10,4.2613196e-09,1.6125565e-10,4.2613196e-09,2.8630137e-10,4.2613196e-09,2.8588262e-10,4.2613196e-09,2.8200237e-10,4.2613196e-09,2.4026432e-10,4.2613196e-09,1.8492184e-10,4.2613196e-09,3.6844835e-10,4.2613196e-09,3.6775468e-10,4.2613196e-09,3.6146179e-10,4.2613196e-09,3.4912018e-10,4.2613196e-09,3.9351991e-10,4.2613196e-09,4.5020761e-10,4.2613196e-09,4.511733e-10,4.2613196e-09,4.6444203e-10,4.2613196e-09,7.8096498e-10,4.2613196e-09,3.0725208e-10,4.2613196e-09,6.0016805e-10,4.2613196e-09,6.0488533e-10,4.2613196e-09,6.6011462e-10,4.2613196e-09,8.0472052e-10,4.2613196e-09,2.9825048e-10,4.2613196e-09,7.7571557e-10,4.2613196e-09,7.8599007e-10,4.2613196e-09,8.9417257e-10,4.2613196e-09,7.9167817e-10,4.2613196e-09,2.9759352e-10,4.2613196e-09,9.5063582e-10,4.2613196e-09,9.6690162e-10,4.2613196e-09,1.1166191e-09,4.2613196e-09,8.1943947e-10,4.2613196e-09,2.9753892e-10,4.2613196e-09,1.1962207e-09,4.2613196e-09,1.2157373e-09,4.2613196e-09,1.3332439e-09,4.2613196e-09,8.3874241e-10,4.2613196e-09,2.965779e-10,4.2613196e-09,1.3658467e-09,4.2613196e-09,1.38484e-09,4.2613196e-09,1.4601074e-09,4.2613196e-09,8.7450253e-10,4.2613196e-09,3.0385963e-10,4.2613196e-09,1.5154095e-09,4.2613196e-09,1.5307657e-09,4.2613196e-09,1.5488216e-09
4.3113196e-09,1.328917e-10,4.3113196e-09,1.3296467e-10,4.3113196e-09,1.3362359e-10,4.3113196e-09,1.4022511e-10,4.3113196e-09,1.5732083e-10,4.3113196e-09,2.8448422e-10,4.3113196e-09,2.8406512e-10,4.3113196e-09,2.8017994e-10,4.3113196e-09,2.3826679e-10,4.3113196e-09,1.7770828e-10,4.3113196e-09,3.6583048e-10,4.3113196e-09,3.6510541e-10,4.3113196e-09,3.5847568e-10,4.3113196e-09,3.3605789e-10,4.3113196e-09,3.8818487e-10,4.3113196e-09,4.3986996e-10,4.3113196e-09,4.4053754e-10,4.3113196e-09,4.5077606e-10,4.3113196e-09,7.6539534e-10,4.3113196e-09,3.0100955e-10,4.3113196e-09,5.7918713e-10,4.3113196e-09,5.8332342e-10,4.3113196e-09,6.3342698e-10,4.3113196e-09,7.9399813e-10,4.3113196e-09,2.9148495e-10,4.3113196e-09,7.42086e-10,4.3113196e-09,7.5167923e-10,4.3113196e-09,8.559303e-10,4.3113196e-09,7.7641835e-10,4.3113196e-09,2.9018118e-10,4.3113196e-09,9.0463829e-10,4.3113196e-09,9.2039744e-10,4.3113196e-09,1.0709929e-09,4.3113196e-09,8.0152181e-10,4.3113196e-09,2.89355e-10,4.3113196e-09,1.1388953e-09,4.3113196e-09,1.1590962e-09,4.3113196e-09,1.2875918e-09,4.3113196e-09,8.1941237e-10,4.3113196e-09,2.8785431e-10,4.3113196e-09,1.301291e-09,4.3113196e-09,1.3217719e-09,4.3113196e-09,1.4123462e-09,4.3113196e-09,8.5338323e-10,4.3113196e-09,2.942765e-10,4.3113196e-09,1.4455881e-09,4.3113196e-09,1.4631877e-09,4.3113196e-09,1.4985141e-09
4.3613196e-09,1.2638391e-10,4.3613196e-09,1.2645933e-10,4.3613196e-09,1.2714262e-10,4.3613196e-09,1.3407664e-10,4.3613196e-09,1.5333538e-10,4.3613196e-09,2.8268305e-10,4.3613196e-09,2.8226381e-10,4.3613196e-09,2.7837835e-10,4.3613196e-09,2.3636233e-10,4.3613196e-09,1.7131577e-10,4.3613196e-09,3.6350248e-10,4.3613196e-09,3.627514e-10,4.3613196e-09,3.5584422e-10,4.3613196e-09,3.2437136e-10,4.3613196e-09,3.8314282e-10,4.3613196e-09,4.3107424e-10,4.3613196e-09,4.3146987e-10,4.3613196e-09,4.3888765e-10,4.3613196e-09,7.4976625e-10,4.3613196e-09,2.9512058e-10,4.3613196e-09,5.6080242e-10,4.3613196e-09,5.6436878e-10,4.3613196e-09,6.0924639e-10,4.3613196e-09,7.8394651e-10,4.3613196e-09,2.8510806e-10,4.3613196e-09,7.1180752e-10,4.3613196e-09,7.2066792e-10,4.3613196e-09,8.2018965e-10,4.3613196e-09,7.6193466e-10,4.3613196e-09,2.8319633e-10,4.3613196e-09,8.6245946e-10,4.3613196e-09,8.7756824e-10,4.3613196e-09,1.0275554e-09,4.3613196e-09,7.8441218e-10,4.3613196e-09,2.8164906e-10,4.3613196e-09,1.08478e-09,4.3613196e-09,1.1054442e-09,4.3613196e-09,1.2437011e-09,4.3613196e-09,8.0092573e-10,4.3613196e-09,2.796429e-10,4.3613196e-09,1.2397221e-09,4.3613196e-09,1.2614652e-09,4.3613196e-09,1.3665106e-09,4.3613196e-09,8.3317383e-10,4.3613196e-09,2.8524646e-10,4.3613196e-09,1.37848e-09,4.3613196e-09,1.3981379e-09,4.3613196e-09,1.4503849e-09
4.4113196e-09,1.1997749e-10,4.4113196e-09,1.2005572e-10,4.4113196e-09,1.2075959e-10,4.4113196e-09,1.2798216e-10,4.4113196e-09,1.492999e-10,4.4113196e-09,2.8088898e-10,4.4113196e-09,2.8047079e-10,4.4113196e-09,2.7658952e-10,4.4113196e-09,2.3453126e-10,4.4113196e-09,1.6566768e-10,4.4113196e-09,3.6139432e-10,4.4113196e-09,3.6062147e-10,4.4113196e-09,3.5348434e-10,4.4113196e-09,3.1394254e-10,4.4113196e-09,3.7836183e-10,4.4113196e-09,4.2360451e-10,4.4113196e-09,4.2375505e-10,4.4113196e-09,4.2858004e-10,4.4113196e-09,7.3405373e-10,4.4113196e-09,2.895615e-10,4.4113196e-09,5.4476726e-10,4.4113196e-09,5.4778253e-10,4.4113196e-09,5.8743137e-10,4.4113196e-09,7.7450601e-10,4.4113196e-09,2.7909458e-10,4.4113196e-09,6.8467817e-10,4.4113196e-09,6.9277106e-10,4.4113196e-09,7.8689468e-10,4.4113196e-09,7.4818102e-10,4.4113196e-09,2.7661228e-10,4.4113196e-09,8.2397063e-10,4.4113196e-09,8.3830644e-10,4.4113196e-09,9.8628262e-10,4.4113196e-09,7.6806183e-10,4.4113196e-09,2.7439308e-10,4.4113196e-09,1.0338646e-09,4.4113196e-09,1.0547719e-09,4.4113196e-09,1.2014894e-09,4.4113196e-09,7.8323159e-10,4.4113196e-09,2.7191438e-10,4.4113196e-09,1.1811564e-09,4.4113196e-09,1.2039239e-09,4.4113196e-09,1.322483e-09,4.4113196e-09,8.1381981e-10,4.4113196e-09,2.7673957e-10,4.4113196e-09,1.3141057e-09,4.4113196e-09,1.3356133e-09,4.4113196e-09,1.4042957e-09
4.4613196e-09,1.1368564e-10,4.4613196e-09,1.1376527e-10,4.4613196e-09,1.1448505e-10,4.4613196e-09,1.2195265e-10,4.4613196e-09,1.452158e-10,4.4613196e-09,2.7909803e-10,4.4613196e-09,2.7868049e-10,4.4613196e-09,2.7480526e-10,4.4613196e-09,2.3275831e-10,4.4613196e-09,1.6068939e-10,4.4613196e-09,3.5944932e-10,4.4613196e-09,3.5865815e-10,4.4613196e-09,3.5133142e-10,4.4613196e-09,3.0465649e-10,4.4613196e-09,3.7381126e-10,4.4613196e-09,4.1726377e-10,4.4613196e-09,4.1719599e-10,4.4613196e-09,4.1966574e-10,4.4613196e-09,7.1824298e-10,4.4613196e-09,2.8430997e-10,4.4613196e-09,5.3083794e-10,4.4613196e-09,5.3332897e-10,4.4613196e-09,5.6783175e-10,4.4613196e-09,7.6561933e-10,4.4613196e-09,2.7341979e-10,4.4613196e-09,6.6048472e-10,4.4613196e-09,6.6779185e-10,4.4613196e-09,7.5598096e-10,4.4613196e-09,7.3511422e-10,4.4613196e-09,2.7040419e-10,4.4613196e-09,7.8902132e-10,4.4613196e-09,8.0248362e-10,4.4613196e-09,9.4715194e-10,4.4613196e-09,7.5242437e-10,4.4613196e-09,2.6756074e-10,4.4613196e-09,9.861274e-10,4.4613196e-09,1.0070632e-09,4.4613196e-09,1.1608847e-09,4.4613196e-09,7.6628243e-10,4.4613196e-09,2.6464113e-10,4.4613196e-09,1.1256062e-09,4.4613196e-09,1.1491527e-09,4.4613196e-09,1.2801568e-09,4.4613196e-09,7.9527194e-10,4.4613196e-09,2.6872642e-10,4.4613196e-09,1.2524896e-09,4.4613196e-09,1.275616e-09,4.4613196e-09,1.3601179e-09
4.5113196e-09,1.075187e-10,4.5113196e-09,1.075995e-10,4.5113196e-09,1.083314e-10,4.5113196e-09,1.1599883e-10,4.5113196e-09,1.4108429e-10,4.5113196e-09,2.7730489e-10,4.5113196e-09,2.7688854e-10,4.5113196e-09,2.7302497e-10,4.5113196e-09,2.3103357e-10,4.5113196e-09,1.5631008e-10,4.5113196e-09,3.5762318e-10,4.5113196e-09,3.568177e-10,4.5113196e-09,3.4933431e-10,4.5113196e-09,2.9639816e-10,4.5113196e-09,3.6946379e-10,4.5113196e-09,4.1187459e-10,4.5113196e-09,4.1161424e-10,4.5113196e-09,4.1196876e-10,4.5113196e-09,7.0232958e-10,4.5113196e-09,2.7934481e-10,4.5113196e-09,5.1878033e-10,4.5113196e-09,5.2077888e-10,4.5113196e-09,5.5029145e-10,4.5113196e-09,7.5723251e-10,4.5113196e-09,2.6806201e-10,4.5113196e-09,6.3900623e-10,4.5113196e-09,6.4552434e-10,4.5113196e-09,7.2737518e-10,4.5113196e-09,7.2269382e-10,4.5113196e-09,2.6454822e-10,4.5113196e-09,7.5744112e-10,4.5113196e-09,7.6995277e-10,4.5113196e-09,9.1013974e-10,4.5113196e-09,7.3745721e-10,4.5113196e-09,2.6112695e-10,4.5113196e-09,9.4153351e-10,4.5113196e-09,9.6229228e-10,4.5113196e-09,1.1218252e-09,4.5113196e-09,7.5003358e-10,4.5113196e-09,2.5779638e-10,4.5113196e-09,1.0730781e-09,4.5113196e-09,1.0971535e-09,4.5113196e-09,1.2394347e-09,4.5113196e-09,7.774828e-10,4.5113196e-09,2.6117919e-10,4.5113196e-09,1.1936567e-09,4.5113196e-09,1.2181529e-09,4.5113196e-09,1.3177312e-09
4.5613196e-09,1.0148826e-10,4.5613196e-09,1.0156994e-10,4.5613196e-09,1.0230991e-10,4.5613196e-09,1.1013265e-10,4.5613196e-09,1.3690933e-10,4.5613196e-09,2.7550779e-10,4.5613196e-09,2.7509272e-10,4.5613196e-09,2.7124258e-10,4.5613196e-09,2.29348e-10,4.5613196e-09,1.5246308e-10,4.5613196e-09,3.558832e-10,4.5613196e-09,3.5506548e-10,4.5613196e-09,3.4745153e-10,4.5613196e-09,2.8905744e-10,4.5613196e-09,3.6529554e-10,4.5613196e-09,4.0727884e-10,4.5613196e-09,4.0685056e-10,4.5613196e-09,4.053251e-10,4.5613196e-09,6.8631734e-10,4.5613196e-09,2.7464651e-10,4.5613196e-09,5.0836973e-10,4.5613196e-09,5.0991274e-10,4.5613196e-09,5.346515e-10,4.5613196e-09,7.4929195e-10,4.5613196e-09,2.6299958e-10,4.5613196e-09,6.2001758e-10,4.5613196e-09,6.257571e-10,4.5613196e-09,7.009951e-10,4.5613196e-09,7.108816e-10,4.5613196e-09,2.5902154e-10,4.5613196e-09,7.2904169e-10,4.5613196e-09,7.4054831e-10,4.5613196e-09,8.7521987e-10,4.5613196e-09,7.2311992e-10,4.5613196e-09,2.5506748e-10,4.5613196e-09,9.000341e-10,4.5613196e-09,9.2042222e-10,4.5613196e-09,1.0842573e-09,4.5613196e-09,7.3444378e-10,4.5613196e-09,2.5135456e-10,4.5613196e-09,1.0235677e-09,4.5613196e-09,1.0479236e-09,4.5613196e-09,1.2002291e-09,4.5613196e-09,7.6040889e-10,4.5613196e-09,2.5407174e-10,4.5613196e-09,1.1376292e-09,4.5613196e-09,1.1632324e-09,4.5613196e-09,1.2770228e-09
