source,source_label,thickness_um,bias_v,nt,trap_density_cm3,node,q_col_c,q_pos_c,q_neg_c,q_gen_c,cce_percent,cce_pos_percent,cce_neg_percent,positive_peak_nA,negative_peak_nA,reverse_peak_ratio,qc_pass,qc_reason,deposited_energy_ev,generated_pairs,collapsed_thickness_um,raw_points,unique_points,dropped_initial_points
100kev,100 keV,60.0,19.0,1e13,10000000000000.0,126,1.8582484697198195e-15,1.8582490865169574e-15,6.16797137817187e-22,1.9079976393230906e-15,97.39259794781923,97.39263027475324,3.2326934012141184e-05,2.87527511433512,4.4200690479999996e-05,1.537268216861432e-05,True,,92888.51972310132,11908.784579884785,240.00000000000003,413,407,6
100kev,100 keV,30.0,5.0,5e13,50000000000000.0,136,1.2758833718790668e-15,1.2758837115629256e-15,3.396838588754133e-22,1.9079976393230906e-15,66.87028042297358,66.87029822613287,1.7803159284616545e-05,1.50546150958704,2.2831864159999996e-05,1.5166023185981657e-05,True,,92888.51972310132,11908.784579884785,240.00000000000003,413,407,6
156p5kev,156.5 keV,120.0,75.0,0,0.0,65,2.9917497904931014e-15,2.991750522545539e-15,7.32052437745327e-22,3.003515223883682e-15,99.60827788396,99.60830225714884,2.4373188852985064e-05,5.2367521225828,5.0000698199999995e-05,9.548036078388855e-06,True,,146222.4466961782,18746.467525151053,240.00000000000003,413,407,6
156p5kev,156.5 keV,120.0,75.0,1e11,100000000000.0,106,2.9915316548929366e-15,2.991532387787409e-15,7.328944723634651e-22,3.003515223883682e-15,99.60101520726603,99.60103960848986,2.4401223823856607e-05,5.227795664631199,5.00891278e-05,9.581309410939571e-06,True,,146222.4466961782,18746.467525151053,240.00000000000003,413,407,6
156p5kev,156.5 keV,130.0,88.0,1e12,1000000000000.0,120,2.9898991305185456e-15,2.989899883444186e-15,7.5292564056916e-22,3.003515223883682e-15,99.54666141670057,99.54668648484855,2.5068147968152892e-05,5.2912485608334,5.150649960000001e-05,9.734280861658758e-06,True,,146222.4466961782,18746.467525151053,240.00000000000003,413,407,6
156p5kev,156.5 keV,130.0,88.0,1e13,10000000000000.0,133,2.173594497243957e-15,2.1735953048690433e-15,8.076250862115419e-22,3.003515223883682e-15,72.36835292059548,72.36837980992436,2.6889328870031356e-05,3.9979981266537727,6.139254008800001e-05,1.5355820123753805e-05,True,,146222.4466961782,18746.467525151053,240.00000000000003,413,407,6
156p5kev,156.5 keV,130.0,88.0,5e13,50000000000000.0,146,1.0291996367882202e-15,1.0292001626392237e-15,5.258510036490044e-22,3.003515223883682e-15,34.266503082924885,34.26652059077699,1.7507852114997944e-05,1.8841542501726,3.65083914e-05,1.9376540639735632e-05,True,,146222.4466961782,18746.467525151053,240.00000000000003,413,407,6
c14,C-14 spectrum,100.0,52.0,0,0.0,63,9.273887407072906e-16,9.273915673475664e-16,2.8266402757456596e-21,9.483852833405917e-16,97.78607460468567,97.78637265235949,0.00029804767380922485,2.77308179155716,2.738373164e-05,9.8748373464395e-06,True,,46170.97174603169,5919.355352055345,170.0,413,407,6
c14,C-14 spectrum,100.0,52.0,1e11,100000000000.0,169,9.273303308678491e-16,9.273328078503504e-16,2.4769825010857973e-21,9.483852833405917e-16,97.77991573228776,97.78017691121417,0.00026117892639169554,2.7743754343730602,2.7385969239999996e-05,9.871039406095573e-06,True,,46170.97174603169,5919.355352055345,170.0,413,407,6
c14,C-14 spectrum,100.0,52.0,1e12,1000000000000.0,182,9.267971567931446e-16,9.267976482888538e-16,4.914957095539722e-22,9.483852833405917e-16,97.72369658970192,97.7237484141785,5.1824476632822475e-05,2.78951696178004,2.8748007159999996e-05,1.0305729469970811e-05,True,,46170.97174603169,5919.355352055345,170.0,413,407,6
c14,C-14 spectrum,60.0,19.0,1e13,10000000000000.0,191,9.018485587048786e-16,9.01848938413019e-16,3.7970814015811415e-22,9.483852833405917e-16,95.09305706729315,95.0930971046226,4.0037329430147884e-05,2.37335908872438,3.8773318520000004e-05,1.6336895122279905e-05,True,,46170.97174603169,5919.355352055345,170.0,413,407,6
c14,C-14 spectrum,30.0,5.0,5e13,50000000000000.0,201,7.75016732881338e-16,7.75017059729772e-16,3.2684843397289236e-22,9.483852833405917e-16,81.71960768427569,81.71964214795199,3.4463676283714744e-05,1.7050072837764,3.2565992599999994e-05,1.9100207318686622e-05,True,,46170.97174603169,5919.355352055345,170.0,413,407,6
