depth_um,-65.000000,-45.000000,-35.000000,-25.000000,-15.000000,-5.000000,5.000000,15.000000,25.000000,35.000000,45.000000,55.000000
4.9,0.0,0.0,0.0,0.0,0.0,53316239316.23932,52061609686.60969,0.0,0.0,0.0,0.0,11372863.247863248
5.1,0.0,0.0,0.0,0.0,0.0,39256410256.410255,39823005698.0057,0.0,0.0,0.0,0.0,5052350.427350427
5.3,0.0,0.0,0.0,0.0,0.0,29965455840.45584,29753205128.205128,0.0,0.0,0.0,0.0,9706908.831908831
5.5,0.0,0.0,0.0,0.0,0.0,21308048433.04843,21353632478.632477,0.0,0.0,0.0,0.0,9269943.01994302
5.7,0.0,0.0,0.0,0.0,0.0,14969729344.729345,15483974358.97436,0.0,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0,0.0,9855413105.413105,10203347578.347578,0.0,0.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0,0.0,0.0,6147222222.222222,7084472934.472935,0.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0,3604451566.9515667,4123717948.7179484,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,2080021367.5213675,2417556980.05698,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,1181766381.7663817,1177742165.2421653,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,470790598.2905983,583433048.4330484,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,225292022.7920228,497467948.71794873,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,122428418.8034188,137279202.27920228,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,76868589.74358974,137948717.94871795,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,3563390.3133903136,27950142.45014245,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,5553774.928774929,0.0,20276709.4017094,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,4736823.361823361,0.0,7573005.698005698,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,18937678.06267806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0,0.0,13025605.413105411,0.0,0.0,0.0,0.0,0.0,0.0
12.7,0.0,0.0,0.0,0.0,0.0,15980413.105413105,0.0,0.0,0.0,0.0,0.0,0.0
12.9,0.0,0.0,0.0,0.0,0.0,6528490.028490028,0.0,0.0,0.0,0.0,0.0,0.0
14.3,0.0,0.0,0.0,0.0,0.0,2981517.094017094,0.0,143625.3561253561,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0,5554131.054131053,0.0,0.0,0.0,0.0,0.0,0.0
14.7,0.0,0.0,0.0,0.0,0.0,18194800.56980057,0.0,0.0,0.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.0,0.0,46545.584045584044,0.0,0.0,0.0,0.0,0.0,0.0
21.9,0.0,0.0,143518.5185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168839.03133903132,0.0,0.0,0.0
26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32739672.364672363,0.0,0.0
32.3,0.0,0.0,0.0,0.0,0.0,17402777.777777776,0.0,0.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,0.0,0.0,0.0,1482478.6324786323,0.0,0.0,0.0,0.0,0.0,0.0
35.3,0.0,0.0,0.0,0.0,0.0,0.0,94978.63247863248,0.0,0.0,0.0,0.0,0.0
38.1,0.0,0.0,0.0,0.0,0.0,0.0,6032051.282051282,0.0,0.0,0.0,0.0,0.0
42.5,9349002.849002847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.7,37661324.78632479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.9,8558974.35897436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.1,14276602.564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5928418.803418804,0.0
44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20251424.501424503,0.0
45.1,0.0,0.0,0.0,0.0,0.0,0.0,166737.89173789174,0.0,0.0,0.0,26872863.247863248,0.0
45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286217.9487179485,0.0
45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5355413.105413105,0.0
45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5088675.213675214,0.0
45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7032051.282051282,0.0
59.9,0.0,0.0,0.0,118518.51851851853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24867521.367521368,0.0,0.0,0.0,0.0
109.7,0.0,35011396.01139601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.9,0.0,2712108.2621082617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
