x_um,depth_um,optical_generation_cm^-3_s^-1
-95.0,4.3,4057302.3504273505
-95.0,4.5,7984481.837606837
-95.0,4.7,4895272.435897436
-95.0,4.9,8760256.41025641
-95.0,5.1,4292521.367521367
-95.0,5.3,4474038.461538461
-95.0,5.5,4783974.358974359
-95.0,5.7,5768536.324786324
-95.0,5.9,9443616.452991454
-95.0,6.1,22373717.948717948
-95.0,6.3,24955902.777777776
-95.0,6.5,34296564.102564104
-95.0,6.7,7814049.145299146
-95.0,6.9,13114423.076923076
-95.0,7.1,5514209.401709402
-95.0,7.3,7983279.914529913
-95.0,7.5,19603766.025641024
-95.0,7.7,27249572.649572648
-95.0,7.9,38005876.068376064
-95.0,8.1,15672248.93162393
-95.0,8.3,20648771.367521368
-95.0,8.5,11721688.034188036
-95.0,8.7,14432692.307692308
-95.0,8.9,8145032.051282051
-95.0,9.1,11224091.88034188
-95.0,9.3,6679433.760683761
-95.0,9.5,16735016.025641026
-95.0,9.7,9213915.598290596
-95.0,9.9,9374198.717948718
-95.0,10.1,7994497.863247864
-95.0,10.3,15676549.145299146
-95.0,10.5,29703605.769230764
-95.0,10.7,53671741.452991456
-95.0,10.9,117645299.14529915
-95.0,11.1,34034802.35042736
-95.0,11.3,23063915.598290596
-95.0,11.5,28578552.35042735
-95.0,11.7,29057905.982905984
-95.0,11.9,14950293.803418802
-95.0,12.1,16269444.444444444
-95.0,12.3,11793055.555555554
-95.0,12.5,5269391.025641026
-95.0,12.7,11486965.811965812
-95.0,12.9,18226923.076923076
-95.0,13.1,39114903.84615384
-95.0,13.3,11874893.162393162
-95.0,13.5,7510416.666666667
-95.0,13.7,5249038.461538461
-95.0,13.9,5040625.0
-95.0,14.1,9232905.982905984
-95.0,14.3,9227350.427350426
-95.0,14.5,10229460.47008547
-95.0,14.7,4829967.948717948
-95.0,14.9,5502297.008547008
-95.0,15.1,14219551.282051282
-95.0,15.3,15848637.82051282
-95.0,15.5,29113969.017094016
-95.0,15.7,9982104.7008547
-95.0,15.9,30565277.777777776
-95.0,16.1,52031677.35042735
-95.0,16.3,31356063.034188032
-95.0,16.5,9166025.64102564
-95.0,16.7,12610283.11965812
-95.0,16.9,65639850.42735042
-95.0,17.1,27016372.863247864
-95.0,17.3,48705368.58974359
-95.0,17.5,31292067.3076923
-95.0,17.7,25574091.88034188
-95.0,17.9,22712606.83760684
-95.0,18.1,44671794.87179488
-95.0,18.3,47571768.16239316
-95.0,18.5,15457558.760683758
-95.0,18.7,13934588.675213674
-95.0,18.9,10399732.905982906
-95.0,19.1,5669017.094017094
-95.0,19.3,5183493.58974359
-95.0,19.5,8562152.777777778
-95.0,19.7,5423183.760683761
-95.0,19.9,7529246.794871794
-95.0,20.1,6756298.878205127
-95.0,20.3,3983600.4273504266
-95.0,20.5,5548744.658119658
-95.0,20.7,11344604.7008547
-95.0,20.9,6468552.35042735
-95.0,21.1,13258146.367521368
-95.0,21.3,29798958.333333332
-95.0,21.5,14022409.18803419
-95.0,21.7,28673744.65811966
-95.0,21.9,26100881.410256412
-95.0,22.1,30312660.25641026
-95.0,22.3,10918135.683760684
-95.0,22.5,10183413.461538462
-95.0,22.7,10097863.247863248
-95.0,22.9,8753846.153846156
-95.0,23.1,12813221.153846154
-95.0,23.3,7464556.623931624
-95.0,23.5,27785550.21367522
-95.0,23.7,19500293.803418804
-95.0,23.9,64248824.786324784
-95.0,24.1,54780048.07692308
-95.0,24.3,42509855.769230776
-95.0,24.5,47805021.36752137
-95.0,24.7,83804941.23931625
-95.0,24.9,94638485.57692309
-95.0,25.1,122895726.4957265
-95.0,25.3,66674278.84615385
-95.0,25.5,64083279.9145299
-95.0,25.7,43727377.13675214
-95.0,25.9,58611298.07692307
-95.0,26.1,50415651.70940172
-95.0,26.3,62308333.33333333
-95.0,26.5,26647863.24786325
-95.0,26.7,39677938.03418804
-95.0,26.9,116597721.68803418
-95.0,27.1,63865518.16239317
-95.0,27.3,15474278.846153848
-95.0,27.5,37121527.77777778
-95.0,27.7,32506452.99145299
-95.0,27.9,39860470.08547007
-95.0,28.1,40100694.44444445
-95.0,28.3,15129861.111111114
-95.0,28.5,12082505.34188034
-95.0,28.7,7824946.581196581
-95.0,28.9,9094105.235042734
-95.0,29.1,42752724.35897436
-95.0,29.3,25279994.658119656
-95.0,29.5,10270779.914529914
-95.0,29.7,8552029.914529914
-95.0,29.9,10609855.769230768
-95.0,30.1,13199572.64957265
-95.0,30.3,11385069.444444444
-95.0,30.5,20009321.58119658
-95.0,30.7,4799954.594017094
-95.0,30.9,5520779.914529914
-95.0,31.1,14360096.153846154
-95.0,31.3,12059027.777777776
-95.0,31.5,4929407.051282052
