source,source_label,thickness_um,nt,available,qc_pass,qc_reason,cce_percent,positive_peak_nA,negative_peak_nA,reverse_peak_ratio,dropped_initial_points
156p5kev,156.5 keV,50.0,0,True,True,,71.23355705057305,3.2007050406622,3.5390017800000004e-05,1.1056944438928399e-05,6
156p5kev,156.5 keV,50.0,1e11,True,True,,71.13440301006779,3.1891424430978,3.51601392e-05,1.1024951010293195e-05,6
156p5kev,156.5 keV,50.0,1e12,True,True,,70.03614554910683,3.07859048836,3.4544708e-05,1.1220949369723529e-05,6
156p5kev,156.5 keV,50.0,1e13,True,True,,57.6896055906603,2.0846635223964,2.8443462600000005e-05,1.3644150384184382e-05,6
156p5kev,156.5 keV,50.0,5e13,True,True,,29.044538043932274,1.0081178469294598,1.767057084e-05,1.7528278954510413e-05,6
156p5kev,156.5 keV,60.0,0,True,True,,82.09791813170777,3.7296275854816003,3.98952404e-05,1.0696842911421247e-05,6
156p5kev,156.5 keV,60.0,1e11,True,True,,81.96545584948619,3.7144145732726,3.995848240000001e-05,1.0757679739769712e-05,6
156p5kev,156.5 keV,60.0,1e12,True,True,,80.52582082460242,3.5697063551196,3.92531754e-05,1.0996191701791912e-05,6
156p5kev,156.5 keV,60.0,1e13,True,True,,66.23777011205593,2.34845386810506,3.531802824e-05,1.5038842669921255e-05,6
156p5kev,156.5 keV,60.0,5e13,True,True,,28.885722890526043,1.0909628242611402,1.9877186560000002e-05,1.8219856917179484e-05,6
156p5kev,156.5 keV,70.0,0,True,True,,90.04465519136507,4.189248111883599,4.3817775399999984e-05,1.0459579912610697e-05,6
156p5kev,156.5 keV,70.0,1e11,True,True,,89.90729000827979,4.1717231746564,4.375485460000001e-05,1.0488436736601977e-05,6
156p5kev,156.5 keV,70.0,1e12,True,True,,88.42460292022453,4.006549878079801,4.33363262e-05,1.0816370073687836e-05,6
156p5kev,156.5 keV,70.0,1e13,True,True,,70.70643802513662,2.6251746812594,3.767951760000001e-05,1.4353146809233911e-05,6
156p5kev,156.5 keV,70.0,5e13,True,True,,29.259800721238822,1.18983661753884,2.2278306359999997e-05,1.8723836560083647e-05,6
156p5kev,156.5 keV,80.0,0,True,True,,94.77314042410343,4.4570713958542,4.5494995799999996e-05,1.0207374250795651e-05,6
156p5kev,156.5 keV,80.0,1e11,True,True,,94.64918034542013,4.439044512292,4.5445654e-05,1.0237710812351184e-05,6
156p5kev,156.5 keV,80.0,1e12,True,True,,93.34324440241852,4.2763761664948,4.5282633200000006e-05,1.0589020104168396e-05,6
156p5kev,156.5 keV,80.0,1e13,True,True,,69.78395514426734,2.8181885630734005,3.93973476e-05,1.3979670528871523e-05,6
156p5kev,156.5 keV,80.0,5e13,True,True,,29.352862588929266,1.26421712906238,2.4060017519999998e-05,1.9031554759777983e-05,6
156p5kev,156.5 keV,90.0,0,True,True,,97.70246076881408,4.744599836678,4.7415255999999986e-05,9.993520556456128e-06,6
156p5kev,156.5 keV,90.0,1e11,True,True,,97.62601165864669,4.728110847043201,4.7743289800000004e-05,1.0097751796546188e-05,6
156p5kev,156.5 keV,90.0,1e12,True,True,,96.7914880727289,4.5840809936928,4.767400020000001e-05,1.0399903550045097e-05,6
156p5kev,156.5 keV,90.0,1e13,True,True,,70.36345256846236,3.0881058069680596,5.391103263999999e-05,1.7457637791540087e-05,6
156p5kev,156.5 keV,90.0,5e13,True,True,,30.24946728246769,1.38293898695472,2.7026614880000003e-05,1.954288304469133e-05,6
156p5kev,156.5 keV,100.0,0,True,True,,99.00599500407262,4.9614311489718,4.93796742e-05,9.9527077404336e-06,6
156p5kev,156.5 keV,100.0,1e11,True,True,,98.96978496984096,4.9461269783535995,4.91788904e-05,9.942908990252005e-06,6
156p5kev,156.5 keV,100.0,1e12,True,True,,98.55113614884499,4.8302079808938,4.9720951199999996e-05,1.0293749543844578e-05,6
156p5kev,156.5 keV,100.0,1e13,True,True,,71.16207419812683,3.3458187155846,4.609781740000001e-05,1.3777739118165445e-05,6
156p5kev,156.5 keV,100.0,5e13,True,True,,31.260975194625086,1.5070040775292,2.93353268e-05,1.9465990329698754e-05,6
156p5kev,156.5 keV,110.0,0,True,True,,99.45073877982655,5.1191978875599995,4.9196184e-05,9.610135236137302e-06,6
156p5kev,156.5 keV,110.0,1e11,True,True,,99.43579961063408,5.1069958352697995,4.97704952e-05,9.745552337496797e-06,6
156p5kev,156.5 keV,110.0,1e12,True,True,,99.26110543752033,5.0200511997276,5.04281384e-05,1.0045343442460577e-05,6
156p5kev,156.5 keV,110.0,1e13,True,True,,71.89376980362753,3.5817562468404,4.8667914599999997e-05,1.3587723799723047e-05,6
156p5kev,156.5 keV,110.0,5e13,True,True,,32.238748048113116,1.63071067537978,0.00020955020022000003,0.00012850237837021419,6
156p5kev,156.5 keV,120.0,0,True,True,,99.60827788396,5.2367521225828,5.0000698199999995e-05,9.548036078388855e-06,6
156p5kev,156.5 keV,120.0,1e11,True,True,,99.60101520726603,5.227795664631199,5.00891278e-05,9.581309410939571e-06,6
156p5kev,156.5 keV,120.0,1e12,True,True,,99.52281122614437,5.1698408748512,5.1265032800000005e-05,9.916172284795037e-06,6
156p5kev,156.5 keV,120.0,1e13,True,True,,72.34935711007388,3.79982259067928,5.5359344119999995e-05,1.4568928627297732e-05,6
156p5kev,156.5 keV,120.0,5e13,True,True,,33.334417205505716,1.7582925059049999,3.4072048999999996e-05,1.9377918569051163e-05,6
156p5kev,156.5 keV,130.0,0,True,True,,99.60375397057433,5.3246209882882,5.009102579999999e-05,9.407434991181155e-06,6
156p5kev,156.5 keV,130.0,1e11,True,True,,99.59821246282728,5.3188030421214005,5.016791260000001e-05,9.432180925426893e-06,6
156p5kev,156.5 keV,130.0,1e12,True,True,,99.54666141670057,5.2912485608334,5.150649960000001e-05,9.734280861658758e-06,6
156p5kev,156.5 keV,130.0,1e13,True,True,,72.36835292059548,3.9979981266537727,6.139254008800001e-05,1.5355820123753805e-05,6
156p5kev,156.5 keV,130.0,5e13,True,True,,34.266503082924885,1.8841542501726,3.65083914e-05,1.9376540639735632e-05,6
c14,C-14 spectrum,10.0,0,True,True,,58.155022525859714,2.2547617040218,8.360195180000001e-05,3.707795446892676e-05,6
c14,C-14 spectrum,10.0,1e11,True,True,,58.1546180294871,2.2546690878034,8.420817356000001e-05,3.73483514789478e-05,6
c14,C-14 spectrum,10.0,1e12,True,True,,58.152532947727025,2.2538273536342,8.402705816999999e-05,3.728194088802319e-05,6
c14,C-14 spectrum,10.0,1e13,True,True,,58.12885203363453,2.2443994896499997,8.283815473e-05,3.690882800143485e-05,6
c14,C-14 spectrum,10.0,5e13,True,True,,58.02003690029585,2.1917374020104003,7.672940569e-05,3.5008484875797134e-05,6
c14,C-14 spectrum,20.0,0,True,True,,81.04459801319105,2.7915430075742,5.3912650029999996e-05,1.9312849518606957e-05,6
c14,C-14 spectrum,20.0,1e11,True,True,,81.04324390029416,2.7907896805928,5.449283995000001e-05,1.9525957233160264e-05,6
c14,C-14 spectrum,20.0,1e12,True,True,,81.03264798162346,2.7835661565238,5.394930251999999e-05,1.938136170881366e-05,6
c14,C-14 spectrum,20.0,1e13,True,True,,80.92559922022929,2.6782802511836,4.65857257e-05,1.7393895086002517e-05,6
c14,C-14 spectrum,20.0,5e13,True,True,,79.43759193635351,2.1084298966138,3.4229338199999995e-05,1.6234515672052135e-05,6
c14,C-14 spectrum,30.0,0,True,True,,91.01591056947737,2.9804716141462,3.5386450799999993e-05,1.1872768937655849e-05,6
c14,C-14 spectrum,30.0,1e11,True,True,,91.0138228833436,2.9777625752612,3.47831838e-05,1.1680979568006337e-05,6
c14,C-14 spectrum,30.0,1e12,True,True,,90.99187982266164,2.9511847942108,3.5738252199999995e-05,1.2109798163133003e-05,6
c14,C-14 spectrum,30.0,1e13,True,True,,90.27308487305235,2.5711161585832,3.74967758e-05,1.4583851326523651e-05,6
c14,C-14 spectrum,30.0,5e13,True,True,,81.71960768427569,1.7050072837764,3.2565992599999994e-05,1.9100207318686622e-05,6
c14,C-14 spectrum,40.0,0,True,True,,95.15528770875872,2.8820644512054,3.15419276e-05,1.0944213127089454e-05,6
c14,C-14 spectrum,40.0,1e11,True,True,,95.14371220336486,2.877221734641,3.1587201e-05,1.097836868799451e-05,6
c14,C-14 spectrum,40.0,1e12,True,True,,95.01605482194785,2.8303573208395996,3.2274004399999994e-05,1.1402802099356913e-05,6
c14,C-14 spectrum,40.0,1e13,True,True,,92.53665234070763,2.3229442284354,3.496387459999999e-05,1.5051534243484452e-05,6
c14,C-14 spectrum,40.0,5e13,True,True,,72.3929281402408,1.5226819654228,3.12418182e-05,2.0517625419780387e-05,6
c14,C-14 spectrum,50.0,0,True,True,,96.84704461114177,2.9013003615830004,3.1198661e-05,1.0753337163263395e-05,6
c14,C-14 spectrum,50.0,1e11,True,True,,96.83444937915974,2.8961368575748003,3.12414262e-05,1.0787275510923644e-05,6
c14,C-14 spectrum,50.0,1e12,True,True,,96.70003045831949,2.85273839988,3.1937323e-05,1.1195321309988827e-05,6
c14,C-14 spectrum,50.0,1e13,True,True,,94.53950707448207,2.3453773925014003,3.59529186e-05,1.5329267995397265e-05,6
c14,C-14 spectrum,50.0,5e13,True,True,,62.852609328553285,1.5092286473078,3.31208862e-05,2.1945572169652272e-05,6
c14,C-14 spectrum,60.0,0,True,True,,97.46266407037675,2.8957292063898,3.04822332e-05,1.0526617313779556e-05,6
c14,C-14 spectrum,60.0,1e11,True,True,,97.4528794229839,2.8916317201956,3.06499254e-05,1.0599525930614268e-05,6
c14,C-14 spectrum,60.0,1e12,True,True,,97.35232906848725,2.8563818403214003,3.15889686e-05,1.105908466231028e-05,6
c14,C-14 spectrum,60.0,1e13,True,True,,95.09305706729315,2.37335908872438,3.8773318520000004e-05,1.6336895122279905e-05,6
c14,C-14 spectrum,60.0,5e13,True,True,,57.4809349617103,1.5136514011174,3.44268576e-05,2.274424452987364e-05,6
c14,C-14 spectrum,70.0,0,True,True,,97.6398341421166,2.8850631290814,2.98512526e-05,1.0346828219840236e-05,6
c14,C-14 spectrum,70.0,1e11,True,True,,97.63212884765325,2.8823709519418,2.9937616200000003e-05,1.0386455004978309e-05,6
c14,C-14 spectrum,70.0,1e12,True,True,,97.55621983713613,2.8583778058832,3.0942329799999996e-05,1.082513645897808e-05,6
c14,C-14 spectrum,70.0,1e13,True,True,,91.29653521906167,2.4056298956293998,3.69590786e-05,1.5363576361911717e-05,6
c14,C-14 spectrum,70.0,5e13,True,True,,54.086140370374956,1.5289433430088,3.55318402e-05,2.3239474740821377e-05,6
c14,C-14 spectrum,80.0,0,True,True,,97.72347914049365,2.82193354328994,2.8811137759999997e-05,1.0209715189256599e-05,6
c14,C-14 spectrum,80.0,1e11,True,True,,97.71678468597752,2.82112175244234,2.886719936e-05,1.0232525177266346e-05,6
c14,C-14 spectrum,80.0,1e12,True,True,,97.65410100757254,2.8133440263556,2.98875694e-05,1.0623503247385033e-05,6
c14,C-14 spectrum,80.0,1e13,True,True,,83.94366243954119,2.384775164097,3.5138516999999996e-05,1.4734519852862217e-05,6
c14,C-14 spectrum,80.0,5e13,True,True,,51.096843855764476,1.5161184087625998,3.548927640000001e-05,2.3407984623684538e-05,6
c14,C-14 spectrum,90.0,0,True,True,,97.77845142890884,2.80071907473748,2.8267530920000003e-05,1.0092954761144547e-05,6
c14,C-14 spectrum,90.0,1e11,True,True,,97.77208190333863,2.8010502842412004,2.8464379800000007e-05,1.016203813267528e-05,6
c14,C-14 spectrum,90.0,1e12,True,True,,97.71401633428876,2.80541982680924,2.9510404960000002e-05,1.0519069081209078e-05,6
c14,C-14 spectrum,90.0,1e13,True,True,,79.63479136291213,2.40313980868602,4.6200768979999995e-05,1.9225169011394926e-05,6
c14,C-14 spectrum,90.0,5e13,True,True,,49.25128097370112,1.5337196355200002,3.622614299999999e-05,2.36197947532423e-05,6
c14,C-14 spectrum,100.0,0,True,True,,97.78607460468567,2.77308179155716,2.738373164e-05,9.8748373464395e-06,6
c14,C-14 spectrum,100.0,1e11,True,True,,97.77991573228776,2.7743754343730602,2.7385969239999996e-05,9.871039406095573e-06,6
c14,C-14 spectrum,100.0,1e12,True,True,,97.72369658970192,2.78951696178004,2.8748007159999996e-05,1.0305729469970811e-05,6
c14,C-14 spectrum,100.0,1e13,True,True,,76.7962228841772,2.4120674310524004,3.4350638599999996e-05,1.4241160159031126e-05,6
c14,C-14 spectrum,100.0,5e13,True,True,,47.691618432900576,1.5469741907652002,3.63127088e-05,2.3473377265614345e-05,6
c14,C-14 spectrum,110.0,0,True,True,,97.71074364058856,2.74014958621808,3.383236282000001e-05,1.2346903610724043e-05,6
c14,C-14 spectrum,110.0,1e11,True,True,,97.70422696311768,2.74132462987274,3.4212457160000005e-05,1.2480264754921873e-05,6
c14,C-14 spectrum,110.0,1e12,True,True,,97.64654073336128,2.76595270461934,3.284185356e-05,1.1873613567271683e-05,6
c14,C-14 spectrum,110.0,1e13,True,True,,74.78980822924993,2.4119414361126,3.3599793400000004e-05,1.3930600841682882e-05,6
c14,C-14 spectrum,110.0,5e13,True,True,,46.30265020684781,1.5558484150184,0.00021394644160000002,0.0001375111093952362,6
c14,C-14 spectrum,120.0,0,True,True,,97.7120780488379,2.70817215481076,3.535624704e-05,1.3055391245048306e-05,6
c14,C-14 spectrum,120.0,1e11,True,True,,97.70524577918658,2.7100410432205,3.549731819e-05,1.3098443021297001e-05,6
c14,C-14 spectrum,120.0,1e12,True,True,,97.64525549542853,2.7409371104804197,3.6930684800000004e-05,1.3473743946473455e-05,6
c14,C-14 spectrum,120.0,1e13,True,True,,73.32371287210574,2.4084822218317,3.75718498e-05,1.5599803668646488e-05,6
c14,C-14 spectrum,120.0,5e13,True,True,,45.174327390103144,1.563212279801,3.5852931e-05,2.293542052047093e-05,6
c14,C-14 spectrum,130.0,0,True,True,,97.73783407561146,2.67879046979264,3.445678192e-05,1.2862813388561603e-05,6
c14,C-14 spectrum,130.0,1e11,True,True,,97.73073403114019,2.6813214567483796,3.467945655e-05,1.2933718358430452e-05,6
c14,C-14 spectrum,130.0,1e12,True,True,,97.66867803882755,2.71776265945504,3.607171607e-05,1.3272577700818446e-05,6
c14,C-14 spectrum,130.0,1e13,True,True,,72.1613569290948,2.4064703864893198,4.0955356179999994e-05,1.701884902051412e-05,6
c14,C-14 spectrum,130.0,5e13,True,True,,44.18151584175577,1.5721402568498,3.5667715199999995e-05,2.2687362049661984e-05,6
