# Geant4 3D energy deposition grid (sparse, non-zero cells only)
# NEvents: 100000
# xy_bin_mm: 0.01  z_bin_um: 0.2
x_mm,y_mm,depth_um,edep_eV
-0.0850,-0.0350,7.100,6.9154e+03
0.0050,0.0050,3.100,2.5060e+07
-0.0050,0.0050,23.500,7.6833e+03
0.0050,0.0050,2.900,2.4477e+07
0.0050,0.0050,2.500,2.4171e+07
-0.0150,0.0050,11.100,6.4215e+03
-0.0050,-0.0150,10.700,5.1282e+04
0.0050,0.0050,2.300,2.3291e+07
-0.0150,0.0050,10.900,1.1584e+04
-0.0050,-0.0150,10.500,1.5966e+04
0.0050,0.0050,2.100,2.3039e+07
0.0050,-0.0050,14.900,3.0610e+05
-0.0150,0.0050,10.700,3.5613e+04
-0.0050,-0.0150,10.300,3.6747e+04
0.0050,0.0050,1.900,2.2142e+07
0.0050,-0.0050,14.700,4.5048e+05
-0.0150,0.0050,10.500,1.8338e+04
-0.0050,-0.0150,10.100,2.0244e+04
0.0050,0.0050,1.700,2.1778e+07
0.0050,-0.0050,14.500,4.8150e+05
0.0050,0.0050,1.500,2.1176e+07
0.0050,-0.0050,14.300,6.1144e+05
0.0050,0.0050,1.300,1.9065e+07
0.0050,-0.0050,14.100,7.1682e+05
0.0050,0.0050,1.100,1.8772e+07
0.0050,-0.0050,13.900,8.8905e+05
0.0150,-0.0150,0.500,3.6746e+03
0.0050,0.0050,0.900,1.7105e+07
0.0050,-0.0050,13.700,1.1940e+06
0.0050,0.0050,0.700,1.6481e+07
0.0050,-0.0050,13.500,1.3630e+06
0.0050,0.0050,0.500,1.5587e+07
0.0050,-0.0050,13.300,1.4598e+06
0.0050,0.0050,0.300,1.4593e+07
0.0050,-0.0050,13.100,1.7638e+06
0.0050,-0.0150,9.300,3.9821e+04
-0.0050,0.0050,9.700,1.1373e+07
0.0450,-0.0150,2.500,3.3190e+01
-0.0150,-0.0050,5.100,2.8658e+05
0.0150,0.0050,6.900,1.8394e+05
-0.0050,-0.0150,7.700,1.4711e+05
-0.0150,0.0050,8.100,1.6304e+05
0.0050,-0.0150,9.500,6.4684e+04
-0.0050,0.0050,9.900,1.0067e+07
-0.0150,-0.0050,5.300,2.5781e+05
0.0150,0.0050,7.100,1.6517e+05
-0.0450,-0.0250,11.900,7.9316e+03
0.0050,-0.0150,9.700,4.9265e+04
-0.0050,0.0050,10.100,9.5148e+06
0.0050,0.0050,27.900,4.6850e+01
0.0850,-0.0250,4.300,4.8904e+03
0.0150,0.0050,7.300,1.4011e+05
-0.0150,-0.0050,4.900,2.5208e+05
0.0150,0.0050,6.700,2.4499e+05
-0.0050,-0.0150,7.500,1.6954e+05
-0.0150,0.0050,7.900,1.5211e+05
0.0050,-0.0150,9.900,3.7952e+04
-0.0050,0.0050,10.300,8.6680e+06
0.0850,-0.0250,4.500,3.1597e+03
0.0150,0.0050,7.500,1.3997e+05
0.0050,-0.0150,2.700,2.5217e+05
-0.0050,0.0050,3.100,2.4861e+07
-0.0150,0.0050,0.500,1.9482e+05
-0.0050,-0.0150,0.100,7.8506e+04
-0.0450,-0.0650,22.700,1.9459e+03
-0.0050,-0.0050,101.500,9.9194e+02
-0.0150,0.0050,1.100,1.8241e+05
-0.0050,-0.0150,0.700,1.4181e+05
0.0050,0.0050,2.700,2.4644e+07
-0.0050,0.0150,0.500,1.2392e+05
0.0050,-0.0050,0.100,1.0106e+07
0.0850,-0.0250,4.700,8.8556e+03
0.0150,0.0050,7.700,1.5842e+05
0.0050,-0.0050,4.700,2.6361e+07
-0.0050,0.0150,5.100,2.3950e+05
0.0050,-0.0150,6.900,2.0617e+05
-0.0050,0.0050,7.300,1.9485e+07
0.0050,-0.0150,7.700,8.9674e+04
-0.0050,0.0050,8.100,1.6622e+07
0.0150,0.0050,8.300,1.3241e+05
0.0050,-0.0150,7.900,1.0434e+05
-0.0050,0.0050,8.300,1.6446e+07
-0.0150,-0.0050,3.700,2.7002e+05
-0.0050,-0.0050,21.500,6.3054e+03
-0.0050,0.0150,1.300,1.7075e+05
0.0050,-0.0050,0.900,1.7454e+07
0.0150,0.0050,8.500,1.1403e+05
0.0050,0.0050,28.700,3.3780e+01
0.0150,0.0050,8.100,1.7968e+05
0.0050,-0.0150,10.100,2.2608e+04
-0.0050,0.0050,10.500,8.0213e+06
-0.0150,-0.0050,5.900,2.3112e+05
0.0050,-0.0150,10.300,1.0209e+04
-0.0050,0.0050,10.700,7.6498e+06
-0.0150,-0.0050,6.100,1.9999e+05
-0.0250,0.0050,52.100,3.1894e+03
0.0050,-0.0150,10.500,2.9614e+04
-0.0050,0.0050,10.900,6.6398e+06
-0.0150,-0.0050,6.300,2.4988e+05
-0.0050,-0.0050,25.100,5.2311e+03
-0.0050,0.0150,4.900,2.3474e+05
0.0050,-0.0050,4.500,2.5667e+07
0.0150,-0.0050,8.900,7.7146e+04
0.0050,0.0150,9.300,1.2160e+05
0.0150,-0.0050,9.100,7.7772e+04
0.0050,0.0150,9.500,5.8747e+04
-0.0150,-0.0050,0.500,1.0479e+05
0.0050,-0.0150,4.900,3.3685e+05
-0.0050,0.0050,5.300,2.4417e+07
-0.0150,-0.0050,0.700,1.3058e+05
-0.0050,-0.0050,24.900,1.9165e+03
0.0050,-0.0050,4.300,2.6146e+07
-0.0050,0.0150,4.700,2.9321e+05
-0.0050,-0.0050,24.700,2.0910e+03
0.0050,-0.0050,4.100,2.6109e+07
-0.0050,0.0150,4.500,3.1917e+05
0.0050,-0.0150,1.500,1.9033e+05
-0.0050,0.0050,1.900,2.2020e+07
-0.0050,-0.0050,14.700,3.5565e+05
0.0050,-0.0150,1.700,1.3220e+05
-0.0050,0.0050,2.100,2.2925e+07
-0.0050,-0.0050,14.900,2.8274e+05
-0.0050,-0.0150,22.500,4.6820e+01
0.0050,-0.0150,1.900,2.0582e+05
-0.0050,0.0050,2.300,2.3092e+07
-0.0050,-0.0050,15.100,2.5596e+05
0.0050,-0.0150,2.100,1.7629e+05
-0.0050,0.0050,2.500,2.3469e+07
-0.0050,-0.0050,15.300,1.6588e+05
0.0050,-0.0150,2.300,2.1315e+05
-0.0050,0.0050,2.700,2.4436e+07
-0.0050,-0.0050,15.500,1.6841e+05
0.0050,-0.0150,2.500,2.5159e+05
-0.0050,0.0050,2.900,2.4624e+07
-0.0050,-0.0050,15.700,1.0473e+05
-0.0050,-0.0050,12.500,2.8872e+06
-0.0050,-0.0050,12.700,2.7502e+06
-0.0050,0.0050,13.100,1.9069e+06
0.0050,-0.0150,12.500,9.2896e+02
-0.0050,0.0050,12.900,2.1722e+06
-0.0050,0.0050,13.300,1.6217e+06
0.0050,-0.0150,10.700,1.9317e+04
-0.0050,0.0050,11.100,6.1892e+06
-0.0150,-0.0050,6.500,2.3713e+05
0.0050,-0.0150,10.900,2.5078e+04
-0.0050,0.0050,11.300,5.5075e+06
-0.0150,-0.0050,6.700,2.0187e+05
0.0050,0.0150,6.900,1.9143e+05
0.0150,-0.0050,6.500,2.5379e+05
0.0050,0.0150,7.100,1.5733e+05
0.0150,-0.0050,6.700,1.5636e+05
0.0050,0.0150,7.300,2.2357e+05
0.0150,-0.0050,6.900,2.0092e+05
0.0050,0.0150,6.700,2.5733e+05
0.0150,-0.0050,6.300,2.1338e+05
0.0050,-0.0150,11.100,3.6478e+04
-0.0050,0.0050,11.500,5.1205e+06
-0.0150,-0.0050,6.900,1.9257e+05
0.0050,-0.0150,11.300,1.9775e+04
-0.0050,0.0050,11.700,4.5428e+06
-0.0150,-0.0050,7.100,1.8524e+05
0.0050,-0.0150,11.500,4.9179e+04
-0.0050,0.0050,11.900,4.3070e+06
-0.0150,-0.0050,7.300,2.0515e+05
0.0050,-0.0150,11.700,2.1124e+04
-0.0050,0.0050,12.100,3.9121e+06
-0.0150,-0.0050,7.500,1.4240e+05
0.0050,-0.0150,11.900,1.3982e+04
-0.0050,0.0050,12.300,3.3236e+06
-0.0150,-0.0050,7.700,1.4094e+05
0.0050,-0.0150,12.100,2.7478e+04
-0.0050,0.0050,12.500,3.0547e+06
-0.0150,-0.0050,7.900,1.3346e+05
-0.0050,-0.0050,101.900,8.0812e+02
-0.0050,-0.0150,1.100,2.0874e+05
-0.0150,0.0050,1.500,2.1655e+05
0.0050,-0.0050,5.700,2.4045e+07
-0.0050,0.0150,6.100,2.6279e+05
-0.0050,-0.0050,101.700,3.0264e+02
-0.0050,-0.0150,0.900,1.9592e+05
-0.0150,0.0050,1.300,1.6386e+05
0.0050,-0.0050,5.500,2.4398e+07
-0.0050,0.0150,5.900,3.0532e+05
0.0050,0.0150,6.300,2.7122e+05
0.0150,-0.0050,5.900,2.5442e+05
-0.0050,0.0050,1.700,2.1430e+07
0.0050,-0.0150,1.300,1.5541e+05
0.0050,0.0150,6.500,2.4961e+05
0.0150,-0.0050,6.100,2.6432e+05
0.0050,0.0150,7.500,2.2100e+05
0.0150,-0.0050,7.100,1.8822e+05
0.0550,-0.0350,66.100,2.2063e+02
0.0050,0.0150,7.700,2.2072e+05
0.0150,-0.0050,7.300,2.4461e+05
0.0050,0.0150,7.900,1.4099e+05
0.0150,-0.0050,7.500,1.7590e+05
-0.0050,0.0050,3.300,2.5216e+07
0.0050,-0.0150,2.900,2.4305e+05
0.0050,0.0150,8.100,1.6983e+05
0.0150,-0.0050,7.700,1.3227e+05
-0.0050,0.0050,3.500,2.4985e+07
0.0050,-0.0150,3.100,2.5140e+05
0.0050,-0.0150,12.300,8.8591e+03
-0.0050,0.0050,12.700,2.5473e+06
-0.0450,-0.0650,22.500,6.4413e+03
-0.0050,-0.0150,0.500,1.3056e+05
-0.0150,0.0050,0.900,1.7675e+05
0.0050,-0.0050,5.100,2.5517e+07
-0.0050,0.0150,5.500,2.2466e+05
-0.0050,-0.0150,0.300,1.1465e+05
-0.0150,0.0050,0.700,1.5544e+05
0.0050,-0.0050,4.900,2.5382e+07
-0.0050,0.0150,5.300,3.0179e+05
-0.0050,-0.0150,4.900,3.0694e+05
-0.0150,0.0050,5.300,3.3724e+05
-0.0050,-0.0150,5.100,2.4940e+05
-0.0150,0.0050,5.500,3.2706e+05
-0.0050,-0.0150,7.900,1.0819e+05
-0.0150,0.0050,8.300,1.2352e+05
0.0050,0.0150,6.100,2.3076e+05
0.0150,-0.0050,5.700,2.4316e+05
-0.0050,0.0050,1.500,2.0386e+07
0.0050,-0.0150,1.100,1.3913e+05
0.0050,0.0150,5.900,2.3511e+05
0.0150,-0.0050,5.500,2.5150e+05
-0.0050,0.0050,1.300,2.0171e+07
0.0050,-0.0150,0.900,1.0403e+05
0.0050,0.0150,5.700,2.8621e+05
0.0150,-0.0050,5.300,2.2578e+05
-0.0050,0.0050,1.100,1.8207e+07
0.0050,-0.0150,0.700,1.0866e+05
0.0050,0.0150,5.500,3.8362e+05
0.0150,-0.0050,5.100,2.6154e+05
0.0050,0.0150,5.300,3.0183e+05
0.0150,-0.0050,4.900,2.7656e+05
0.0050,0.0150,5.100,3.1379e+05
0.0150,-0.0050,4.700,2.4891e+05
0.0050,0.0150,4.900,2.6241e+05
0.0150,-0.0050,4.500,2.2378e+05
-0.0050,-0.0050,45.500,3.3190e+01
0.0050,0.0150,4.700,2.5848e+05
0.0150,-0.0050,4.300,2.8398e+05
0.0050,0.0150,4.500,3.4908e+05
0.0150,-0.0050,4.100,2.7980e+05
0.0050,-0.0050,24.500,9.3721e+02
0.0050,0.0150,4.300,3.3592e+05
0.0150,-0.0050,3.900,2.9501e+05
0.0050,-0.0050,24.300,1.0050e+03
0.0050,0.0150,4.100,3.1777e+05
0.0150,-0.0050,3.700,2.4640e+05
0.0050,0.0150,3.900,4.0315e+05
0.0150,-0.0050,3.500,2.8079e+05
0.0050,0.0150,3.700,3.3240e+05
0.0150,-0.0050,3.300,3.4682e+05
0.0050,0.0150,3.500,3.0529e+05
0.0150,-0.0050,3.100,2.5951e+05
0.0050,0.0150,3.300,2.7627e+05
0.0150,-0.0050,2.900,2.6264e+05
0.0050,0.0150,1.500,2.1669e+05
0.0150,-0.0050,1.100,1.3353e+05
-0.0050,0.0150,21.900,7.0288e+03
0.0050,0.0150,1.300,1.9412e+05
0.0150,-0.0050,0.900,1.4856e+05
0.0050,0.0150,1.100,1.7887e+05
0.0150,-0.0050,0.700,1.4794e+05
-0.0450,-0.0350,43.500,2.6700e+01
0.0050,0.0150,0.900,1.8850e+05
0.0150,-0.0050,0.500,1.0835e+05
0.0050,0.0150,0.700,1.1988e+05
0.0150,-0.0050,0.300,1.2552e+05
0.0050,0.0150,0.500,1.6220e+05
0.0150,-0.0050,0.100,9.1591e+04
0.0050,-0.0050,0.500,1.5067e+07
-0.0050,0.0150,0.900,9.9605e+04
-0.0050,0.0050,13.700,1.1373e+06
-0.0150,-0.0050,9.100,7.6944e+04
-0.0050,-0.0050,21.300,5.5652e+03
0.0050,-0.0050,0.700,1.6585e+07
-0.0050,0.0150,1.100,1.4966e+05
-0.0150,-0.0050,9.300,6.0073e+04
-0.0050,0.0050,13.900,1.0244e+06
0.0050,-0.0050,0.300,1.4126e+07
-0.0050,0.0150,0.700,1.2726e+05
-0.0050,0.0050,13.500,1.3697e+06
0.0150,0.0050,2.500,3.6066e+05
-0.0150,-0.0150,84.700,1.8014e+03
0.0150,0.0050,2.700,3.1605e+05
0.0150,0.0050,3.700,3.2759e+05
0.0150,0.0050,3.500,2.9540e+05
0.0150,0.0050,3.300,3.1278e+05
-0.0150,-0.0150,85.100,6.5386e+03
0.0150,0.0050,3.100,3.5816e+05
-0.0150,-0.0150,84.900,6.6204e+03
0.0150,0.0050,2.900,2.9878e+05
0.0050,-0.0050,1.700,2.1068e+07
-0.0050,0.0150,2.100,2.1086e+05
-0.0050,0.0050,14.900,3.7887e+05
0.0050,-0.0050,1.900,2.2039e+07
-0.0050,0.0150,2.300,2.1895e+05
-0.0050,0.0050,15.100,1.4834e+05
0.0050,-0.0050,2.100,2.3408e+07
-0.0050,0.0150,2.500,2.6501e+05
-0.0050,0.0050,15.300,1.1941e+05
0.0050,-0.0050,2.300,2.4005e+07
-0.0050,0.0150,2.700,2.5754e+05
-0.0050,0.0050,15.500,1.4484e+05
0.0050,-0.0050,2.500,2.4337e+07
-0.0050,0.0150,2.900,2.2054e+05
-0.0050,0.0050,15.700,9.0129e+04
0.0050,0.0150,2.100,2.9268e+05
0.0150,-0.0050,1.700,1.9772e+05
0.0050,0.0150,2.300,3.1428e+05
0.0150,-0.0050,1.900,2.2005e+05
0.0050,0.0150,1.900,2.3074e+05
0.0150,-0.0050,1.500,2.4793e+05
0.0050,0.0150,1.700,2.5120e+05
0.0150,-0.0050,1.300,1.6819e+05
0.0050,0.0150,2.700,2.3350e+05
0.0150,-0.0050,2.300,2.6433e+05
-0.0150,0.1050,9.300,1.4403e+03
-0.0150,-0.0050,9.500,4.5365e+04
-0.0050,0.0050,14.100,8.4358e+05
0.0050,-0.0050,3.100,2.5454e+07
-0.0050,0.0150,3.500,2.4341e+05
-0.0050,0.0050,16.300,8.3558e+04
0.0050,-0.0050,3.300,2.5627e+07
-0.0050,0.0150,3.700,2.9738e+05
0.0250,0.0150,55.500,7.4515e+03
-0.0050,0.0050,16.500,3.4438e+04
0.0050,-0.0050,3.500,2.5849e+07
-0.0050,0.0150,3.900,3.1052e+05
-0.0050,0.0050,16.700,4.2915e+04
0.0050,-0.0050,3.700,2.5635e+07
-0.0050,0.0150,4.100,3.4944e+05
-0.0050,-0.0050,24.500,5.7671e+02
0.0050,-0.0050,3.900,2.6217e+07
-0.0050,0.0150,4.300,2.3720e+05
-0.0050,0.0050,3.700,2.5715e+07
0.0050,-0.0150,3.300,2.2881e+05
-0.0050,0.0050,3.900,2.5773e+07
0.0050,-0.0150,3.500,2.4867e+05
-0.0050,0.0050,4.100,2.6058e+07
0.0050,-0.0150,3.700,3.1512e+05
-0.0050,0.0050,14.300,6.3927e+05
0.0050,-0.0050,1.100,1.8467e+07
-0.0050,0.0150,1.500,1.2892e+05
-0.0050,0.0050,14.500,5.7366e+05
0.0050,-0.0050,1.300,1.9539e+07
-0.0050,0.0150,1.700,1.5212e+05
-0.0050,0.0050,14.700,4.6494e+05
0.0050,-0.0050,1.500,2.0393e+07
-0.0050,0.0150,1.900,2.1794e+05
-0.0050,-0.0150,8.700,1.1640e+05
-0.0150,0.0050,9.100,1.0433e+05
-0.0050,-0.0150,8.500,1.3716e+05
-0.0150,0.0050,8.900,8.8436e+04
0.0050,-0.0350,7.900,2.6140e+01
-0.0050,-0.0150,8.300,1.4758e+05
-0.0150,0.0050,8.700,1.5743e+05
-0.0050,-0.0150,8.900,8.4530e+04
-0.0150,0.0050,9.300,5.3785e+04
-0.0050,-0.0150,9.100,1.0302e+05
-0.0150,0.0050,9.500,6.7444e+04
-0.0050,0.0050,4.300,2.5534e+07
0.0050,-0.0150,3.900,2.6761e+05
-0.0050,0.0050,4.500,2.5791e+07
0.0050,-0.0150,4.100,2.8775e+05
-0.0050,0.0050,4.700,2.6067e+07
0.0050,-0.0150,4.300,2.6308e+05
-0.0050,0.0050,4.900,2.5352e+07
0.0050,-0.0150,4.500,2.8444e+05
-0.0050,0.0050,5.100,2.5411e+07
0.0050,-0.0150,4.700,2.9481e+05
0.0050,0.0150,9.700,6.4609e+04
0.0150,-0.0050,9.300,4.2028e+04
-0.0050,0.0050,7.500,1.8587e+07
0.0050,-0.0150,7.100,1.5982e+05
-0.0050,0.0050,7.700,1.7807e+07
0.0050,-0.0150,7.300,1.0720e+05
-0.0050,0.0050,7.900,1.7077e+07
0.0050,-0.0150,7.500,1.4401e+05
-0.0050,0.0050,15.900,6.4999e+04
0.0050,-0.0050,2.700,2.5091e+07
-0.0050,0.0150,3.100,3.0085e+05
-0.0050,0.0050,16.100,8.1461e+04
0.0050,-0.0050,2.900,2.5211e+07
-0.0050,0.0150,3.300,3.0061e+05
0.0150,0.0050,3.900,2.7379e+05
-0.0150,0.0150,26.300,2.6140e+01
0.0050,-0.0050,5.300,2.5235e+07
-0.0050,0.0150,5.700,2.9113e+05
0.0050,0.0150,10.500,6.4796e+04
0.0150,-0.0050,10.100,3.6287e+04
0.0050,0.0150,10.700,7.0273e+04
0.0150,-0.0050,10.300,4.2688e+04
0.0050,0.0150,10.900,2.8119e+04
0.0150,-0.0050,10.500,5.2711e+04
-0.0150,-0.0250,58.500,2.6170e+01
-0.0050,0.0050,9.100,1.3020e+07
0.0050,-0.0150,8.700,8.8746e+04
-0.0050,0.0050,9.300,1.3046e+07
0.0050,-0.0150,8.900,7.3231e+04
-0.0150,0.0050,30.100,2.6110e+01
-0.0050,0.0050,9.500,1.1776e+07
0.0050,-0.0150,9.100,9.3713e+04
0.0050,0.0150,9.900,3.2181e+04
0.0150,-0.0050,9.500,3.3187e+04
-0.0050,-0.0050,102.500,1.2655e+04
-0.0050,-0.0150,1.700,2.7506e+05
-0.0150,0.0050,2.100,2.2708e+05
0.0050,-0.0050,6.300,2.2801e+07
-0.0050,0.0150,6.700,2.9809e+05
-0.0050,-0.0150,1.900,3.4904e+05
-0.0150,0.0050,2.300,2.5360e+05
0.0050,-0.0050,6.500,2.2020e+07
-0.0050,0.0150,6.900,1.6643e+05
-0.0050,-0.0150,2.100,3.4178e+05
-0.0150,0.0050,2.500,2.8991e+05
0.0050,-0.0050,6.700,2.1706e+07
-0.0050,0.0150,7.100,2.0573e+05
-0.0050,-0.0150,2.300,2.9618e+05
-0.0150,0.0050,2.700,2.3355e+05
-0.0050,-0.0150,2.500,3.4168e+05
-0.0150,0.0050,2.900,3.1321e+05
0.0050,0.0150,2.900,3.0251e+05
0.0150,-0.0050,2.500,2.8202e+05
0.0150,0.0050,2.300,2.6500e+05
0.0150,0.0050,2.100,2.3726e+05
0.0150,0.0050,1.900,2.2950e+05
0.0150,0.0050,1.700,1.9619e+05
0.0150,0.0050,1.500,1.8420e+05
0.0150,0.0050,1.300,2.2773e+05
0.0150,0.0050,1.100,1.3820e+05
0.0050,-0.0050,5.900,2.3520e+07
-0.0050,0.0150,6.300,2.0920e+05
0.0050,-0.0050,6.100,2.2908e+07
-0.0050,0.0150,6.500,2.8895e+05
0.0050,0.0150,2.500,2.7149e+05
0.0150,-0.0050,2.100,2.4598e+05
